Preliminary Day-ahead Scheduling Reserve Summary
Month:,"June, 2012" ,Report Creation Timestamp (EPT):, 02/05/2013 11:15:36 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
06/01/2012 01,06/01/2012 05,.000,73858.287000,6474.800,.00,6474.800
06/01/2012 02,06/01/2012 06,.000,69690.011000,6048.800,.00,6048.800
06/01/2012 03,06/01/2012 07,.000,67187.993000,6276.800,.00,6276.800
06/01/2012 04,06/01/2012 08,.000,65934.530000,6326.800,.00,6326.800
06/01/2012 05,06/01/2012 09,.000,66255.432000,5920.800,.00,5920.800
06/01/2012 06,06/01/2012 10,.000,69796.836000,5574.800,.00,5574.800
06/01/2012 07,06/01/2012 11,.000,75989.674000,5998.800,.00,5998.800
06/01/2012 08,06/01/2012 12,.000,82037.980000,6298.800,.00,6298.800
06/01/2012 09,06/01/2012 13,.000,86130.513000,6370.800,.00,6370.800
06/01/2012 10,06/01/2012 14,.000,89058.438000,6208.800,.00,6208.800
06/01/2012 11,06/01/2012 15,.000,91433.813000,6384.800,.00,6384.800
06/01/2012 12,06/01/2012 16,.000,93407.147000,6384.800,.00,6384.800
06/01/2012 13,06/01/2012 17,.000,94190.186000,6384.800,.00,6384.800
06/01/2012 14,06/01/2012 18,.000,94709.888000,6384.800,.00,6384.800
06/01/2012 15,06/01/2012 19,.000,94351.897000,6384.800,.00,6384.800
06/01/2012 16,06/01/2012 20,.000,93261.298000,6384.800,.00,6384.800
06/01/2012 17,06/01/2012 21,.000,92368.035000,6063.800,.00,6063.800
06/01/2012 18,06/01/2012 22,.000,90554.670000,6153.800,.00,6153.800
06/01/2012 19,06/01/2012 23,.000,88045.483000,6045.700,.00,6045.700
06/01/2012 20,06/02/2012 00,.000,86279.386000,6063.800,.00,6063.800
06/01/2012 21,06/02/2012 01,.000,85849.602000,6024.700,.00,6024.700
06/01/2012 22,06/02/2012 02,.000,85157.955000,5967.800,.00,5967.800
06/01/2012 23,06/02/2012 03,.000,80859.101000,5792.800,.00,5792.800
06/01/2012 24,06/02/2012 04,.000,74706.835000,5128.800,.00,5128.800
06/02/2012 01,06/02/2012 05,.000,69170.483000,4133.000,.00,4133.000
06/02/2012 02,06/02/2012 06,.000,65390.901000,4307.100,.00,4307.100
06/02/2012 03,06/02/2012 07,.000,63102.312000,4041.000,.00,4041.000
06/02/2012 04,06/02/2012 08,.000,61626.436000,4241.000,.00,4241.000
06/02/2012 05,06/02/2012 09,.000,60936.904000,4041.000,.00,4041.000
06/02/2012 06,06/02/2012 10,.000,61580.140000,4379.500,.00,4379.500
06/02/2012 07,06/02/2012 11,.000,62268.129000,4210.000,.00,4210.000
06/02/2012 08,06/02/2012 12,.000,65912.024000,4220.500,.00,4220.500
06/02/2012 09,06/02/2012 13,.000,70793.246000,4051.500,.00,4051.500
06/02/2012 10,06/02/2012 14,.000,74825.396000,4327.100,.00,4327.100
06/02/2012 11,06/02/2012 15,.000,77570.625000,4395.500,.00,4395.500
06/02/2012 12,06/02/2012 16,.000,78980.160000,4337.000,.00,4337.000
06/02/2012 13,06/02/2012 17,.000,79336.737000,4168.000,.00,4168.000
06/02/2012 14,06/02/2012 18,.000,79380.485000,4337.000,.00,4337.000
06/02/2012 15,06/02/2012 19,.000,79085.021000,4337.000,.00,4337.000
06/02/2012 16,06/02/2012 20,.000,78869.053000,4511.500,.00,4511.500
06/02/2012 17,06/02/2012 21,.000,79088.848000,4337.000,.00,4337.000
06/02/2012 18,06/02/2012 22,.000,79101.322000,4047.500,.00,4047.500
06/02/2012 19,06/02/2012 23,.000,78243.966000,4037.000,.00,4037.000
06/02/2012 20,06/03/2012 00,.000,76980.546000,4137.000,.00,4137.000
06/02/2012 21,06/03/2012 01,.000,76845.289000,4037.000,.00,4037.000
06/02/2012 22,06/03/2012 02,.000,77727.756000,4037.000,.00,4037.000
06/02/2012 23,06/03/2012 03,.000,74625.508000,4206.000,.00,4206.000
06/02/2012 24,06/03/2012 04,.000,69382.227000,4041.000,.00,4041.000
06/03/2012 01,06/03/2012 05,.000,64600.427000,3649.900,.00,3649.900
06/03/2012 02,06/03/2012 06,.000,61043.936000,4119.000,.00,4119.000
06/03/2012 03,06/03/2012 07,.000,58964.633000,4172.000,.00,4172.000
06/03/2012 04,06/03/2012 08,.000,57762.599000,4316.000,.00,4316.000
06/03/2012 05,06/03/2012 09,.000,57150.580000,4172.000,.00,4172.000
06/03/2012 06,06/03/2012 10,.000,57151.551000,4328.200,.00,4328.200
06/03/2012 07,06/03/2012 11,.000,57122.027000,4332.100,.00,4332.100
06/03/2012 08,06/03/2012 12,.000,60198.087000,4254.000,.00,4254.000
06/03/2012 09,06/03/2012 13,.000,64864.177000,4500.100,.00,4500.100
06/03/2012 10,06/03/2012 14,.000,69134.790000,4500.200,.00,4500.200
06/03/2012 11,06/03/2012 15,.000,72378.593000,4924.000,.00,4924.000
06/03/2012 12,06/03/2012 16,.000,74857.010000,4637.500,.00,4637.500
06/03/2012 13,06/03/2012 17,.000,76849.270000,4551.700,.00,4551.700
06/03/2012 14,06/03/2012 18,.000,78092.641000,4596.900,.00,4596.900
06/03/2012 15,06/03/2012 19,.000,79048.633000,4489.300,.00,4489.300
06/03/2012 16,06/03/2012 20,.000,79922.765000,4377.000,.00,4377.000
06/03/2012 17,06/03/2012 21,.000,81631.336000,4375.000,.00,4375.000
06/03/2012 18,06/03/2012 22,.000,82928.777000,4203.200,.00,4203.200
06/03/2012 19,06/03/2012 23,.000,82728.135000,4073.800,.00,4073.800
06/03/2012 20,06/04/2012 00,.000,81746.479000,4122.500,.00,4122.500
06/03/2012 21,06/04/2012 01,.000,81581.125000,4071.300,.00,4071.300
06/03/2012 22,06/04/2012 02,.000,82243.527000,4170.100,.00,4170.100
06/03/2012 23,06/04/2012 03,.000,78080.888000,4133.700,.00,4133.700
06/03/2012 24,06/04/2012 04,.000,72354.629000,4218.800,.00,4218.800
06/04/2012 01,06/04/2012 05,.000,67172.158000,5408.100,.00,5408.100
06/04/2012 02,06/04/2012 06,.000,64170.661000,5216.000,.00,5216.000
06/04/2012 03,06/04/2012 07,.000,62380.695000,5554.400,.00,5554.400
06/04/2012 04,06/04/2012 08,.000,61579.092000,5408.000,.00,5408.000
06/04/2012 05,06/04/2012 09,.000,62503.826000,5544.000,.00,5544.000
06/04/2012 06,06/04/2012 10,.000,66110.182000,5226.400,.00,5226.400
06/04/2012 07,06/04/2012 11,.000,71961.424000,5736.200,.00,5736.200
06/04/2012 08,06/04/2012 12,.000,78462.211000,6201.400,.00,6201.400
06/04/2012 09,06/04/2012 13,.000,83034.971000,6211.500,.00,6211.500
06/04/2012 10,06/04/2012 14,.000,86292.068000,6218.200,.00,6218.200
06/04/2012 11,06/04/2012 15,.000,89132.068000,6201.700,.00,6201.700
06/04/2012 12,06/04/2012 16,.000,91037.882000,6201.800,.00,6201.800
06/04/2012 13,06/04/2012 17,.000,92175.857000,6202.000,.00,6202.000
06/04/2012 14,06/04/2012 18,.000,92972.393000,6202.100,.00,6202.100
06/04/2012 15,06/04/2012 19,.000,93523.257000,6202.200,.00,6202.200
06/04/2012 16,06/04/2012 20,.000,93444.682000,6259.100,.00,6259.100
06/04/2012 17,06/04/2012 21,.000,93533.668000,5727.600,.00,5727.600
06/04/2012 18,06/04/2012 22,.000,92888.513000,5728.100,.00,5728.100
06/04/2012 19,06/04/2012 23,.000,91096.771000,5728.500,.00,5728.500
06/04/2012 20,06/05/2012 00,.000,88683.550000,5784.100,.00,5784.100
06/04/2012 21,06/05/2012 01,.000,87921.903000,5592.100,.00,5592.100
06/04/2012 22,06/05/2012 02,.000,87216.173000,5544.500,.00,5544.500
06/04/2012 23,06/05/2012 03,.000,81649.432000,5216.300,.00,5216.300
06/04/2012 24,06/05/2012 04,.000,74394.451000,4799.100,.00,4799.100
06/05/2012 01,06/05/2012 05,.000,68645.942000,5092.700,.00,5092.700
06/05/2012 02,06/05/2012 06,.000,65073.541000,5242.700,.00,5242.700
06/05/2012 03,06/05/2012 07,.000,63067.900000,5020.400,.00,5020.400
06/05/2012 04,06/05/2012 08,.000,62188.933000,5265.600,.00,5265.600
06/05/2012 05,06/05/2012 09,.000,62636.994000,5579.600,.00,5579.600
06/05/2012 06,06/05/2012 10,.000,65917.411000,4951.500,.00,4951.500
06/05/2012 07,06/05/2012 11,.000,71491.207000,5472.600,.00,5472.600
06/05/2012 08,06/05/2012 12,.000,77285.998000,5682.700,.00,5682.700
06/05/2012 09,06/05/2012 13,.000,81109.299000,5682.800,.00,5682.800
06/05/2012 10,06/05/2012 14,.000,83644.323000,5816.100,.00,5816.100
06/05/2012 11,06/05/2012 15,.000,85726.463000,5773.400,.00,5773.400
06/05/2012 12,06/05/2012 16,.000,87032.888000,5848.600,.00,5848.600
06/05/2012 13,06/05/2012 17,.000,87708.779000,5816.800,.00,5816.800
06/05/2012 14,06/05/2012 18,.000,87963.947000,5816.900,.00,5816.900
06/05/2012 15,06/05/2012 19,.000,87938.037000,6029.600,.00,6029.600
06/05/2012 16,06/05/2012 20,.000,87384.055000,5982.000,.00,5982.000
06/05/2012 17,06/05/2012 21,.000,87099.185000,5596.900,.00,5596.900
06/05/2012 18,06/05/2012 22,.000,86530.642000,5554.600,.00,5554.600
06/05/2012 19,06/05/2012 23,.000,84979.665000,5341.700,.00,5341.700
06/05/2012 20,06/06/2012 00,.000,83727.289000,5208.600,.00,5208.600
06/05/2012 21,06/06/2012 01,.000,83974.715000,5390.400,.00,5390.400
06/05/2012 22,06/06/2012 02,.000,84124.047000,5267.300,.00,5267.300
06/05/2012 23,06/06/2012 03,.000,79093.212000,4869.600,.00,4869.600
06/05/2012 24,06/06/2012 04,.000,72558.328000,4866.400,.00,4866.400
06/06/2012 01,06/06/2012 05,.000,67366.807000,5455.500,.00,5455.500
06/06/2012 02,06/06/2012 06,.000,64063.665000,5035.500,.00,5035.500
06/06/2012 03,06/06/2012 07,.000,62188.183000,5335.500,.00,5335.500
06/06/2012 04,06/06/2012 08,.000,61481.848000,5131.600,.00,5131.600
06/06/2012 05,06/06/2012 09,.000,62189.014000,5125.500,.00,5125.500
06/06/2012 06,06/06/2012 10,.000,65362.633000,5563.500,.00,5563.500
06/06/2012 07,06/06/2012 11,.000,70986.980000,5875.500,.00,5875.500
06/06/2012 08,06/06/2012 12,.000,77030.307000,5995.500,.00,5995.500
06/06/2012 09,06/06/2012 13,.000,81065.491000,5855.500,.00,5855.500
06/06/2012 10,06/06/2012 14,.000,83921.526000,5945.500,.00,5945.500
06/06/2012 11,06/06/2012 15,.000,86242.067000,5855.500,.00,5855.500
06/06/2012 12,06/06/2012 16,.000,87931.244000,5855.500,.00,5855.500
06/06/2012 13,06/06/2012 17,.000,89178.277000,6115.500,.00,6115.500
06/06/2012 14,06/06/2012 18,.000,89960.776000,6025.500,.00,6025.500
06/06/2012 15,06/06/2012 19,.000,90318.337000,6025.500,.00,6025.500
06/06/2012 16,06/06/2012 20,.000,90488.815000,5855.500,.00,5855.500
06/06/2012 17,06/06/2012 21,.000,90824.896000,5380.500,.00,5380.500
06/06/2012 18,06/06/2012 22,.000,90759.268000,5380.500,.00,5380.500
06/06/2012 19,06/06/2012 23,.000,89359.267000,5380.500,.00,5380.500
06/06/2012 20,06/07/2012 00,.000,87580.752000,5617.300,.00,5617.300
06/06/2012 21,06/07/2012 01,.000,86893.626000,5325.500,.00,5325.500
06/06/2012 22,06/07/2012 02,.000,87031.397000,5358.500,.00,5358.500
06/06/2012 23,06/07/2012 03,.000,81800.126000,4910.500,.00,4910.500
06/06/2012 24,06/07/2012 04,.000,74626.545000,4933.000,.00,4933.000
06/07/2012 01,06/07/2012 05,.000,68916.658000,5555.300,.00,5555.300
06/07/2012 02,06/07/2012 06,.000,65270.398000,5987.300,.00,5987.300
06/07/2012 03,06/07/2012 07,.000,63132.090000,5313.300,.00,5313.300
06/07/2012 04,06/07/2012 08,.000,62293.292000,5313.300,.00,5313.300
06/07/2012 05,06/07/2012 09,.000,63007.841000,5761.300,.00,5761.300
06/07/2012 06,06/07/2012 10,.000,66151.710000,5536.300,.00,5536.300
06/07/2012 07,06/07/2012 11,.000,71394.652000,5646.300,.00,5646.300
06/07/2012 08,06/07/2012 12,.000,77859.145000,6103.300,.00,6103.300
06/07/2012 09,06/07/2012 13,.000,82394.420000,5916.300,.00,5916.300
06/07/2012 10,06/07/2012 14,.000,86101.958000,5916.300,.00,5916.300
06/07/2012 11,06/07/2012 15,.000,89505.799000,6187.300,.00,6187.300
06/07/2012 12,06/07/2012 16,.000,91876.999000,6082.300,.00,6082.300
06/07/2012 13,06/07/2012 17,.000,93747.413000,6164.300,.00,6164.300
06/07/2012 14,06/07/2012 18,.000,95567.606000,6082.300,.00,6082.300
06/07/2012 15,06/07/2012 19,.000,96865.586000,6082.300,.00,6082.300
06/07/2012 16,06/07/2012 20,.000,97530.618000,6162.600,.00,6162.600
06/07/2012 17,06/07/2012 21,.000,98087.858000,5657.300,.00,5657.300
06/07/2012 18,06/07/2012 22,.000,97780.651000,5712.300,.00,5712.300
06/07/2012 19,06/07/2012 23,.000,95666.005000,5607.300,.00,5607.300
06/07/2012 20,06/08/2012 00,.000,93301.237000,5607.300,.00,5607.300
06/07/2012 21,06/08/2012 01,.000,91775.347000,5415.300,.00,5415.300
06/07/2012 22,06/08/2012 02,.000,91172.055000,5431.000,.00,5431.000
06/07/2012 23,06/08/2012 03,.000,85535.658000,5331.300,.00,5331.300
06/07/2012 24,06/08/2012 04,.000,77792.338000,5464.300,.00,5464.300
06/08/2012 01,06/08/2012 05,.000,71530.597000,6105.900,.00,6105.900
06/08/2012 02,06/08/2012 06,.000,67385.359000,5912.900,.00,5912.900
06/08/2012 03,06/08/2012 07,.000,64943.415000,5777.900,.00,5777.900
06/08/2012 04,06/08/2012 08,.000,63570.902000,5777.900,.00,5777.900
06/08/2012 05,06/08/2012 09,.000,64039.462000,5777.900,.00,5777.900
06/08/2012 06,06/08/2012 10,.000,66955.349000,5778.900,.00,5778.900
06/08/2012 07,06/08/2012 11,.000,71970.885000,6543.100,.00,6543.100
06/08/2012 08,06/08/2012 12,.000,78637.804000,6569.900,.00,6569.900
