Preliminary Day-ahead Scheduling Reserve Summary
Month:,"March, 2009" ,Report Creation Timestamp (EPT):, 08/03/2012 10:28:28 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
03/08/2009 01,03/08/2009 06,.000,56190.603000,4037.000,.00,4037.000
03/08/2009 02,03/08/2009 07,.000,54037.179000,2573.600,.00,2573.600
03/08/2009 04,03/08/2009 08,.000,52658.406000,3966.000,.00,3966.000
03/08/2009 05,03/08/2009 09,.000,51978.746000,3968.500,.00,3968.500
03/08/2009 06,03/08/2009 10,.000,52379.781000,4034.300,.00,4034.300
03/08/2009 07,03/08/2009 11,.000,53667.994000,4032.900,.00,4032.900
03/08/2009 08,03/08/2009 12,.000,55710.475000,4024.300,.00,4024.300
03/08/2009 09,03/08/2009 13,.000,58293.305000,3968.600,.00,3968.600
03/08/2009 10,03/08/2009 14,.000,61478.873000,3930.300,.00,3930.300
03/08/2009 11,03/08/2009 15,.000,63276.665000,3917.700,.00,3917.700
03/08/2009 12,03/08/2009 16,.030,64622.162000,3912.900,117.42,3912.900
03/08/2009 13,03/08/2009 17,.030,65494.242000,3913.000,117.41,3913.000
03/08/2009 14,03/08/2009 18,.030,65829.011000,3913.000,117.41,3913.000
03/08/2009 15,03/08/2009 19,.030,65462.725000,3913.000,117.41,3913.000
03/08/2009 16,03/08/2009 20,.000,64820.410000,3915.200,.00,3915.200
03/08/2009 17,03/08/2009 21,.030,65140.739000,3913.000,117.40,3913.000
03/08/2009 18,03/08/2009 22,.050,65889.843000,3913.400,195.79,3913.400
03/08/2009 19,03/08/2009 23,.050,67322.716000,3922.700,196.24,3922.700
03/08/2009 20,03/09/2009 00,.100,70950.976000,3920.300,392.03,3920.300
03/08/2009 21,03/09/2009 01,.050,72443.060000,3922.300,196.20,3922.300
03/08/2009 22,03/09/2009 02,.050,70147.614000,3912.500,195.68,3912.500
03/08/2009 23,03/09/2009 03,.030,66171.246000,3912.300,117.39,3912.300
03/08/2009 24,03/09/2009 04,.000,61489.032000,3973.100,.00,3973.100
03/09/2009 01,03/09/2009 05,.000,57718.182000,4592.700,.00,4592.700
03/09/2009 02,03/09/2009 06,.000,55642.179000,4595.700,.00,4595.700
03/09/2009 03,03/09/2009 07,.000,54505.466000,4556.800,.00,4556.800
03/09/2009 04,03/09/2009 08,.000,54360.879000,4580.200,.00,4580.200
03/09/2009 05,03/09/2009 09,.000,55616.680000,4573.500,.00,4573.500
03/09/2009 06,03/09/2009 10,.000,59663.805000,4599.700,.00,4599.700
03/09/2009 07,03/09/2009 11,.000,67969.108000,4508.700,.00,4508.700
03/09/2009 08,03/09/2009 12,.050,74778.173000,4418.900,221.01,4418.900
03/09/2009 09,03/09/2009 13,.000,76237.329000,4336.300,.00,4336.300
03/09/2009 10,03/09/2009 14,.000,76535.815000,4447.300,.00,4447.300
03/09/2009 11,03/09/2009 15,.000,77267.656000,4439.800,.00,4439.800
03/09/2009 12,03/09/2009 16,.000,77286.207000,4440.500,.00,4440.500
03/09/2009 13,03/09/2009 17,.000,76732.494000,4439.100,.00,4439.100
03/09/2009 14,03/09/2009 18,.000,76169.580000,4441.800,.00,4441.800
03/09/2009 15,03/09/2009 19,.000,75191.295000,4440.800,.00,4440.800
03/09/2009 16,03/09/2009 20,.000,74286.271000,4414.600,.00,4414.600
03/09/2009 17,03/09/2009 21,.000,73984.948000,4408.600,.00,4408.600
03/09/2009 18,03/09/2009 22,.000,74152.885000,4409.700,.00,4409.700
03/09/2009 19,03/09/2009 23,.000,74960.836000,4384.700,.00,4384.700
03/09/2009 20,03/10/2009 00,.050,78502.536000,4381.800,219.14,4381.800
03/09/2009 21,03/10/2009 01,.050,80074.125000,4378.800,219.00,4378.800
03/09/2009 22,03/10/2009 02,.000,77126.547000,4388.100,.00,4388.100
03/09/2009 23,03/10/2009 03,.000,72273.482000,4407.200,.00,4407.200
03/09/2009 24,03/10/2009 04,.000,66735.251000,4508.000,.00,4508.000
03/10/2009 01,03/10/2009 05,.000,62521.382000,4801.500,.00,4801.500
03/10/2009 02,03/10/2009 06,.000,60322.573000,4818.500,.00,4818.500
03/10/2009 03,03/10/2009 07,.000,59437.666000,4821.700,.00,4821.700
03/10/2009 04,03/10/2009 08,.000,59319.898000,4820.200,.00,4820.200
