Preliminary Day-ahead Scheduling Reserve Summary
Month:,"December, 2010" ,Report Creation Timestamp (EPT):, 02/02/2012 11:57:28 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
12/31/2010 19,01/01/2011 00,.050,82475.311000,5285.700,264.35,5285.700
12/31/2010 20,01/01/2011 01,.030,80505.793000,5498.200,164.97,5498.200
12/31/2010 21,01/01/2011 02,.020,78129.399000,5514.300,110.29,5514.300
12/31/2010 22,01/01/2011 03,.020,75539.065000,5468.400,109.37,5468.400
12/31/2010 23,01/01/2011 04,.020,72851.264000,5422.600,108.46,5422.600
12/31/2010 24,01/01/2011 05,.000,70146.208000,5293.000,.00,5293.000
12/01/2010 01,12/01/2010 06,.000,63615.037000,5479.000,.00,5479.000
12/01/2010 02,12/01/2010 07,.000,61353.077000,5484.600,.00,5484.600
12/01/2010 03,12/01/2010 08,.000,60245.292000,5530.300,.00,5530.300
12/01/2010 04,12/01/2010 09,.000,59903.066000,5472.600,.00,5472.600
12/01/2010 05,12/01/2010 10,.000,61244.086000,5397.000,.00,5397.000
12/01/2010 06,12/01/2010 11,.000,65538.421000,5481.100,.00,5481.100
12/01/2010 07,12/01/2010 12,.000,73683.920000,5453.300,.00,5453.300
12/01/2010 08,12/01/2010 13,.000,79411.291000,5226.600,.00,5226.600
12/01/2010 09,12/01/2010 14,.000,80782.974000,5409.200,.00,5409.200
12/01/2010 10,12/01/2010 15,.000,81428.088000,5355.200,.00,5355.200
12/01/2010 11,12/01/2010 16,.000,82337.054000,5488.300,.00,5488.300
12/01/2010 12,12/01/2010 17,.000,82621.319000,5494.700,.00,5494.700
12/01/2010 13,12/01/2010 18,.000,82473.099000,5452.800,.00,5452.800
12/01/2010 14,12/01/2010 19,.000,82523.899000,5454.900,.00,5454.900
12/01/2010 15,12/01/2010 20,.000,82365.633000,5424.200,.00,5424.200
12/01/2010 16,12/01/2010 21,.000,82650.131000,5420.200,.00,5420.200
12/01/2010 17,12/01/2010 22,.000,85786.022000,5416.300,.00,5416.300
12/01/2010 18,12/01/2010 23,.020,92112.437000,5386.400,107.73,5386.400
12/01/2010 19,12/02/2010 00,.020,93326.031000,5450.400,109.02,5450.400
12/01/2010 20,12/02/2010 01,.020,92638.649000,5450.500,109.01,5450.500
12/01/2010 21,12/02/2010 02,.010,91373.484000,5342.700,53.44,5342.700
12/01/2010 22,12/02/2010 03,.000,88304.355000,5288.400,.00,5288.400
12/01/2010 23,12/02/2010 04,.000,83120.170000,5282.300,.00,5282.300
12/01/2010 24,12/02/2010 05,.000,77486.594000,5398.400,.00,5398.400
12/02/2010 01,12/02/2010 06,.000,73480.417000,4810.100,.00,4810.100
12/02/2010 02,12/02/2010 07,.000,71215.722000,4897.300,.00,4897.300
12/02/2010 03,12/02/2010 08,.000,70326.182000,4838.600,.00,4838.600
12/02/2010 04,12/02/2010 09,.000,70560.146000,4930.100,.00,4930.100
12/02/2010 05,12/02/2010 10,.000,72431.537000,4811.600,.00,4811.600
12/02/2010 06,12/02/2010 11,.000,77607.062000,4939.600,.00,4939.600
12/02/2010 07,12/02/2010 12,.010,85829.901000,5154.400,51.58,5154.400
12/02/2010 08,12/02/2010 13,.020,90495.069000,5143.600,102.88,5143.600
12/02/2010 09,12/02/2010 14,.020,90013.813000,5155.300,103.10,5155.300
12/02/2010 10,12/02/2010 15,.010,88660.437000,5189.800,51.92,5189.800
12/02/2010 11,12/02/2010 16,.010,87700.910000,5023.700,50.27,5023.700
12/02/2010 12,12/02/2010 17,.000,86689.909000,4698.100,.00,4698.100
12/02/2010 13,12/02/2010 18,.000,85571.897000,4884.100,.00,4884.100
12/02/2010 14,12/02/2010 19,.000,84630.758000,4849.700,.00,4849.700
12/02/2010 15,12/02/2010 20,.000,84012.584000,5033.900,.00,5033.900
12/02/2010 16,12/02/2010 21,.000,84288.621000,5144.600,.00,5144.600
12/02/2010 17,12/02/2010 22,.000,87588.835000,5041.600,.00,5041.600
12/02/2010 18,12/02/2010 23,.040,93994.650000,4707.600,188.30,4707.600
12/02/2010 19,12/03/2010 00,.040,95120.217000,4707.900,188.35,4707.900
12/02/2010 20,12/03/2010 01,.040,94193.833000,4705.500,188.24,4705.500
12/02/2010 21,12/03/2010 02,.020,92592.319000,4491.300,89.83,4491.300
12/02/2010 22,12/03/2010 03,.010,89157.344000,4475.700,44.77,4475.700
12/02/2010 23,12/03/2010 04,.000,83661.018000,4546.600,.00,4546.600
12/02/2010 24,12/03/2010 05,.000,77513.811000,4645.400,.00,4645.400
12/03/2010 01,12/03/2010 06,.000,73180.828000,5725.900,.00,5725.900
12/03/2010 02,12/03/2010 07,.000,70810.978000,5743.100,.00,5743.100
12/03/2010 03,12/03/2010 08,.000,69675.118000,5717.600,.00,5717.600
12/03/2010 04,12/03/2010 09,.000,69669.369000,5710.000,.00,5710.000
12/03/2010 05,12/03/2010 10,.000,71242.818000,5754.700,.00,5754.700
12/03/2010 06,12/03/2010 11,.000,76225.606000,5603.900,.00,5603.900
12/03/2010 07,12/03/2010 12,.020,84419.933000,5926.800,118.52,5926.800
12/03/2010 08,12/03/2010 13,.020,89221.711000,5926.700,118.54,5926.700
12/03/2010 09,12/03/2010 14,.020,89044.977000,5831.800,116.64,5831.800
12/03/2010 10,12/03/2010 15,.020,87939.317000,5709.300,114.20,5709.300
12/03/2010 11,12/03/2010 16,.000,86641.437000,5507.000,.00,5507.000
12/03/2010 12,12/03/2010 17,.000,85348.946000,5708.700,.00,5708.700
12/03/2010 13,12/03/2010 18,.000,84287.603000,5692.000,.00,5692.000
12/03/2010 14,12/03/2010 19,.000,83979.521000,5764.300,.00,5764.300
12/03/2010 15,12/03/2010 20,.000,83447.719000,5782.100,.00,5782.100
12/03/2010 16,12/03/2010 21,.000,83677.177000,5805.700,.00,5805.700
12/03/2010 17,12/03/2010 22,.000,86601.336000,5685.800,.00,5685.800
12/03/2010 18,12/03/2010 23,.020,92432.011000,5808.000,116.17,5808.000
12/03/2010 19,12/04/2010 00,.020,92666.316000,5915.000,118.31,5915.000
12/03/2010 20,12/04/2010 01,.020,91317.945000,5820.300,116.41,5820.300
12/03/2010 21,12/04/2010 02,.020,89789.300000,5720.100,114.42,5720.100
12/03/2010 22,12/04/2010 03,.010,87473.795000,5512.800,55.16,5512.800
12/03/2010 23,12/04/2010 04,.010,83429.128000,5491.200,54.92,5491.200
12/03/2010 24,12/04/2010 05,.000,78363.078000,5637.600,.00,5637.600
12/04/2010 01,12/04/2010 06,.010,74244.599000,5285.700,52.87,5285.700
12/04/2010 02,12/04/2010 07,.010,71881.972000,5385.200,53.89,5385.200
12/04/2010 03,12/04/2010 08,.010,70774.138000,5414.400,54.16,5414.400
12/04/2010 04,12/04/2010 09,.010,70545.247000,5324.300,53.30,5324.300
12/04/2010 05,12/04/2010 10,.010,71295.517000,5381.500,53.81,5381.500
12/04/2010 06,12/04/2010 11,.010,73334.816000,5253.200,52.58,5253.200
12/04/2010 07,12/04/2010 12,.010,76723.718000,5244.100,52.49,5244.100
12/04/2010 08,12/04/2010 13,.020,79997.255000,5174.300,103.49,5174.300
12/04/2010 09,12/04/2010 14,.040,82113.177000,5147.300,205.92,5147.300
12/04/2010 10,12/04/2010 15,.040,82942.278000,4989.300,199.61,4989.300
12/04/2010 11,12/04/2010 16,.020,82529.525000,4978.000,99.59,4978.000
12/04/2010 12,12/04/2010 17,.020,81762.608000,5224.200,104.49,5224.200
12/04/2010 13,12/04/2010 18,.010,80466.701000,5261.400,52.65,5261.400
12/04/2010 14,12/04/2010 19,.010,79435.453000,5404.500,54.10,5404.500
12/04/2010 15,12/04/2010 20,.010,78758.805000,5411.300,54.13,5411.300
12/04/2010 16,12/04/2010 21,.010,79323.444000,5411.000,54.10,5411.000
12/04/2010 17,12/04/2010 22,.010,82627.434000,5411.000,54.14,5411.000
12/04/2010 18,12/04/2010 23,.040,88447.714000,5281.900,211.31,5281.900
12/04/2010 19,12/05/2010 00,.050,89315.863000,5231.300,261.71,5231.300
12/04/2010 20,12/05/2010 01,.040,88094.269000,5359.400,214.41,5359.400
12/04/2010 21,12/05/2010 02,.020,86747.836000,5410.900,108.22,5410.900
12/04/2010 22,12/05/2010 03,.020,84531.969000,5406.200,108.14,5406.200
12/04/2010 23,12/05/2010 04,.010,80839.620000,5411.400,54.12,5411.400
12/04/2010 24,12/05/2010 05,.000,76677.537000,5456.900,.00,5456.900
12/05/2010 01,12/05/2010 06,.010,72862.594000,5497.400,55.03,5497.400
