Preliminary Day-ahead Scheduling Reserve Summary
Month:,"May, 2010" ,Report Creation Timestamp (EPT):, 03/25/2013 12:57:13 PM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
05/09/2010 19,05/09/2010 23,.010,61328.074000,3688.600,36.89,3688.600
05/09/2010 20,05/10/2010 00,.010,62445.946000,3596.800,35.97,3596.800
05/09/2010 21,05/10/2010 01,.040,65962.128000,3695.400,147.80,3695.400
05/09/2010 22,05/10/2010 02,.010,67295.322000,3690.500,36.91,3690.500
05/09/2010 23,05/10/2010 03,.000,63883.857000,3664.400,.00,3664.400
05/09/2010 24,05/10/2010 04,.000,60326.893000,3722.700,.00,3722.700
05/10/2010 01,05/10/2010 05,.000,56348.482000,4192.600,.00,4192.600
05/10/2010 02,05/10/2010 06,.000,54575.496000,4319.400,.00,4319.400
05/10/2010 03,05/10/2010 07,.000,53981.049000,4358.200,.00,4358.200
05/10/2010 04,05/10/2010 08,.000,54042.566000,4192.600,.00,4192.600
05/10/2010 05,05/10/2010 09,.000,55654.674000,4302.600,.00,4302.600
05/10/2010 06,05/10/2010 10,.000,60259.492000,4332.600,.00,4332.600
05/10/2010 07,05/10/2010 11,.000,67183.102000,5076.600,.00,5076.600
05/10/2010 08,05/10/2010 12,.000,72028.255000,5075.400,.00,5075.400
05/10/2010 09,05/10/2010 13,.000,73525.002000,5056.900,.00,5056.900
05/10/2010 10,05/10/2010 14,.010,74005.253000,5015.700,50.20,5015.700
05/10/2010 11,05/10/2010 15,.000,74282.120000,5065.500,.00,5065.500
05/10/2010 12,05/10/2010 16,.000,74452.626000,5075.600,.00,5075.600
05/10/2010 13,05/10/2010 17,.000,74189.622000,5059.800,.00,5059.800
05/10/2010 14,05/10/2010 18,.000,73889.748000,5076.600,.00,5076.600
05/10/2010 15,05/10/2010 19,.000,73172.580000,5076.600,.00,5076.600
05/10/2010 16,05/10/2010 20,.000,72547.445000,5082.600,.00,5082.600
05/10/2010 17,05/10/2010 21,.000,72256.092000,4769.600,.00,4769.600
05/10/2010 18,05/10/2010 22,.000,71913.088000,4769.600,.00,4769.600
05/10/2010 19,05/10/2010 23,.000,71211.256000,4416.500,.00,4416.500
05/10/2010 20,05/11/2010 00,.000,71256.646000,4377.000,.00,4377.000
