Preliminary Day-ahead Scheduling Reserve Summary
Month:,"June, 2011" ,Report Creation Timestamp (EPT):, 03/05/2013 11:09:25 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
06/06/2011 02,06/06/2011 06,.000,67287.273000,6518.400,.00,6518.400
06/06/2011 03,06/06/2011 07,.000,64934.742000,6574.100,.00,6574.100
06/06/2011 04,06/06/2011 08,.000,63832.891000,6468.000,.00,6468.000
06/06/2011 05,06/06/2011 09,.000,64385.761000,6565.500,.00,6565.500
06/06/2011 06,06/06/2011 10,.000,67589.771000,6511.500,.00,6511.500
06/06/2011 07,06/06/2011 11,.010,73609.744000,6458.002,64.61,6458.002
06/06/2011 08,06/06/2011 12,.010,81224.836000,6506.400,65.13,6506.400
06/06/2011 09,06/06/2011 13,.010,87320.008000,6470.600,64.73,6470.600
06/06/2011 10,06/06/2011 14,.010,92551.782000,6293.300,63.00,6293.300
06/06/2011 11,06/06/2011 15,.020,97374.110000,6277.000,125.57,6277.000
06/06/2011 12,06/06/2011 16,.020,101499.607000,6290.900,125.84,6290.900
06/06/2011 13,06/06/2011 17,.020,105117.208000,6390.100,127.83,6390.100
06/06/2011 14,06/06/2011 18,.040,108815.491000,6332.900,253.31,6332.900
06/06/2011 15,06/06/2011 19,.050,111858.665000,6242.600,312.25,6242.600
06/06/2011 16,06/06/2011 20,.750,114529.814000,6315.700,4736.83,6315.700
06/06/2011 17,06/06/2011 21,.500,116795.992000,6320.800,3160.40,6320.800
06/06/2011 18,06/06/2011 22,.080,117390.192000,6321.800,505.70,6321.800
06/06/2011 19,06/06/2011 23,.040,114941.492000,6272.200,250.85,6272.200
06/06/2011 20,06/07/2011 00,.020,111904.882000,6323.000,126.47,6323.000
06/06/2011 21,06/07/2011 01,.020,109497.904000,5982.500,119.66,5982.500
06/06/2011 22,06/07/2011 02,.010,107651.958000,5876.500,58.81,5876.500
06/06/2011 23,06/07/2011 03,.010,100159.152000,5731.800,57.34,5731.800
06/06/2011 24,06/07/2011 04,.000,90260.925000,5789.000,.00,5789.000
06/07/2011 01,06/07/2011 05,.010,81550.622000,7488.800,74.94,7488.800
06/07/2011 02,06/07/2011 06,.000,76282.382000,7640.200,.00,7640.200
06/07/2011 03,06/07/2011 07,.000,72995.773000,7524.700,.00,7524.700
06/07/2011 04,06/07/2011 08,.000,71332.533000,7586.400,.00,7586.400
06/07/2011 05,06/07/2011 09,.000,71396.648000,7678.400,.00,7678.400
06/07/2011 06,06/07/2011 10,.000,74435.424000,7754.200,.00,7754.200
06/07/2011 07,06/07/2011 11,.000,80502.679000,7705.500,.00,7705.500
06/07/2011 08,06/07/2011 12,.010,88030.218000,7599.100,76.01,7599.100
06/07/2011 09,06/07/2011 13,.020,94234.068000,7404.700,148.09,7404.700
06/07/2011 10,06/07/2011 14,.020,99780.164000,7451.100,149.03,7451.100
06/07/2011 11,06/07/2011 15,.040,105425.225000,7614.400,304.57,7614.400
06/07/2011 12,06/07/2011 16,.040,110221.641000,7577.500,303.10,7577.500
06/07/2011 13,06/07/2011 17,.040,114356.443000,7505.100,300.16,7505.100
06/07/2011 14,06/07/2011 18,5.000,117715.306000,7407.800,37039.00,7407.800
06/07/2011 15,06/07/2011 19,10.000,120109.542000,7103.800,71038.00,7103.800
06/07/2011 16,06/07/2011 20,12.000,122055.900000,7082.599,84991.21,7082.599
06/07/2011 17,06/07/2011 21,12.000,123663.171000,7086.399,85036.81,7086.399
06/07/2011 18,06/07/2011 22,10.000,123864.863000,6715.599,67155.99,6715.599
06/07/2011 19,06/07/2011 23,2.000,121833.391000,6959.099,13918.19,6959.099
06/07/2011 20,06/08/2011 00,.250,118431.561000,6806.300,1701.66,6806.300
06/07/2011 21,06/08/2011 01,.040,115889.538000,6871.500,274.86,6871.500
06/07/2011 22,06/08/2011 02,.040,113965.448000,6895.000,275.80,6895.000
06/07/2011 23,06/08/2011 03,.040,105884.654000,6896.200,275.80,6896.200
06/07/2011 24,06/08/2011 04,.010,95850.817000,6699.200,67.02,6699.200
06/08/2011 01,06/08/2011 05,.020,87416.462000,7130.600,142.65,7130.600
06/08/2011 02,06/08/2011 06,.010,81764.560000,7345.099,73.44,7345.099
06/08/2011 03,06/08/2011 07,.010,77989.785000,7326.300,73.30,7326.300
06/08/2011 04,06/08/2011 08,.010,75850.715000,7306.501,73.10,7306.501
06/08/2011 05,06/08/2011 09,.010,75723.417000,7300.901,73.06,7300.901
06/08/2011 06,06/08/2011 10,.010,78702.077000,7306.399,73.09,7306.399
06/08/2011 07,06/08/2011 11,.010,84583.026000,7166.502,71.68,7166.502
06/08/2011 08,06/08/2011 12,.050,92625.265000,6923.300,346.32,6923.300
06/08/2011 09,06/08/2011 13,.040,100128.770000,7245.800,289.81,7245.800
06/08/2011 10,06/08/2011 14,.040,107792.859000,7363.700,294.50,7363.700
06/08/2011 11,06/08/2011 15,.040,115180.969000,7226.500,289.05,7226.500
06/08/2011 12,06/08/2011 16,1.000,122346.808000,7439.499,7439.49,7439.499
06/08/2011 13,06/08/2011 17,20.000,128434.646000,7594.300,151885.99,7594.300
06/08/2011 14,06/08/2011 18,90.160,133006.766000,7660.800,690697.74,7660.800
06/08/2011 15,06/08/2011 19,139.930,136722.306000,7751.100,1084611.51,7751.100
06/08/2011 16,06/08/2011 20,163.730,139285.730000,7611.899,1246296.45,7611.899
06/08/2011 17,06/08/2011 21,193.970,141073.650000,7698.599,1493297.52,7698.599
06/08/2011 18,06/08/2011 22,145.590,141001.064000,7473.099,1088008.74,7473.099
06/08/2011 19,06/08/2011 23,55.730,139226.220000,7406.199,412747.61,7406.199
06/08/2011 20,06/09/2011 00,10.000,135246.301000,7340.699,73406.99,7340.699
06/08/2011 21,06/09/2011 01,3.260,131171.608000,7371.900,24032.45,7371.900
06/08/2011 22,06/09/2011 02,.080,128547.519000,6990.400,559.24,6990.400
06/08/2011 23,06/09/2011 03,.040,119470.817000,6894.800,275.74,6894.800
06/08/2011 24,06/09/2011 04,.020,108574.385000,6733.600,134.69,6733.600
06/09/2011 01,06/09/2011 05,.020,97683.735000,7563.200,151.27,7563.200
06/09/2011 02,06/09/2011 06,.010,90775.733000,7854.800,78.62,7854.800
06/09/2011 03,06/09/2011 07,.010,86346.620000,7842.800,78.52,7842.800
06/09/2011 04,06/09/2011 08,.000,83619.242000,7783.500,.00,7783.500
06/09/2011 05,06/09/2011 09,.000,82791.799000,7665.900,.00,7665.900
06/09/2011 06,06/09/2011 10,.010,85174.428000,7677.200,76.83,7677.200
06/09/2011 07,06/09/2011 11,.010,90707.705000,7561.800,75.74,7561.800
06/09/2011 08,06/09/2011 12,.040,98284.865000,7720.100,308.80,7720.100
06/09/2011 09,06/09/2011 13,.040,105378.218000,7890.700,315.64,7890.700
06/09/2011 10,06/09/2011 14,.040,112049.523000,7929.400,317.17,7929.400
06/09/2011 11,06/09/2011 15,.040,118345.047000,7737.000,309.48,7737.000
06/09/2011 12,06/09/2011 16,1.000,123905.949000,7340.901,7340.91,7340.901
06/09/2011 13,06/09/2011 17,5.000,127933.528000,7330.400,36652.01,7330.400
06/09/2011 14,06/09/2011 18,12.000,130988.512000,7233.000,86796.01,7233.000
06/09/2011 15,06/09/2011 19,53.330,132425.348000,7241.600,386194.62,7241.600
06/09/2011 16,06/09/2011 20,76.660,132439.535000,7206.199,552427.25,7206.199
06/09/2011 17,06/09/2011 21,81.200,132013.534000,7258.399,589382.08,7258.399
06/09/2011 18,06/09/2011 22,27.870,130035.239000,7048.599,196444.55,7048.599
06/09/2011 19,06/09/2011 23,4.000,126186.115000,7178.799,28715.21,7178.799
06/09/2011 20,06/10/2011 00,1.000,121083.166000,7356.300,7356.29,7356.300
06/09/2011 21,06/10/2011 01,.250,115993.889000,7493.000,1873.34,7493.000
06/09/2011 22,06/10/2011 02,.040,111921.013000,7322.500,292.90,7322.500
06/09/2011 23,06/10/2011 03,.040,103684.648000,7157.000,286.30,7157.000
06/09/2011 24,06/10/2011 04,.020,93950.810000,7280.300,145.61,7280.300
06/10/2011 01,06/10/2011 05,.020,86006.693000,7695.500,153.89,7695.500
06/10/2011 02,06/10/2011 06,.000,80262.850000,7947.700,.00,7947.700
06/10/2011 03,06/10/2011 07,.000,76599.007000,7997.600,.00,7997.600
06/10/2011 04,06/10/2011 08,.000,74526.111000,7852.100,.00,7852.100
06/10/2011 05,06/10/2011 09,.000,74201.073000,7928.900,.00,7928.900
06/10/2011 06,06/10/2011 10,.000,76657.575000,7548.200,.00,7548.200
06/10/2011 07,06/10/2011 11,.000,81583.049000,7367.900,.00,7367.900
06/10/2011 08,06/10/2011 12,.040,88617.403000,7820.800,312.84,7820.800
06/10/2011 09,06/10/2011 13,.020,94567.076000,7744.800,154.90,7744.800
06/10/2011 10,06/10/2011 14,.020,99915.065000,7790.700,155.82,7790.700
06/10/2011 11,06/10/2011 15,.020,104903.666000,7812.500,156.25,7812.500
06/10/2011 12,06/10/2011 16,.020,109030.835000,7903.700,158.07,7903.700
