Preliminary Day-ahead Scheduling Reserve Summary
Month:,"December, 2011" ,Report Creation Timestamp (EPT):, 06/06/2012 10:35:45 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
12/31/2011 19,01/01/2012 00,.000,85958.252000,4430.000,.00,4430.000
12/31/2011 20,01/01/2012 01,.000,84071.834000,4440.400,.00,4440.400
12/31/2011 21,01/01/2012 02,.000,81658.021000,4565.400,.00,4565.400
12/31/2011 22,01/01/2012 03,.000,78936.053000,4515.800,.00,4515.800
12/31/2011 23,01/01/2012 04,.000,76373.257000,4440.400,.00,4440.400
12/31/2011 24,01/01/2012 05,.000,73581.483000,4589.700,.00,4589.700
12/01/2011 01,12/01/2011 06,.000,77340.321000,5434.600,.00,5434.600
12/01/2011 02,12/01/2011 07,.000,75182.107000,5436.500,.00,5436.500
12/01/2011 03,12/01/2011 08,.000,74438.723000,5393.100,.00,5393.100
12/01/2011 04,12/01/2011 09,.000,74669.218000,5449.100,.00,5449.100
12/01/2011 05,12/01/2011 10,.000,76597.825000,5441.100,.00,5441.100
12/01/2011 06,12/01/2011 11,.000,82033.908000,5454.200,.00,5454.200
12/01/2011 07,12/01/2011 12,.000,90919.916000,6359.400,.00,6359.400
12/01/2011 08,12/01/2011 13,.000,95514.234000,6449.400,.00,6449.400
12/01/2011 09,12/01/2011 14,.000,94385.513000,6449.000,.00,6449.000
12/01/2011 10,12/01/2011 15,.000,92538.466000,6454.100,.00,6454.100
12/01/2011 11,12/01/2011 16,.000,90762.375000,6455.800,.00,6455.800
12/01/2011 12,12/01/2011 17,.000,88874.160000,6403.100,.00,6403.100
12/01/2011 13,12/01/2011 18,.000,87219.496000,6454.000,.00,6454.000
12/01/2011 14,12/01/2011 19,.000,86000.019000,6460.500,.00,6460.500
12/01/2011 15,12/01/2011 20,.000,84760.376000,6450.400,.00,6450.400
12/01/2011 16,12/01/2011 21,.000,84474.601000,6460.600,.00,6460.600
12/01/2011 17,12/01/2011 22,.000,87505.566000,5880.800,.00,5880.800
12/01/2011 18,12/01/2011 23,.000,95515.791000,5800.100,.00,5800.100
12/01/2011 19,12/02/2011 00,.010,97968.648000,4882.200,48.81,4882.200
12/01/2011 20,12/02/2011 01,.000,97981.289000,4894.200,.00,4894.200
12/01/2011 21,12/02/2011 02,.000,96999.981000,4976.500,.00,4976.500
12/01/2011 22,12/02/2011 03,.000,94099.199000,4996.800,.00,4996.800
12/01/2011 23,12/02/2011 04,.000,88790.568000,4931.800,.00,4931.800
12/01/2011 24,12/02/2011 05,.000,82817.459000,5141.600,.00,5141.600
12/02/2011 01,12/02/2011 06,.000,78663.113000,5383.500,.00,5383.500
12/02/2011 02,12/02/2011 07,.000,76651.070000,5399.800,.00,5399.800
12/02/2011 03,12/02/2011 08,.000,75998.591000,5402.100,.00,5402.100
12/02/2011 04,12/02/2011 09,.000,76221.050000,5412.100,.00,5412.100
12/02/2011 05,12/02/2011 10,.000,78146.486000,5404.500,.00,5404.500
12/02/2011 06,12/02/2011 11,.000,83666.315000,5380.900,.00,5380.900
12/02/2011 07,12/02/2011 12,.000,92510.815000,6196.600,.00,6196.600
12/02/2011 08,12/02/2011 13,.010,97106.476000,6191.100,61.94,6191.100
12/02/2011 09,12/02/2011 14,.000,95865.074000,6279.200,.00,6279.200
12/02/2011 10,12/02/2011 15,.000,93430.649000,6250.900,.00,6250.900
12/02/2011 11,12/02/2011 16,.000,91029.225000,6136.700,.00,6136.700
12/02/2011 12,12/02/2011 17,.000,88790.126000,6197.700,.00,6197.700
12/02/2011 13,12/02/2011 18,.000,86865.365000,6251.500,.00,6251.500
12/02/2011 14,12/02/2011 19,.000,85637.312000,6194.700,.00,6194.700
12/02/2011 15,12/02/2011 20,.000,84545.786000,6083.900,.00,6083.900
12/02/2011 16,12/02/2011 21,.000,84261.433000,6218.400,.00,6218.400
12/02/2011 17,12/02/2011 22,.000,86801.753000,6262.700,.00,6262.700
12/02/2011 18,12/02/2011 23,.000,93688.628000,5690.800,.00,5690.800
12/02/2011 19,12/03/2011 00,.000,94839.711000,4737.400,.00,4737.400
12/02/2011 20,12/03/2011 01,.000,93769.142000,4724.600,.00,4724.600
12/02/2011 21,12/03/2011 02,.000,92507.694000,4822.200,.00,4822.200
12/02/2011 22,12/03/2011 03,.000,90045.330000,4744.300,.00,4744.300
12/02/2011 23,12/03/2011 04,.000,86113.887000,4848.700,.00,4848.700
