Preliminary Day-ahead Scheduling Reserve Summary
Month:,"October, 2012" ,Report Creation Timestamp (EPT):, 03/05/2013 12:55:58 PM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
10/01/2012 01,10/01/2012 05,.000,61828.863000,4645.700,.00,4645.700
10/01/2012 02,10/01/2012 06,.000,59638.714000,4601.400,.00,4601.400
10/01/2012 03,10/01/2012 07,.000,58525.527000,4531.700,.00,4531.700
10/01/2012 04,10/01/2012 08,.000,58485.058000,4635.700,.00,4635.700
10/01/2012 05,10/01/2012 09,.000,59576.421000,4981.700,.00,4981.700
10/01/2012 06,10/01/2012 10,.000,64082.605000,5082.100,.00,5082.100
10/01/2012 07,10/01/2012 11,.000,72728.595000,5266.200,.00,5266.200
10/01/2012 08,10/01/2012 12,.000,78035.821000,5590.800,.00,5590.800
10/01/2012 09,10/01/2012 13,.000,79562.359000,5621.600,.00,5621.600
10/01/2012 10,10/01/2012 14,.000,80802.381000,5521.700,.00,5521.700
10/01/2012 11,10/01/2012 15,.000,82278.102000,5720.800,.00,5720.800
10/01/2012 12,10/01/2012 16,.000,83122.232000,5580.900,.00,5580.900
10/01/2012 13,10/01/2012 17,.000,83593.528000,5664.600,.00,5664.600
10/01/2012 14,10/01/2012 18,.000,83922.714000,4875.200,.00,4875.200
10/01/2012 15,10/01/2012 19,.000,83849.251000,5289.500,.00,5289.500
10/01/2012 16,10/01/2012 20,.000,83344.863000,5397.200,.00,5397.200
10/01/2012 17,10/01/2012 21,.000,83146.462000,4564.300,.00,4564.300
10/01/2012 18,10/01/2012 22,.000,83380.762000,4841.100,.00,4841.100
10/01/2012 19,10/01/2012 23,.000,84367.426000,4955.100,.00,4955.100
10/01/2012 20,10/02/2012 00,.000,87589.896000,4531.100,.00,4531.100
10/01/2012 21,10/02/2012 01,.000,86703.314000,4346.900,.00,4346.900
10/01/2012 22,10/02/2012 02,.000,82418.083000,4702.100,.00,4702.100
10/01/2012 23,10/02/2012 03,.000,76242.196000,4672.200,.00,4672.200
10/01/2012 24,10/02/2012 04,.000,70214.511000,4749.200,.00,4749.200
10/02/2012 01,10/02/2012 05,.000,65634.141000,5479.700,.00,5479.700
10/02/2012 02,10/02/2012 06,.000,62849.290000,5628.500,.00,5628.500
10/02/2012 03,10/02/2012 07,.000,61476.796000,5628.500,.00,5628.500
10/02/2012 04,10/02/2012 08,.000,61141.779000,5611.600,.00,5611.600
10/02/2012 05,10/02/2012 09,.000,62068.046000,5418.200,.00,5418.200
10/02/2012 06,10/02/2012 10,.000,66213.993000,5486.800,.00,5486.800
10/02/2012 07,10/02/2012 11,.000,75038.029000,5806.000,.00,5806.000
10/02/2012 08,10/02/2012 12,.000,80852.403000,5955.300,.00,5955.300
10/02/2012 09,10/02/2012 13,.000,82612.025000,5793.200,.00,5793.200
10/02/2012 10,10/02/2012 14,.000,84475.482000,5931.300,.00,5931.300
10/02/2012 11,10/02/2012 15,.000,86371.257000,6103.000,.00,6103.000
10/02/2012 12,10/02/2012 16,.000,87870.062000,5948.700,.00,5948.700
10/02/2012 13,10/02/2012 17,.000,88136.123000,6168.700,.00,6168.700
10/02/2012 14,10/02/2012 18,.000,88914.705000,6052.000,.00,6052.000
10/02/2012 15,10/02/2012 19,.000,88926.679000,5791.700,.00,5791.700
10/02/2012 16,10/02/2012 20,.000,88940.966000,5932.200,.00,5932.200
10/02/2012 17,10/02/2012 21,.000,89291.356000,5874.700,.00,5874.700
10/02/2012 18,10/02/2012 22,.000,89516.422000,5638.600,.00,5638.600
10/02/2012 19,10/02/2012 23,.010,89766.295000,5168.100,51.73,5168.100
10/02/2012 20,10/03/2012 00,.010,92209.003000,5318.900,53.24,5318.900
10/02/2012 21,10/03/2012 01,.000,91591.311000,5250.100,.00,5250.100
10/02/2012 22,10/03/2012 02,.000,87381.892000,5309.000,.00,5309.000
10/02/2012 23,10/03/2012 03,.000,81059.081000,5052.000,.00,5052.000
10/02/2012 24,10/03/2012 04,.000,74449.861000,5187.800,.00,5187.800
10/03/2012 01,10/03/2012 05,.000,69369.331000,6142.000,.00,6142.000
10/03/2012 02,10/03/2012 06,.000,66236.979000,6064.000,.00,6064.000
10/03/2012 03,10/03/2012 07,.000,64520.839000,5969.500,.00,5969.500
10/03/2012 04,10/03/2012 08,.000,63838.938000,5959.800,.00,5959.800
10/03/2012 05,10/03/2012 09,.000,64509.959000,5625.600,.00,5625.600
10/03/2012 06,10/03/2012 10,.000,69124.160000,5874.500,.00,5874.500
10/03/2012 07,10/03/2012 11,.000,78055.472000,6017.000,.00,6017.000
10/03/2012 08,10/03/2012 12,.000,84070.003000,6023.600,.00,6023.600
10/03/2012 09,10/03/2012 13,.000,86058.972000,5826.700,.00,5826.700
10/03/2012 10,10/03/2012 14,.000,88397.303000,5955.800,.00,5955.800
10/03/2012 11,10/03/2012 15,.000,89882.459000,5906.500,.00,5906.500
10/03/2012 12,10/03/2012 16,.000,91200.667000,5916.600,.00,5916.600
10/03/2012 13,10/03/2012 17,.000,92491.155000,5926.700,.00,5926.700
10/03/2012 14,10/03/2012 18,.010,93620.415000,6035.100,60.36,6035.100
10/03/2012 15,10/03/2012 19,.020,94569.420000,5988.700,119.77,5988.700
10/03/2012 16,10/03/2012 20,.040,94184.861000,5994.900,239.78,5994.900
10/03/2012 17,10/03/2012 21,.020,94246.842000,5518.100,110.35,5518.100
10/03/2012 18,10/03/2012 22,.010,93725.448000,5026.600,50.28,5026.600
10/03/2012 19,10/03/2012 23,.010,93892.620000,5092.300,50.96,5092.300
10/03/2012 20,10/04/2012 00,.040,96537.425000,5227.700,209.08,5227.700
10/03/2012 21,10/04/2012 01,.000,95482.280000,5235.000,.00,5235.000
10/03/2012 22,10/04/2012 02,.000,90548.706000,5424.700,.00,5424.700
10/03/2012 23,10/04/2012 03,.000,84034.806000,5467.000,.00,5467.000
10/03/2012 24,10/04/2012 04,.000,77133.090000,5342.000,.00,5342.000
10/04/2012 01,10/04/2012 05,.000,71460.381000,6046.500,.00,6046.500
10/04/2012 02,10/04/2012 06,.000,67877.995000,5775.600,.00,5775.600
10/04/2012 03,10/04/2012 07,.000,65782.161000,6033.100,.00,6033.100
10/04/2012 04,10/04/2012 08,.000,64854.734000,6073.000,.00,6073.000
10/04/2012 05,10/04/2012 09,.000,65590.686000,5906.500,.00,5906.500
10/04/2012 06,10/04/2012 10,.000,69784.078000,6053.600,.00,6053.600
10/04/2012 07,10/04/2012 11,.000,78543.910000,5890.600,.00,5890.600
10/04/2012 08,10/04/2012 12,.000,84250.621000,6292.400,.00,6292.400
10/04/2012 09,10/04/2012 13,.000,85968.258000,6061.400,.00,6061.400
10/04/2012 10,10/04/2012 14,.000,87989.154000,5786.400,.00,5786.400
10/04/2012 11,10/04/2012 15,.010,90260.758000,6229.300,62.32,6229.300
10/04/2012 12,10/04/2012 16,.000,92115.099000,6052.300,.00,6052.300
10/04/2012 13,10/04/2012 17,.000,93171.145000,5773.600,.00,5773.600
10/04/2012 14,10/04/2012 18,.010,94131.955000,5928.600,59.33,5928.600
10/04/2012 15,10/04/2012 19,.010,94549.142000,5741.000,57.42,5741.000
10/04/2012 16,10/04/2012 20,.010,94327.581000,5802.500,58.04,5802.500
10/04/2012 17,10/04/2012 21,.020,94261.517000,5471.400,109.43,5471.400
10/04/2012 18,10/04/2012 22,.010,93283.144000,5223.000,52.26,5223.000
10/04/2012 19,10/04/2012 23,.000,92168.086000,5169.600,.00,5169.600
10/04/2012 20,10/05/2012 00,.010,94361.888000,5492.100,54.91,5492.100
10/04/2012 21,10/05/2012 01,.000,92902.886000,5360.500,.00,5360.500
10/04/2012 22,10/05/2012 02,.000,88099.864000,5427.400,.00,5427.400
10/04/2012 23,10/05/2012 03,.000,81248.029000,5210.500,.00,5210.500
10/04/2012 24,10/05/2012 04,.000,74073.639000,5565.500,.00,5565.500
10/05/2012 01,10/05/2012 05,.000,68567.053000,5696.100,.00,5696.100
10/05/2012 02,10/05/2012 06,.000,65071.813000,5680.100,.00,5680.100
10/05/2012 03,10/05/2012 07,.000,63132.860000,5725.100,.00,5725.100
10/05/2012 04,10/05/2012 08,.000,62197.212000,5726.200,.00,5726.200
10/05/2012 05,10/05/2012 09,.000,62959.993000,5546.100,.00,5546.100
10/05/2012 06,10/05/2012 10,.000,66662.963000,5726.100,.00,5726.100
10/05/2012 07,10/05/2012 11,.000,74657.061000,6060.100,.00,6060.100
10/05/2012 08,10/05/2012 12,.000,79615.558000,5983.100,.00,5983.100
10/05/2012 09,10/05/2012 13,.000,81629.191000,6005.100,.00,6005.100
10/05/2012 10,10/05/2012 14,.000,83839.066000,5741.200,.00,5741.200
10/05/2012 11,10/05/2012 15,.000,86211.743000,5832.200,.00,5832.200
10/05/2012 12,10/05/2012 16,.000,88033.344000,6056.900,.00,6056.900
10/05/2012 13,10/05/2012 17,.000,89453.075000,5717.200,.00,5717.200
10/05/2012 14,10/05/2012 18,.010,90618.983000,5851.200,58.54,5851.200
10/05/2012 15,10/05/2012 19,.010,91509.026000,5830.100,58.33,5830.100
10/05/2012 16,10/05/2012 20,.010,91425.153000,5840.300,58.44,5840.300
10/05/2012 17,10/05/2012 21,.010,91149.201000,5369.200,53.72,5369.200
10/05/2012 18,10/05/2012 22,.000,89719.114000,5237.100,.00,5237.100
10/05/2012 19,10/05/2012 23,.000,88147.085000,5108.700,.00,5108.700
10/05/2012 20,10/06/2012 00,.000,89261.701000,5207.100,.00,5207.100
10/05/2012 21,10/06/2012 01,.000,86967.422000,5043.200,.00,5043.200
10/05/2012 22,10/06/2012 02,.000,83221.793000,5354.300,.00,5354.300
10/05/2012 23,10/06/2012 03,.000,78161.445000,5163.700,.00,5163.700
10/05/2012 24,10/06/2012 04,.000,72055.127000,5108.900,.00,5108.900
10/06/2012 01,10/06/2012 05,.000,67005.314000,4830.800,.00,4830.800
10/06/2012 02,10/06/2012 06,.000,63714.983000,4840.700,.00,4840.700
10/06/2012 03,10/06/2012 07,.000,61594.342000,4866.600,.00,4866.600
10/06/2012 04,10/06/2012 08,.000,60243.296000,4818.600,.00,4818.600
10/06/2012 05,10/06/2012 09,.000,59972.399000,4938.600,.00,4938.600
10/06/2012 06,10/06/2012 10,.000,61366.321000,4912.600,.00,4912.600
10/06/2012 07,10/06/2012 11,.000,64073.003000,4672.600,.00,4672.600
10/06/2012 08,10/06/2012 12,.000,66979.098000,4942.600,.00,4942.600
10/06/2012 09,10/06/2012 13,.000,70432.743000,4790.500,.00,4790.500
10/06/2012 10,10/06/2012 14,.000,73833.063000,4642.500,.00,4642.500
10/06/2012 11,10/06/2012 15,.000,76692.467000,4842.600,.00,4842.600
10/06/2012 12,10/06/2012 16,.000,77937.436000,4702.400,.00,4702.400
10/06/2012 13,10/06/2012 17,.000,78326.425000,4911.800,.00,4911.800
10/06/2012 14,10/06/2012 18,.000,77930.589000,4888.800,.00,4888.800
10/06/2012 15,10/06/2012 19,.000,76793.823000,4937.700,.00,4937.700
10/06/2012 16,10/06/2012 20,.000,75980.133000,4940.200,.00,4940.200
10/06/2012 17,10/06/2012 21,.000,75597.334000,4828.800,.00,4828.800
10/06/2012 18,10/06/2012 22,.000,75141.740000,4505.800,.00,4505.800
10/06/2012 19,10/06/2012 23,.000,75400.197000,4829.600,.00,4829.600
10/06/2012 20,10/07/2012 00,.010,78534.855000,4498.500,45.04,4498.500
10/06/2012 21,10/07/2012 01,.000,77865.688000,4506.600,.00,4506.600
10/06/2012 22,10/07/2012 02,.000,75161.363000,4607.200,.00,4607.200
10/06/2012 23,10/07/2012 03,.000,71376.836000,4882.600,.00,4882.600
10/06/2012 24,10/07/2012 04,.000,67064.003000,4905.700,.00,4905.700
10/07/2012 01,10/07/2012 05,.000,62963.080000,5035.300,.00,5035.300
10/07/2012 02,10/07/2012 06,.000,60121.219000,4988.300,.00,4988.300
10/07/2012 03,10/07/2012 07,.000,58392.824000,5005.300,.00,5005.300
10/07/2012 04,10/07/2012 08,.000,57382.617000,5036.300,.00,5036.300
10/07/2012 05,10/07/2012 09,.000,57198.096000,4856.300,.00,4856.300
10/07/2012 06,10/07/2012 10,.000,57945.390000,4946.300,.00,4946.300
10/07/2012 07,10/07/2012 11,.000,59894.172000,4946.300,.00,4946.300
10/07/2012 08,10/07/2012 12,.000,62214.257000,4727.400,.00,4727.400
10/07/2012 09,10/07/2012 13,.000,65778.907000,4897.900,.00,4897.900
10/07/2012 10,10/07/2012 14,.000,69305.147000,4843.600,.00,4843.600
10/07/2012 11,10/07/2012 15,.000,70779.162000,5003.100,.00,5003.100
10/07/2012 12,10/07/2012 16,.000,72323.985000,4991.300,.00,4991.300
10/07/2012 13,10/07/2012 17,.000,72829.695000,5145.400,.00,5145.400
10/07/2012 14,10/07/2012 18,.000,72606.265000,5200.300,.00,5200.300
10/07/2012 15,10/07/2012 19,.000,72289.895000,5110.300,.00,5110.300
10/07/2012 16,10/07/2012 20,.000,72131.497000,4944.300,.00,4944.300
10/07/2012 17,10/07/2012 21,.000,72729.013000,4962.800,.00,4962.800
10/07/2012 18,10/07/2012 22,.000,74144.846000,4821.800,.00,4821.800
10/07/2012 19,10/07/2012 23,.000,76368.229000,4475.200,.00,4475.200
10/07/2012 20,10/08/2012 00,.020,79538.865000,4518.400,90.40,4518.400
10/07/2012 21,10/08/2012 01,.000,79285.866000,4509.600,.00,4509.600
10/07/2012 22,10/08/2012 02,.000,76411.710000,4622.200,.00,4622.200
10/07/2012 23,10/08/2012 03,.000,72604.042000,4801.700,.00,4801.700
10/07/2012 24,10/08/2012 04,.000,68533.045000,4980.300,.00,4980.300
10/08/2012 01,10/08/2012 05,.000,65376.679000,4984.900,.00,4984.900
10/08/2012 02,10/08/2012 06,.000,63249.893000,4829.000,.00,4829.000
10/08/2012 03,10/08/2012 07,.000,62499.851000,4714.000,.00,4714.000
10/08/2012 04,10/08/2012 08,.000,62472.859000,4884.900,.00,4884.900
10/08/2012 05,10/08/2012 09,.000,63948.653000,4355.000,.00,4355.000
10/08/2012 06,10/08/2012 10,.000,67869.148000,4181.000,.00,4181.000
10/08/2012 07,10/08/2012 11,.000,75825.426000,4545.000,.00,4545.000
10/08/2012 08,10/08/2012 12,.000,82016.217000,5871.700,.00,5871.700
10/08/2012 09,10/08/2012 13,.000,84112.202000,5867.500,.00,5867.500
10/08/2012 10,10/08/2012 14,.000,85484.895000,5889.000,.00,5889.000
10/08/2012 11,10/08/2012 15,.000,86499.364000,5885.500,.00,5885.500
10/08/2012 12,10/08/2012 16,.000,86515.397000,5832.200,.00,5832.200
10/08/2012 13,10/08/2012 17,.000,86188.663000,5984.000,.00,5984.000
10/08/2012 14,10/08/2012 18,.000,85575.767000,6028.900,.00,6028.900
10/08/2012 15,10/08/2012 19,.000,84668.720000,6054.000,.00,6054.000
10/08/2012 16,10/08/2012 20,.000,83877.624000,5999.100,.00,5999.100
10/08/2012 17,10/08/2012 21,.000,84160.126000,5677.100,.00,5677.100
10/08/2012 18,10/08/2012 22,.000,84917.955000,4445.700,.00,4445.700
10/08/2012 19,10/08/2012 23,.000,86879.080000,4545.000,.00,4545.000
10/08/2012 20,10/09/2012 00,.000,90049.485000,4374.000,.00,4374.000
10/08/2012 21,10/09/2012 01,.000,89022.384000,4212.200,.00,4212.200
10/08/2012 22,10/09/2012 02,.000,85132.882000,4116.900,.00,4116.900
10/08/2012 23,10/09/2012 03,.000,79442.983000,4353.000,.00,4353.000
10/08/2012 24,10/09/2012 04,.000,73479.667000,4353.000,.00,4353.000
10/09/2012 01,10/09/2012 05,.000,69110.326000,4714.300,.00,4714.300
10/09/2012 02,10/09/2012 06,.000,66488.275000,4714.300,.00,4714.300
10/09/2012 03,10/09/2012 07,.000,65351.727000,4714.300,.00,4714.300
10/09/2012 04,10/09/2012 08,.000,65085.352000,4747.100,.00,4747.100
10/09/2012 05,10/09/2012 09,.000,66455.976000,4714.300,.00,4714.300
10/09/2012 06,10/09/2012 10,.000,70943.513000,4714.300,.00,4714.300
10/09/2012 07,10/09/2012 11,.000,79774.390000,4992.300,.00,4992.300
10/09/2012 08,10/09/2012 12,.000,85277.580000,5870.200,.00,5870.200
10/09/2012 09,10/09/2012 13,.000,85753.575000,5918.300,.00,5918.300
10/09/2012 10,10/09/2012 14,.000,85910.258000,5996.000,.00,5996.000
10/09/2012 11,10/09/2012 15,.000,86023.859000,5909.300,.00,5909.300
10/09/2012 12,10/09/2012 16,.000,85371.660000,5759.200,.00,5759.200
10/09/2012 13,10/09/2012 17,.000,84718.847000,6023.300,.00,6023.300
10/09/2012 14,10/09/2012 18,.000,84269.901000,6048.300,.00,6048.300
10/09/2012 15,10/09/2012 19,.000,83402.801000,6025.600,.00,6025.600
10/09/2012 16,10/09/2012 20,.000,82633.017000,6040.800,.00,6040.800
10/09/2012 17,10/09/2012 21,.000,82601.395000,5489.300,.00,5489.300
10/09/2012 18,10/09/2012 22,.000,83030.841000,4595.100,.00,4595.100
10/09/2012 19,10/09/2012 23,.000,84801.251000,4331.400,.00,4331.400
10/09/2012 20,10/10/2012 00,.000,88267.497000,4295.500,.00,4295.500
10/09/2012 21,10/10/2012 01,.000,87302.324000,4153.400,.00,4153.400
