Preliminary Day-ahead Scheduling Reserve Summary
Month:,"February, 2009" ,Report Creation Timestamp (EPT):, 08/02/2012 11:22:03 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
02/01/2009 01,02/01/2009 06,.090,77724.409000,4952.900,445.75,4952.900
02/01/2009 02,02/01/2009 07,.090,75358.338000,5035.400,453.21,5035.400
02/01/2009 03,02/01/2009 08,.090,74028.398000,5018.600,451.69,5018.600
02/01/2009 04,02/01/2009 09,.090,73330.908000,5012.000,451.10,5012.000
02/01/2009 05,02/01/2009 10,.080,73353.263000,4995.200,399.61,4995.200
02/01/2009 06,02/01/2009 11,.090,74388.856000,4921.500,442.93,4921.500
02/01/2009 07,02/01/2009 12,.080,76492.777000,4775.300,382.02,4775.300
02/01/2009 08,02/01/2009 13,.090,78346.567000,5072.900,456.58,5072.900
02/01/2009 09,02/01/2009 14,.090,79594.186000,5083.000,457.48,5083.000
02/01/2009 10,02/01/2009 15,.090,79316.716000,5083.700,457.57,5083.700
02/01/2009 11,02/01/2009 16,.090,77850.096000,5083.100,457.47,5083.100
02/01/2009 12,02/01/2009 17,.090,76210.463000,4901.000,441.15,4901.000
02/01/2009 13,02/01/2009 18,.030,74729.952000,4779.700,143.42,4779.700
02/01/2009 14,02/01/2009 19,.000,72994.101000,4856.600,.00,4856.600
02/01/2009 15,02/01/2009 20,.000,71731.658000,4834.800,.00,4834.800
02/01/2009 16,02/01/2009 21,.000,71131.712000,4861.200,.00,4861.200
02/01/2009 17,02/01/2009 22,.000,72184.840000,4891.400,.00,4891.400
02/01/2009 18,02/01/2009 23,.090,76669.179000,4962.800,446.63,4962.800
02/01/2009 19,02/02/2009 00,.100,80435.817000,5029.702,502.97,5029.702
02/01/2009 20,02/02/2009 01,.100,79607.297000,5041.901,504.18,5041.901
02/01/2009 21,02/02/2009 02,.100,79224.071000,5054.799,505.48,5054.799
02/01/2009 22,02/02/2009 03,.090,77556.631000,5022.400,452.01,5022.400
02/01/2009 23,02/02/2009 04,.000,75377.157000,4985.300,.00,4985.300
02/01/2009 24,02/02/2009 05,.000,71962.003000,5088.900,.00,5088.900
02/02/2009 01,02/02/2009 06,.000,68583.158000,5655.100,.00,5655.100
02/02/2009 02,02/02/2009 07,.000,66901.022000,5657.300,.00,5657.300
02/02/2009 03,02/02/2009 08,.000,66636.699000,5658.100,.00,5658.100
02/02/2009 04,02/02/2009 09,.000,67157.277000,5657.600,.00,5657.600
02/02/2009 05,02/02/2009 10,.000,69263.432000,5658.000,.00,5658.000
02/02/2009 06,02/02/2009 11,.000,74492.308000,5652.100,.00,5652.100
02/02/2009 07,02/02/2009 12,.090,83659.265000,5646.800,508.19,5646.800
02/02/2009 08,02/02/2009 13,.100,88995.114000,5646.301,564.63,5646.301
02/02/2009 09,02/02/2009 14,.100,88724.392000,5644.600,564.46,5644.600
02/02/2009 10,02/02/2009 15,.090,87172.090000,5647.400,508.27,5647.400
02/02/2009 11,02/02/2009 16,.090,86004.500000,5648.700,508.44,5648.700
02/02/2009 12,02/02/2009 17,.090,84733.217000,5512.700,496.16,5512.700
02/02/2009 13,02/02/2009 18,.090,83369.548000,5515.000,496.33,5515.000
02/02/2009 14,02/02/2009 19,.000,82543.922000,5519.400,.00,5519.400
02/02/2009 15,02/02/2009 20,.000,81843.739000,5657.800,.00,5657.800
02/02/2009 16,02/02/2009 21,.000,81735.138000,5657.700,.00,5657.700
02/02/2009 17,02/02/2009 22,.000,83553.356000,5656.300,.00,5656.300
02/02/2009 18,02/02/2009 23,.100,88497.691000,5654.400,565.45,5654.400
02/02/2009 19,02/03/2009 00,.100,93043.328000,5654.499,565.46,5654.499
02/02/2009 20,02/03/2009 01,.100,93316.106000,5627.601,562.77,5627.601
02/02/2009 21,02/03/2009 02,.090,91878.949000,5654.900,508.90,5654.900
02/02/2009 22,02/03/2009 03,.090,88716.272000,5634.500,507.06,5634.500
02/02/2009 23,02/03/2009 04,.000,83761.542000,5651.100,.00,5651.100
02/02/2009 24,02/03/2009 05,.000,78591.354000,5656.200,.00,5656.200
02/03/2009 01,02/03/2009 06,.000,74888.306000,5486.300,.00,5486.300
02/03/2009 02,02/03/2009 07,.000,73298.498000,5515.200,.00,5515.200
02/03/2009 03,02/03/2009 08,.000,73011.632000,5515.800,.00,5515.800
02/03/2009 04,02/03/2009 09,.000,73275.321000,5515.200,.00,5515.200
02/03/2009 05,02/03/2009 10,.000,75300.434000,5511.300,.00,5511.300
02/03/2009 06,02/03/2009 11,.030,80534.088000,5508.600,165.30,5508.600
02/03/2009 07,02/03/2009 12,.090,89369.284000,5508.300,495.73,5508.300
02/03/2009 08,02/03/2009 13,.100,95083.961000,5508.500,550.85,5508.500
02/03/2009 09,02/03/2009 14,.100,95313.811000,5508.700,550.87,5508.700
02/03/2009 10,02/03/2009 15,.100,94471.370000,5508.600,550.86,5508.600
02/03/2009 11,02/03/2009 16,.100,93705.401000,5490.500,549.05,5490.500
02/03/2009 12,02/03/2009 17,.100,92809.025000,5486.300,548.63,5486.300
