Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"November, 2008 ",Report Creation Timestamp (EPT):, 08/03/2010 02:49:46 PM,,,
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
11/27/2008 16,11/27/2008 21,0,65353.89,4884.6,0,4884.6
11/27/2008 17,11/27/2008 22,0,65815.851,4874,0,4874
11/27/2008 18,11/27/2008 23,0.1,70258.951,4871.9,487.19,4871.9
11/27/2008 19,11/28/2008 00,0.1,71831.027,4887.5,488.75,4887.5
11/27/2008 20,11/28/2008 01,0.1,72414.46,4905,490.5,4905
11/27/2008 21,11/28/2008 02,0.09,73005.092,4904.8,441.45,4904.8
11/27/2008 22,11/28/2008 03,0.09,72616.69,4904.7,441.43,4904.7
11/27/2008 23,11/28/2008 04,0.05,70867.726,4891.9,244.65,4891.9
11/27/2008 24,11/28/2008 05,0,68076.112,4896.9,0,4896.9
11/28/2008 01,11/28/2008 06,0.05,65539.558,4815.2,240.84,4815.2
11/28/2008 02,11/28/2008 07,0.05,63863.679,4815.1,240.82,4815.1
11/28/2008 03,11/28/2008 08,0,63397.785,4816.5,0,4816.5
11/28/2008 04,11/28/2008 09,0,63440.482,4815.8,0,4815.8
11/28/2008 05,11/28/2008 10,0.05,64466.764,4815.2,240.8,4815.2
11/28/2008 06,11/28/2008 11,0.05,67063.606,4815.2,240.84,4815.2
11/28/2008 07,11/28/2008 12,0.1,70645.434,4815.5,481.55,4815.5
11/28/2008 08,11/28/2008 13,0.1,73283.084,4815,481.5,4815
11/28/2008 09,11/28/2008 14,0.1,74930.35,4827.9,482.79,4827.9
11/28/2008 10,11/28/2008 15,0.1,75682.943,4827.8,482.78,4827.8
11/28/2008 11,11/28/2008 16,0.1,75313.058,4828.3,482.83,4828.3
11/28/2008 12,11/28/2008 17,0.1,74243.835,4827.7,482.77,4827.7
11/28/2008 13,11/28/2008 18,0.09,72960.194,4828.1,434.55,4828.1
11/28/2008 14,11/28/2008 19,0.09,71693.105,4828.2,434.53,4828.2
11/28/2008 15,11/28/2008 20,0.09,71066.543,4828.3,434.58,4828.3
11/28/2008 16,11/28/2008 21,0.09,71091.516,4828.3,434.57,4828.3
11/28/2008 17,11/28/2008 22,0.09,73817.531,4828,434.55,4828
11/28/2008 18,11/28/2008 23,0.1,79961.708,4828.2,482.82,4828.2
11/28/2008 19,11/29/2008 00,0.1,81296.055,4827.9,482.79,4827.9
11/28/2008 20,11/29/2008 01,0.1,80618.436,4828.4,482.84,4828.4
11/28/2008 21,11/29/2008 02,0.1,79543.318,4828.4,482.84,4828.4
11/28/2008 22,11/29/2008 03,0.1,77753.852,4827.4,482.74,4827.4
11/28/2008 23,11/29/2008 04,0.09,74717.502,4815.3,433.37,4815.3
11/28/2008 24,11/29/2008 05,0.09,70816.25,4815.2,433.4,4815.2
11/29/2008 01,11/29/2008 06,0.09,67528.964,4793.2,431.43,4793.2
11/29/2008 02,11/29/2008 07,0.09,65539.991,4809.8,432.92,4809.8
11/29/2008 03,11/29/2008 08,0.09,64766.612,4819,433.75,4819
11/29/2008 04,11/29/2008 09,0.09,64783.793,4823,434.08,4823
11/29/2008 05,11/29/2008 10,0.09,65532.431,4818.7,433.71,4818.7
11/29/2008 06,11/29/2008 11,0.09,67304.708,4816.8,433.54,4816.8
11/29/2008 07,11/29/2008 12,0.1,70363.118,4808.7,480.87,4808.7
11/29/2008 08,11/29/2008 13,0.1,73328.829,4786.7,478.67,4786.7
11/29/2008 09,11/29/2008 14,0.1,75909.388,4802.6,480.26,4802.6
11/29/2008 10,11/29/2008 15,0.1,76962.869,4838,483.8,4838
11/29/2008 11,11/29/2008 16,0.1,76558.414,4843.5,484.35,4843.5
11/29/2008 12,11/29/2008 17,0.1,74998.127,4844.1,484.41,4844.1
11/29/2008 13,11/29/2008 18,0.1,73082.41,4844.1,484.41,4844.1
11/29/2008 14,11/29/2008 19,0.09,71262.798,4821.3,433.96,4821.3
11/29/2008 15,11/29/2008 20,0.08,69979.314,4843.8,387.5,4843.8
11/29/2008 16,11/29/2008 21,0,70030.418,4844.7,0,4844.7
11/29/2008 17,11/29/2008 22,0.09,73048.794,4843.8,435.98,4843.8
11/29/2008 18,11/29/2008 23,0.1,79741.298,4844.2,484.42,4844.2
11/29/2008 19,11/30/2008 00,0.1,81386.761,4844.3,484.43,4844.3
11/29/2008 20,11/30/2008 01,0.1,81039.133,4843.7,484.37,4843.7
11/29/2008 21,11/30/2008 02,0.1,80199.85,4843.7,484.37,4843.7
11/29/2008 22,11/30/2008 03,0.1,78454.237,4844,484.4,4844
11/29/2008 23,11/30/2008 04,0.09,75168.88,4830.4,434.77,4830.4
11/29/2008 24,11/30/2008 05,0.09,71104.758,4826.1,434.4,4826.1
11/30/2008 01,11/30/2008 06,0.08,67253.387,5108.6,408.68,5108.6
11/30/2008 02,11/30/2008 07,0.05,64884.754,5111,255.63,5111
11/30/2008 03,11/30/2008 08,0.05,63434.76,5110.8,255.61,5110.8
11/30/2008 04,11/30/2008 09,0.05,62763.1,5111,255.61,5111
11/30/2008 05,11/30/2008 10,0.05,62912.208,5050.7,252.6,5050.7
11/30/2008 06,11/30/2008 11,0.05,63930.698,5111.1,255.62,5111.1
11/30/2008 07,11/30/2008 12,0.1,66095.141,5064.1,506.41,5064.1
11/30/2008 08,11/30/2008 13,0.1,69200.603,5060.8,506.08,5060.8
11/30/2008 09,11/30/2008 14,0.1,72392.721,5063.7,506.37,5063.7
11/30/2008 10,11/30/2008 15,0.1,75470.645,5078.3,507.83,5078.3
11/30/2008 11,11/30/2008 16,0.1,77175.939,5078.3,507.83,5078.3
11/30/2008 12,11/30/2008 17,0.1,78236.847,5077.9,507.79,5077.9
11/30/2008 13,11/30/2008 18,0.1,78761.627,5067.8,506.78,5067.8
11/30/2008 14,11/30/2008 19,0.1,78644.118,5063.3,506.33,5063.3
11/30/2008 15,11/30/2008 20,0.1,78373.682,5062.5,506.25,5062.5
11/30/2008 16,11/30/2008 21,0.1,78914.573,5064.6,506.46,5064.6
11/30/2008 17,11/30/2008 22,0.1,81479.013,5076.4,507.64,5076.4
11/30/2008 18,11/30/2008 23,0.1,85161.942,5076.3,507.63,5076.3
11/30/2008 19,12/01/2008 00,0.1,85590.108,5076.6,507.66,5076.6
11/30/2008 20,12/01/2008 01,0.1,84447.258,5041.4,504.14,5041.4
11/30/2008 21,12/01/2008 02,0.1,82450.339,5041.7,504.17,5041.7
11/30/2008 22,12/01/2008 03,0.1,78900.322,5041.5,504.15,5041.5
11/30/2008 23,12/01/2008 04,0.09,74107.062,5028.3,452.58,5028.3
11/30/2008 24,12/01/2008 05,0.09,69161.114,5027.9,452.54,5027.9
End of Report,,,,,,
