Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"November, 2008 ",Report Creation Timestamp (EPT):, 08/03/2010 02:49:46 PM,,,
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
11/14/2008 09,11/14/2008 14,0.1,76918.452,4818.2,481.82,4818.2
11/14/2008 10,11/14/2008 15,0.1,77667.091,4814.7,481.47,4814.7
11/14/2008 11,11/14/2008 16,0.1,78076.737,4817.4,481.74,4817.4
11/14/2008 12,11/14/2008 17,0.1,77898.335,4818.3,481.83,4818.3
11/14/2008 13,11/14/2008 18,0.1,77152.876,4780.7,478.07,4780.7
11/14/2008 14,11/14/2008 19,0.1,76646.851,4794.6,479.46,4794.6
11/14/2008 15,11/14/2008 20,0.1,76071.487,4805.5,480.55,4805.5
11/14/2008 16,11/14/2008 21,0.1,75652.465,4817.4,481.74,4817.4
11/14/2008 17,11/14/2008 22,0.1,77341.809,4809.9,480.99,4809.9
11/14/2008 18,11/14/2008 23,0.1,80844.261,4782.6,478.26,4782.6
11/14/2008 19,11/15/2008 00,0.1,80805.384,4820.9,482.09,4820.9
11/14/2008 20,11/15/2008 01,0.1,78662.982,4804.3,480.43,4804.3
11/14/2008 21,11/15/2008 02,0.1,76448.878,4784.5,478.45,4784.5
11/14/2008 22,11/15/2008 03,0.1,73678.958,4764.4,476.44,4764.4
11/14/2008 23,11/15/2008 04,0.09,69434.965,4698.1,422.88,4698.1
11/14/2008 24,11/15/2008 05,0,64531.611,4659.9,0,4659.9
11/15/2008 01,11/15/2008 06,0,60519.877,4431.6,0,4431.6
11/15/2008 02,11/15/2008 07,0,57859.188,4516.8,0,4516.8
11/15/2008 03,11/15/2008 08,0,56539.824,4520.9,0,4520.9
11/15/2008 04,11/15/2008 09,0,55742.969,4522.3,0,4522.3
11/15/2008 05,11/15/2008 10,0,55822.305,4522.9,0,4522.9
11/15/2008 06,11/15/2008 11,0,57118.424,4512.5,0,4512.5
11/15/2008 07,11/15/2008 12,0,59791.416,4508.5,0,4508.5
11/15/2008 08,11/15/2008 13,0.09,63235.822,4520.8,406.91,4520.8
11/15/2008 09,11/15/2008 14,0.09,66784.853,4531.5,407.87,4531.5
11/15/2008 10,11/15/2008 15,0.1,70219.344,4504.7,450.47,4504.7
11/15/2008 11,11/15/2008 16,0.1,72165.507,4464.4,446.44,4464.4
11/15/2008 12,11/15/2008 17,0.1,72555.819,4461,446.1,4461
11/15/2008 13,11/15/2008 18,0.1,71961.145,4492.8,449.28,4492.8
11/15/2008 14,11/15/2008 19,0.1,71211.812,4413.2,441.32,4413.2
11/15/2008 15,11/15/2008 20,0.1,70286.294,4358,435.8,4358
11/15/2008 16,11/15/2008 21,0.1,70246.11,4377.3,437.73,4377.3
11/15/2008 17,11/15/2008 22,0.1,72144.73,4404.7,440.47,4404.7
11/15/2008 18,11/15/2008 23,0.1,76301.806,4361.7,436.17,4361.7
11/15/2008 19,11/16/2008 00,0.1,76779.555,4421,442.1,4421
11/15/2008 20,11/16/2008 01,0.1,75515.945,4403.1,440.31,4403.1
11/15/2008 21,11/16/2008 02,0.1,73871.141,4501.6,450.16,4501.6
11/15/2008 22,11/16/2008 03,0.1,71559.826,4510.6,451.06,4510.6
11/15/2008 23,11/16/2008 04,0.09,68108.844,4529.8,407.72,4529.8
11/15/2008 24,11/16/2008 05,0,64369.145,4534.2,0,4534.2
11/16/2008 01,11/16/2008 06,0,60807.965,4539.3,0,4539.3
11/16/2008 02,11/16/2008 07,0,58713.738,4594,0,4594
11/16/2008 03,11/16/2008 08,0,57458.624,4597.3,0,4597.3
11/16/2008 04,11/16/2008 09,0,57118.612,4596.8,0,4596.8
11/16/2008 05,11/16/2008 10,0,57500.447,4596.7,0,4596.7
11/16/2008 06,11/16/2008 11,0,59003.054,4588.2,0,4588.2
11/16/2008 07,11/16/2008 12,0,61335.574,4585.2,0,4585.2
11/16/2008 08,11/16/2008 13,0,63974.89,4614.2,0,4614.2
11/16/2008 09,11/16/2008 14,0.1,67674.284,4620.4,462.04,4620.4
11/16/2008 10,11/16/2008 15,0.1,70477.802,4538.3,453.83,4538.3
11/16/2008 11,11/16/2008 16,0.1,71871.379,4533,453.3,4533
11/16/2008 12,11/16/2008 17,0.1,72311.04,4543.6,454.36,4543.6
11/16/2008 13,11/16/2008 18,0.1,72698.924,4549.7,454.97,4549.7
11/16/2008 14,11/16/2008 19,0.1,72570.155,4528.2,452.82,4528.2
11/16/2008 15,11/16/2008 20,0.1,72287.815,4483.1,448.31,4483.1
11/16/2008 16,11/16/2008 21,0.09,72642.375,4566.5,410.99,4566.5
11/16/2008 17,11/16/2008 22,0.1,75199.04,4525,452.5,4525
11/16/2008 18,11/16/2008 23,0.1,81516.831,4578.6,457.86,4578.6
11/16/2008 19,11/17/2008 00,0.15,83145.271,4578.4,686.84,4578.4
11/16/2008 20,11/17/2008 01,0.1,82657.262,4578.1,457.81,4578.1
11/16/2008 21,11/17/2008 02,0.1,81488.021,4635.8,463.58,4635.8
11/16/2008 22,11/17/2008 03,0.1,78631.714,4604.9,460.49,4604.9
11/16/2008 23,11/17/2008 04,0.09,74658.199,4621.5,415.97,4621.5
11/16/2008 24,11/17/2008 05,0.09,70540.825,4621.4,415.97,4621.4
11/17/2008 01,11/17/2008 06,0.09,67208.794,4552.8,409.77,4552.8
11/17/2008 02,11/17/2008 07,0.09,65791.895,4572.3,411.52,4572.3
11/17/2008 03,11/17/2008 08,0.09,65182.51,4549.3,409.45,4549.3
11/17/2008 04,11/17/2008 09,0.09,65584.43,5198.8,467.92,5198.8
11/17/2008 05,11/17/2008 10,0.09,67526.978,5242.7,471.9,5242.7
11/17/2008 06,11/17/2008 11,0.09,72800.608,5239.6,471.59,5239.6
11/17/2008 07,11/17/2008 12,0.1,81578.407,5221.7,522.17,5221.7
11/17/2008 08,11/17/2008 13,0.1,86088.214,5251.9,525.19,5251.9
11/17/2008 09,11/17/2008 14,0.1,86150.461,5265.1,526.51,5265.1
11/17/2008 10,11/17/2008 15,0.1,85441.646,5267.4,526.74,5267.4
11/17/2008 11,11/17/2008 16,0.1,85192.228,5263.9,526.39,5263.9
11/17/2008 12,11/17/2008 17,0.1,84452.298,5264,526.4,5264
11/17/2008 13,11/17/2008 18,0.1,83596.209,5235.9,523.59,5235.9
11/17/2008 14,11/17/2008 19,0.09,83274.005,5223.2,470.14,5223.2
11/17/2008 15,11/17/2008 20,0.09,82936.049,5151.5,463.69,5151.5
11/17/2008 16,11/17/2008 21,0.09,83233.266,5115,460.41,5115
11/17/2008 17,11/17/2008 22,0.1,85902.91,5158.4,515.84,5158.4
11/17/2008 18,11/17/2008 23,0.1,91947.288,5196.9,519.69,5196.9
11/17/2008 19,11/18/2008 00,0.1,93275.438,5204.5,520.45,5204.5
11/17/2008 20,11/18/2008 01,0.1,92392.255,5204.7,520.47,5204.7
11/17/2008 21,11/18/2008 02,0.1,90817.929,5259.9,525.99,5259.9
11/17/2008 22,11/18/2008 03,0.1,87322.87,5230,523,5230
11/17/2008 23,11/18/2008 04,0.1,81911.136,5249.6,524.96,5249.6
11/17/2008 24,11/18/2008 05,0.1,76357.731,5232.3,523.23,5232.3
11/18/2008 01,11/18/2008 06,0.09,72698.749,5040.6,453.69,5040.6
11/18/2008 02,11/18/2008 07,0.09,70862.435,5041,453.7,5041
11/18/2008 03,11/18/2008 08,0.09,70199.638,5040.2,453.66,5040.2
11/18/2008 04,11/18/2008 09,0.09,70404.17,5040.9,453.73,5040.9
11/18/2008 05,11/18/2008 10,0.09,72281.135,5040.5,453.66,5040.5
11/18/2008 06,11/18/2008 11,0.1,77368.922,4915.4,491.54,4915.4
11/18/2008 07,11/18/2008 12,0.1,86150.833,4711.3,471.13,4711.3
11/18/2008 08,11/18/2008 13,0.1,90116.471,4752.3,475.23,4752.3
11/18/2008 09,11/18/2008 14,0.1,89818.891,4827.8,482.78,4827.8
11/18/2008 10,11/18/2008 15,0.1,88991.725,4829.2,482.92,4829.2
11/18/2008 11,11/18/2008 16,0.1,88573.296,4832.1,483.21,4832.1
11/18/2008 12,11/18/2008 17,0.1,87898.407,4840.3,484.03,4840.3
11/18/2008 13,11/18/2008 18,0.1,87503.637,4798.6,479.86,4798.6
11/18/2008 14,11/18/2008 19,0.1,87169.879,4805,480.5,4805
11/18/2008 15,11/18/2008 20,0.1,86799.181,4818.5,481.85,4818.5
11/18/2008 16,11/18/2008 21,0.1,86985.178,4844.7,484.47,4844.7
11/18/2008 17,11/18/2008 22,0.1,89722.91,4812.6,481.26,4812.6
11/18/2008 18,11/18/2008 23,0.1,96517.173,4780.4,478.04,4780.4
11/18/2008 19,11/19/2008 00,0.1,98275.521,4633.6,463.36,4633.6
11/18/2008 20,11/19/2008 01,0.1,97537.081,4649.6,464.96,4649.6
11/18/2008 21,11/19/2008 02,0.1,95949.532,4879.8,487.98,4879.8
11/18/2008 22,11/19/2008 03,0.1,92529.336,4872.2,487.22,4872.2
11/18/2008 23,11/19/2008 04,0.1,87178.811,4876,487.6,4876
11/18/2008 24,11/19/2008 05,0.1,81537.804,4919.8,491.98,4919.8
11/19/2008 01,11/19/2008 06,0.1,77721.155,4808,480.8,4808
11/19/2008 02,11/19/2008 07,0.1,75994.031,4790.9,479.09,4790.9
11/19/2008 03,11/19/2008 08,0.1,75312.57,4824.7,482.47,4824.7
11/19/2008 04,11/19/2008 09,0.1,75452.549,4840.6,484.06,4840.6
11/19/2008 05,11/19/2008 10,0.1,77262.843,4812.8,481.28,4812.8
11/19/2008 06,11/19/2008 11,0.1,82452.198,4855.1,485.51,4855.1
11/19/2008 07,11/19/2008 12,0.19,90944.121,4794.1,910.89,4794.1
11/19/2008 08,11/19/2008 13,0.22,94468.743,4793.1,1054.48,4793.1
11/19/2008 09,11/19/2008 14,0.1,93820.143,4848.2,484.82,4848.2
11/19/2008 10,11/19/2008 15,0.1,92449.656,4872.7,487.27,4872.7
11/19/2008 11,11/19/2008 16,0.1,91295.196,4883.6,488.36,4883.6
11/19/2008 12,11/19/2008 17,0.1,89838.183,4887.3,488.73,4887.3
11/19/2008 13,11/19/2008 18,0.1,88427.061,4883.7,488.37,4883.7
11/19/2008 14,11/19/2008 19,0.1,87605.899,4886,488.6,4886
11/19/2008 15,11/19/2008 20,0.1,86625.955,4833.6,483.36,4833.6
11/19/2008 16,11/19/2008 21,0.1,86755.783,4785.7,478.57,4785.7
11/19/2008 17,11/19/2008 22,0.1,89496.68,4870.5,487.05,4870.5
11/19/2008 18,11/19/2008 23,0.1,95669.036,4822.1,482.21,4822.1
11/19/2008 19,11/20/2008 00,0.1,97063.34,4839.5,483.95,4839.5
11/19/2008 20,11/20/2008 01,0.1,95860.081,4862.8,486.28,4862.8
11/19/2008 21,11/20/2008 02,0.1,93948.648,4810.8,481.08,4810.8
11/19/2008 22,11/20/2008 03,0.1,90243.157,4864.2,486.42,4864.2
11/19/2008 23,11/20/2008 04,0.1,84151.039,4854.2,485.42,4854.2
11/19/2008 24,11/20/2008 05,0.1,78145.587,4862.5,486.25,4862.5
11/20/2008 01,11/20/2008 06,0.1,73808.757,5490.4,549.04,5490.4
11/20/2008 02,11/20/2008 07,0.1,71449.105,5489.9,548.99,5489.9
11/20/2008 03,11/20/2008 08,0.1,70362.796,5489.9,548.99,5489.9
11/20/2008 04,11/20/2008 09,0.1,70169.036,5489.7,548.97,5489.7
11/20/2008 05,11/20/2008 10,0.1,71803.985,5460.3,546.03,5460.3
11/20/2008 06,11/20/2008 11,0.1,76685.429,5438.9,543.89,5438.9
11/20/2008 07,11/20/2008 12,0.1,84966.76,5474.7,547.47,5474.7
11/20/2008 08,11/20/2008 13,0.1,89554.666,5488.8,548.88,5488.8
11/20/2008 09,11/20/2008 14,0.1,89330.804,5499.5,549.95,5499.5
11/20/2008 10,11/20/2008 15,0.1,88505.091,5499.2,549.92,5499.2
11/20/2008 11,11/20/2008 16,0.1,87938.631,5502.3,550.23,5502.3
11/20/2008 12,11/20/2008 17,0.1,87148.463,5484.8,548.48,5484.8
11/20/2008 13,11/20/2008 18,0.1,86383.739,5480.4,548.04,5480.4
11/20/2008 14,11/20/2008 19,0.1,85888.312,5480.3,548.03,5480.3
11/20/2008 15,11/20/2008 20,0.1,85501.226,5480.6,548.06,5480.6
11/20/2008 16,11/20/2008 21,0.1,85705.069,5480,548,5480
11/20/2008 17,11/20/2008 22,0.1,88359.437,5495.7,549.57,5495.7
11/20/2008 18,11/20/2008 23,0.1,94173.386,5343.2,534.32,5343.2
11/20/2008 19,11/21/2008 00,0.1,95421.295,5492.6,549.26,5492.6
11/20/2008 20,11/21/2008 01,0.1,94414.396,5493.7,549.37,5493.7
11/20/2008 21,11/21/2008 02,0.1,92756.356,5498.7,549.87,5498.7
11/20/2008 22,11/21/2008 03,0.1,89305.117,5499,549.9,5499
11/20/2008 23,11/21/2008 04,0.1,83846.634,5458.6,545.86,5458.6
11/20/2008 24,11/21/2008 05,0.1,78182.152,5488.3,548.83,5488.3
11/21/2008 01,11/21/2008 06,0.1,74172.545,4838.9,483.89,4838.9
11/21/2008 02,11/21/2008 07,0.1,72076.652,4838.8,483.88,4838.8
11/21/2008 03,11/21/2008 08,0.1,71345.233,4832.9,483.29,4832.9
11/21/2008 04,11/21/2008 09,0.1,71486.113,4962.2,496.22,4962.2
11/21/2008 05,11/21/2008 10,0.1,73105.243,4956.8,495.68,4956.8
11/21/2008 06,11/21/2008 11,0.1,78264.116,4969,496.9,4969
11/21/2008 07,11/21/2008 12,0.1,86643.46,4954.6,495.46,4954.6
11/21/2008 08,11/21/2008 13,0.1,91317.809,4968.8,496.88,4968.8
11/21/2008 09,11/21/2008 14,0.1,91454.91,4982.1,498.21,4982.1
11/21/2008 10,11/21/2008 15,0.1,91184.872,4978.7,497.87,4978.7
11/21/2008 11,11/21/2008 16,0.1,90743.709,5020.9,502.09,5020.9
11/21/2008 12,11/21/2008 17,0.1,89645.08,4982.8,498.28,4982.8
11/21/2008 13,11/21/2008 18,0.1,88652.428,4866.2,486.62,4866.2
11/21/2008 14,11/21/2008 19,0.1,88103.608,4873.8,487.38,4873.8
11/21/2008 15,11/21/2008 20,0.09,87417.342,4829.9,434.76,4829.9
11/21/2008 16,11/21/2008 21,0.09,87711.539,4839.8,435.61,4839.8
11/21/2008 17,11/21/2008 22,0.1,90519.411,4861.7,486.17,4861.7
11/21/2008 18,11/21/2008 23,0.1,96575.322,4978.7,497.87,4978.7
11/21/2008 19,11/22/2008 00,0.1,97609.692,4979.3,497.93,4979.3
11/21/2008 20,11/22/2008 01,0.1,96320.412,4975.9,497.59,4975.9
11/21/2008 21,11/22/2008 02,0.1,94894.819,4959,495.9,4959
11/21/2008 22,11/22/2008 03,0.1,92305.309,4947.2,494.72,4947.2
11/21/2008 23,11/22/2008 04,0.1,88299.5,4796.1,479.61,4796.1
11/21/2008 24,11/22/2008 05,0.09,83482.468,4787.4,430.9,4787.4
11/22/2008 01,11/22/2008 06,0.1,79732.828,4727.3,472.73,4727.3
11/22/2008 01,11/22/2008 06,0.1,79732.828,4727.3,472.73,4727.3
11/22/2008 02,11/22/2008 07,0.1,77627.567,4747.6,474.76,4747.6
11/22/2008 02,11/22/2008 07,0.1,77627.567,4747.6,474.76,4747.6
11/22/2008 03,11/22/2008 08,0.1,76819.764,4747.2,474.72,4747.2
11/22/2008 03,11/22/2008 08,0.1,76819.764,4747.2,474.72,4747.2
11/22/2008 04,11/22/2008 09,0.1,76618.854,4747.5,474.75,4747.5
11/22/2008 04,11/22/2008 09,0.1,76618.854,4747.5,474.75,4747.5
11/22/2008 05,11/22/2008 10,0.1,77243.679,4740.4,474.04,4740.4
11/22/2008 05,11/22/2008 10,0.1,77243.679,4740.4,474.04,4740.4
11/22/2008 06,11/22/2008 11,0.1,79343.432,4748.1,474.81,4748.1
11/22/2008 06,11/22/2008 11,0.1,79343.432,4748.1,474.81,4748.1
11/22/2008 07,11/22/2008 12,0.1,82779.633,4745.4,474.54,4745.4
11/22/2008 07,11/22/2008 12,0.1,82779.633,4745.4,474.54,4745.4
11/22/2008 08,11/22/2008 13,0.1,85611.534,4725.7,472.57,4725.7
11/22/2008 08,11/22/2008 13,0.1,85611.534,4725.7,472.57,4725.7
11/22/2008 09,11/22/2008 14,0.1,87780.479,4729,472.9,4729
11/22/2008 09,11/22/2008 14,0.1,87780.479,4729,472.9,4729
11/22/2008 10,11/22/2008 15,0.1,88408.931,4748.4,474.84,4748.4
11/22/2008 10,11/22/2008 15,0.1,88408.931,4748.4,474.84,4748.4
11/22/2008 11,11/22/2008 16,0.1,87995.62,4764.2,476.42,4764.2
11/22/2008 11,11/22/2008 16,0.1,87995.62,4764.2,476.42,4764.2
11/22/2008 12,11/22/2008 17,0.1,86694.467,4768.1,476.81,4768.1
11/22/2008 12,11/22/2008 17,0.1,86694.467,4768.1,476.81,4768.1
11/22/2008 13,11/22/2008 18,0.1,84926.797,4769.5,476.95,4769.5
11/22/2008 13,11/22/2008 18,0.1,84926.797,4769.5,476.95,4769.5
11/22/2008 14,11/22/2008 19,0.1,83097.752,4741.4,474.14,4741.4
11/22/2008 14,11/22/2008 19,0.1,83097.752,4741.4,474.14,4741.4
11/22/2008 15,11/22/2008 20,0.1,81804.873,4738.5,473.85,4738.5
11/22/2008 15,11/22/2008 20,0.1,81804.873,4738.5,473.85,4738.5
11/22/2008 16,11/22/2008 21,0.1,82137.292,4733.3,473.33,4733.3
11/22/2008 16,11/22/2008 21,0.1,82137.292,4733.3,473.33,4733.3
11/22/2008 17,11/22/2008 22,0.1,84914.087,4759,475.9,4759
11/22/2008 17,11/22/2008 22,0.1,84914.087,4759,475.9,4759
11/22/2008 18,11/22/2008 23,0.1,90692.745,4744.1,474.41,4744.1
11/22/2008 18,11/22/2008 23,0.1,90692.745,4744.1,474.41,4744.1
11/22/2008 19,11/23/2008 00,0.1,91354.325,4740.1,474.01,4740.1
11/22/2008 19,11/23/2008 00,0.1,91354.325,4740.1,474.01,4740.1
11/22/2008 20,11/23/2008 01,0.1,90688.229,4744.9,474.49,4744.9
11/22/2008 20,11/23/2008 01,0.1,90688.229,4744.9,474.49,4744.9
11/22/2008 21,11/23/2008 02,0.1,89470.192,4733.4,473.34,4733.4
11/22/2008 21,11/23/2008 02,0.1,89470.192,4733.4,473.34,4733.4
11/22/2008 22,11/23/2008 03,0.1,87404.611,4746.7,474.67,4746.7
11/22/2008 22,11/23/2008 03,0.1,87404.611,4746.7,474.67,4746.7
11/22/2008 23,11/23/2008 04,0.1,83960.658,4734.6,473.46,4734.6
11/22/2008 23,11/23/2008 04,0.1,83960.658,4734.6,473.46,4734.6
11/22/2008 24,11/23/2008 05,0.1,80038.252,4747.7,474.77,4747.7
11/22/2008 24,11/23/2008 05,0.1,80038.252,4747.7,474.77,4747.7
11/23/2008 01,11/23/2008 06,0.1,76608.963,4803.6,480.36,4803.6
11/23/2008 02,11/23/2008 07,0.09,74737.47,4793.8,431.48,4793.8
11/23/2008 03,11/23/2008 08,0.09,73916.57,4811.3,433.05,4811.3
11/23/2008 04,11/23/2008 09,0.09,73636.071,4807,432.69,4807
11/23/2008 05,11/23/2008 10,0.09,74072.078,4829.5,434.71,4829.5
11/23/2008 06,11/23/2008 11,0.1,75894.266,4770.2,477.02,4770.2
11/23/2008 07,11/23/2008 12,0.09,78589.477,4906.3,441.63,4906.3
11/23/2008 08,11/23/2008 13,0.1,81140.239,4823.4,482.34,4823.4
11/23/2008 09,11/23/2008 14,0.1,82652.571,4823.4,482.34,4823.4
11/23/2008 10,11/23/2008 15,0.1,81834.788,4835.9,483.59,4835.9
11/23/2008 11,11/23/2008 16,0.09,80191.123,4866.4,438.02,4866.4
11/23/2008 12,11/23/2008 17,0.09,78476.822,4900.7,441.12,4900.7
11/23/2008 13,11/23/2008 18,0.09,76907.863,4978.4,448.11,4978.4
11/23/2008 14,11/23/2008 19,0,75536.045,5074.7,0,5074.7
11/23/2008 15,11/23/2008 20,0,74294.658,5080.6,0,5080.6
11/23/2008 16,11/23/2008 21,0,74478.37,5072,0,5072
11/23/2008 17,11/23/2008 22,0.09,78017.427,5054.1,454.88,5054.1
11/23/2008 18,11/23/2008 23,0.1,85722.434,4831,483.1,4831
11/23/2008 19,11/24/2008 00,0.1,88261.319,4836,483.6,4836
11/23/2008 20,11/24/2008 01,0.1,88560.54,4836,483.6,4836
11/23/2008 21,11/24/2008 02,0.1,87772.632,4836,483.6,4836
11/23/2008 22,11/24/2008 03,0.1,85121.43,4836.4,483.64,4836.4
11/23/2008 23,11/24/2008 04,0.1,81289.668,4772.6,477.26,4772.6
11/23/2008 24,11/24/2008 05,0.09,77013.572,4849.3,436.45,4849.3
11/24/2008 01,11/24/2008 06,0.1,73907.242,4880.7,488.07,4880.7
11/24/2008 02,11/24/2008 07,0.09,72702.615,4886.2,439.79,4886.2
11/24/2008 03,11/24/2008 08,0.09,72427.901,4891.2,440.22,4891.2
11/24/2008 04,11/24/2008 09,0.09,72857.824,4850.1,436.55,4850.1
11/24/2008 05,11/24/2008 10,0.1,74956.299,4837.1,483.71,4837.1
11/24/2008 06,11/24/2008 11,0.1,79912.412,4837.7,483.77,4837.7
11/24/2008 07,11/24/2008 12,0.1,88362.029,4806.1,480.61,4806.1
11/24/2008 08,11/24/2008 13,0.1,92480.242,4839.6,483.96,4839.6
11/24/2008 09,11/24/2008 14,0.1,92499.541,4893.6,489.36,4893.6
11/24/2008 10,11/24/2008 15,0.1,91102.801,4893.9,489.39,4893.9
11/24/2008 11,11/24/2008 16,0.1,89858.373,4893.7,489.37,4893.7
11/24/2008 12,11/24/2008 17,0.1,88341.044,4781.9,478.19,4781.9
11/24/2008 13,11/24/2008 18,0.1,86820.787,4781.8,478.18,4781.8
11/24/2008 14,11/24/2008 19,0.1,86264.495,4748,474.8,4748
11/24/2008 15,11/24/2008 20,0.1,85479.909,4747.8,474.78,4747.8
11/24/2008 16,11/24/2008 21,0.09,85554.397,4750.8,427.58,4750.8
11/24/2008 17,11/24/2008 22,0.1,88218.612,4852.4,485.24,4852.4
11/24/2008 18,11/24/2008 23,0.1,92547.464,4820.7,482.07,4820.7
11/24/2008 19,11/25/2008 00,0.1,93128.327,4893.5,489.35,4893.5
11/24/2008 20,11/25/2008 01,0.1,91739.33,4893.8,489.38,4893.8
11/24/2008 21,11/25/2008 02,0.1,89634.719,4837.4,483.74,4837.4
11/24/2008 22,11/25/2008 03,0.1,85897.319,4747.8,474.78,4747.8
11/24/2008 23,11/25/2008 04,0.09,80196.102,4910.9,442.01,4910.9
11/24/2008 24,11/25/2008 05,0.09,74262.137,4911,442.01,4911
11/25/2008 01,11/25/2008 06,0.05,70021.174,5364.7,268.28,5364.7
11/25/2008 02,11/25/2008 07,0.03,67624.494,5026.7,150.81,5026.7
11/25/2008 03,11/25/2008 08,0,66612.714,5033.8,0,5033.8
11/25/2008 04,11/25/2008 09,0.05,66435.103,5035.9,251.86,5035.9
11/25/2008 05,11/25/2008 10,0.05,67912.796,5059.6,253.02,5059.6
11/25/2008 06,11/25/2008 11,0.09,72634.3,5087.4,457.89,5087.4
11/25/2008 07,11/25/2008 12,0.1,81020.021,5413.6,541.36,5413.6
11/25/2008 08,11/25/2008 13,0.1,86173.741,5582.6,558.26,5582.6
11/25/2008 09,11/25/2008 14,0.1,86469.2,5597.8,559.78,5597.8
11/25/2008 10,11/25/2008 15,0.1,86260.969,5629.7,562.97,5629.7
11/25/2008 11,11/25/2008 16,0.1,86060.72,5626.7,562.67,5626.7
11/25/2008 12,11/25/2008 17,0.1,85514.625,5479.7,547.97,5479.7
11/25/2008 13,11/25/2008 18,0.1,84696.008,5479.3,547.93,5479.3
11/25/2008 14,11/25/2008 19,0.1,84248.602,5419.8,541.98,5419.8
11/25/2008 15,11/25/2008 20,0.1,83838.283,5419.7,541.97,5419.7
11/25/2008 16,11/25/2008 21,0.1,83826.403,5419.2,541.92,5419.2
11/25/2008 17,11/25/2008 22,0.1,86286.706,5444.8,544.48,5444.8
11/25/2008 18,11/25/2008 23,0.19,92406.42,5626,1068.94,5626
11/25/2008 19,11/26/2008 00,0.19,93637.335,5626,1068.97,5626
11/25/2008 20,11/26/2008 01,0.1,92820.475,5621.3,562.13,5621.3
11/25/2008 21,11/26/2008 02,0.1,91118.963,5621.3,562.13,5621.3
11/25/2008 22,11/26/2008 03,0.1,87993.036,5600.8,560.08,5600.8
11/25/2008 23,11/26/2008 04,0.1,82526.977,5341,534.1,5341
11/25/2008 24,11/26/2008 05,0.1,77102.118,5460.5,546.05,5460.5
11/26/2008 01,11/26/2008 06,0.09,72924.675,5104.9,459.46,5104.9
11/26/2008 02,11/26/2008 07,0.05,70515.636,5435.8,271.86,5435.8
11/26/2008 03,11/26/2008 08,0,69571.151,5349.1,0,5349.1
11/26/2008 04,11/26/2008 09,0,69436.234,5348.3,0,5348.3
11/26/2008 05,11/26/2008 10,0.09,70945.99,5410.2,486.98,5410.2
11/26/2008 06,11/26/2008 11,0.09,75233.909,5416.8,487.54,5416.8
11/26/2008 07,11/26/2008 12,0.1,82597.667,5383.3,538.33,5383.3
11/26/2008 08,11/26/2008 13,0.1,87304.171,5471.7,547.17,5471.7
11/26/2008 09,11/26/2008 14,0.1,88002.239,5509.1,550.91,5509.1
11/26/2008 10,11/26/2008 15,0.1,87479.098,5508.7,550.87,5508.7
11/26/2008 11,11/26/2008 16,0.1,86991.79,5508.5,550.85,5508.5
11/26/2008 12,11/26/2008 17,0.1,85927.624,5475.1,547.51,5475.1
11/26/2008 13,11/26/2008 18,0.1,84649.448,5474.498,547.44,5474.498
11/26/2008 14,11/26/2008 19,0.1,83572.007,5474.7,547.47,5474.7
11/26/2008 15,11/26/2008 20,0.09,82530.905,5474.9,492.81,5474.9
11/26/2008 16,11/26/2008 21,0.09,82020.17,5474.6,492.74,5474.6
11/26/2008 17,11/26/2008 22,0.1,83917.451,5474.6,547.46,5474.6
11/26/2008 18,11/26/2008 23,0.1,89451.34,5508.7,550.87,5508.7
11/26/2008 19,11/27/2008 00,0.1,90616.625,5513.2,551.32,5513.2
11/26/2008 20,11/27/2008 01,0.1,89537.818,5509.5,550.95,5509.5
11/26/2008 21,11/27/2008 02,0.1,88168.571,5508.9,550.89,5508.9
11/26/2008 22,11/27/2008 03,0.1,85474.23,5508.9,550.89,5508.9
11/26/2008 23,11/27/2008 04,0.1,81305.33,5495.9,549.59,5495.9
11/26/2008 24,11/27/2008 05,0.09,76271.066,5378.6,484.12,5378.6
11/27/2008 01,11/27/2008 06,0,72062.225,4696,0,4696
11/27/2008 02,11/27/2008 07,0,69621.387,4900.3,0,4900.3
11/27/2008 03,11/27/2008 08,0,68673.567,4907.6,0,4907.6
11/27/2008 04,11/27/2008 09,0,68189.009,4913.7,0,4913.7
11/27/2008 05,11/27/2008 10,0,68926.962,4910.8,0,4910.8
11/27/2008 06,11/27/2008 11,0,70895.783,4903.8,0,4903.8
11/27/2008 07,11/27/2008 12,0.09,73663.014,4892.5,440.4,4892.5
11/27/2008 08,11/27/2008 13,0.09,76132.693,4893.1,440.4,4893.1
11/27/2008 09,11/27/2008 14,0.1,77944.988,4890.8,489.08,4890.8
11/27/2008 10,11/27/2008 15,0.1,78410.717,4913.3,491.33,4913.3
11/27/2008 11,11/27/2008 16,0.1,77953.48,4911.5,491.15,4911.5
11/27/2008 12,11/27/2008 17,0.1,76409.26,4907,490.7,4907
11/27/2008 13,11/27/2008 18,0.1,73430.224,4906.2,490.62,4906.2
11/27/2008 14,11/27/2008 19,0,69839.123,4909.9,0,4909.9
11/27/2008 15,11/27/2008 20,0,67072.377,4881,0,4881
