Preliminary Day-ahead Scheduling Reserve Summary
Month:,"September, 2011" ,Report Creation Timestamp (EPT):, 11/03/2012 05:12:49 PM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
09/01/2011 01,09/01/2011 05,.000,78982.968000,7218.800,.00,7218.800
09/01/2011 02,09/01/2011 06,.000,74517.018000,7194.400,.00,7194.400
09/01/2011 03,09/01/2011 07,.000,71216.161000,7271.800,.00,7271.800
09/01/2011 04,09/01/2011 08,.000,69456.286000,7304.500,.00,7304.500
09/01/2011 05,09/01/2011 09,.000,69717.500000,7202.300,.00,7202.300
09/01/2011 06,09/01/2011 10,.000,72984.517000,7298.600,.00,7298.600
09/01/2011 07,09/01/2011 11,.000,79620.400000,8090.600,.00,8090.600
09/01/2011 08,09/01/2011 12,.000,84721.682000,8188.100,.00,8188.100
09/01/2011 09,09/01/2011 13,.010,89522.665000,8170.500,81.74,8170.500
09/01/2011 10,09/01/2011 14,.020,94541.158000,8148.300,162.98,8148.300
09/01/2011 11,09/01/2011 15,.020,99833.385000,8060.100,161.22,8060.100
09/01/2011 12,09/01/2011 16,.020,104737.455000,8015.200,160.32,8015.200
09/01/2011 13,09/01/2011 17,.020,108733.213000,8087.200,161.76,8087.200
09/01/2011 14,09/01/2011 18,.250,112560.481000,8007.200,2001.94,8007.200
09/01/2011 15,09/01/2011 19,1.000,114867.039000,7906.099,7906.11,7906.099
09/01/2011 16,09/01/2011 20,5.000,116932.548000,7929.499,39647.50,7929.499
09/01/2011 17,09/01/2011 21,5.000,118613.212000,7920.499,39602.51,7920.499
09/01/2011 18,09/01/2011 22,3.000,118670.401000,7882.399,23647.19,7882.399
09/01/2011 19,09/01/2011 23,.250,115845.604000,7342.300,1835.68,7342.300
09/01/2011 20,09/02/2011 00,.020,112750.977000,7388.200,147.78,7388.200
09/01/2011 21,09/02/2011 01,.040,112666.862000,7204.100,288.20,7204.100
09/01/2011 22,09/02/2011 02,.020,108444.694000,7172.800,143.48,7172.800
09/01/2011 23,09/02/2011 03,.040,100160.388000,7240.200,289.68,7240.200
09/01/2011 24,09/02/2011 04,.000,91447.413000,7134.300,.00,7134.300
09/02/2011 01,09/02/2011 05,.000,84238.666000,6424.100,.00,6424.100
09/02/2011 02,09/02/2011 06,.000,79734.082000,6387.700,.00,6387.700
09/02/2011 03,09/02/2011 07,.000,76154.170000,6356.600,.00,6356.600
09/02/2011 04,09/02/2011 08,.000,73991.177000,6229.000,.00,6229.000
09/02/2011 05,09/02/2011 09,.000,73714.506000,6345.300,.00,6345.300
09/02/2011 06,09/02/2011 10,.000,76725.357000,6239.900,.00,6239.900
09/02/2011 07,09/02/2011 11,.000,83187.833000,7306.300,.00,7306.300
09/02/2011 08,09/02/2011 12,.000,88265.011000,7297.700,.00,7297.700
09/02/2011 09,09/02/2011 13,.000,92921.761000,7131.400,.00,7131.400
09/02/2011 10,09/02/2011 14,.020,97794.692000,7113.400,142.29,7113.400
09/02/2011 11,09/02/2011 15,.020,102902.441000,7284.900,145.70,7284.900
09/02/2011 12,09/02/2011 16,.020,107545.325000,7164.000,143.29,7164.000
09/02/2011 13,09/02/2011 17,.080,111869.740000,7258.800,580.69,7258.800
09/02/2011 14,09/02/2011 18,.250,115591.410000,7236.800,1809.26,7236.800
09/02/2011 15,09/02/2011 19,1.120,117688.959000,7206.200,8070.96,7206.200
09/02/2011 16,09/02/2011 20,4.000,118416.372000,7200.800,28803.20,7200.800
09/02/2011 17,09/02/2011 21,4.000,118586.390000,7200.700,28802.80,7200.700
09/02/2011 18,09/02/2011 22,1.120,117214.279000,7169.500,8029.88,7169.500
09/02/2011 19,09/02/2011 23,.050,113894.303000,6359.800,318.11,6359.800
09/02/2011 20,09/03/2011 00,.020,110299.374000,6375.400,127.52,6375.400
09/02/2011 21,09/03/2011 01,.050,109107.092000,6034.500,301.84,6034.500
09/02/2011 22,09/03/2011 02,.020,104835.818000,6197.400,123.96,6197.400
09/02/2011 23,09/03/2011 03,.010,98073.240000,6066.900,60.74,6066.900
09/02/2011 24,09/03/2011 04,.000,89906.625000,6028.800,.00,6028.800
09/03/2011 01,09/03/2011 05,.000,82993.831000,6075.600,.00,6075.600
09/03/2011 02,09/03/2011 06,.000,77637.558000,6081.300,.00,6081.300
09/03/2011 03,09/03/2011 07,.000,74265.681000,6217.100,.00,6217.100
09/03/2011 04,09/03/2011 08,.000,71636.194000,6156.900,.00,6156.900
09/03/2011 05,09/03/2011 09,.000,69987.988000,6292.400,.00,6292.400
09/03/2011 06,09/03/2011 10,.000,70170.648000,6137.300,.00,6137.300
09/03/2011 07,09/03/2011 11,.000,71396.272000,6310.700,.00,6310.700
09/03/2011 08,09/03/2011 12,.000,73096.868000,6271.800,.00,6271.800
09/03/2011 09,09/03/2011 13,.000,78851.964000,6065.600,.00,6065.600
09/03/2011 10,09/03/2011 14,.010,85946.723000,6203.000,62.08,6203.000
09/03/2011 11,09/03/2011 15,.020,92826.088000,6273.600,125.49,6273.600
09/03/2011 12,09/03/2011 16,.020,98469.901000,6200.200,124.02,6200.200
09/03/2011 13,09/03/2011 17,.050,103181.806000,6086.600,304.44,6086.600
09/03/2011 14,09/03/2011 18,.100,106628.735000,6127.500,612.75,6127.500
09/03/2011 15,09/03/2011 19,.110,109225.736000,6124.400,673.73,6124.400
