Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"November, 2011 ",Report Creation Timestamp (EPT):, 11/03/2012 05:34:19 PM,,,
11/16/2011 07,11/16/2011 12,0,75942.771,5890.3,0,5890.3
11/16/2011 08,11/16/2011 13,0,81519.415,5890.3,0,5890.3
11/16/2011 09,11/16/2011 14,0,82842.552,6149.1,0,6149.1
11/16/2011 10,11/16/2011 15,0,83646.365,6161.7,0,6161.7
11/16/2011 11,11/16/2011 16,0,84567.351,5920.5,0,5920.5
11/16/2011 12,11/16/2011 17,0,84632.354,6091.4,0,6091.4
11/16/2011 13,11/16/2011 18,0,84510.865,6190.3,0,6190.3
11/16/2011 14,11/16/2011 19,0,84496.649,6048.4,0,6048.4
11/16/2011 15,11/16/2011 20,0,84032.301,6222.3,0,6222.3
11/16/2011 16,11/16/2011 21,0,83988.077,6190.3,0,6190.3
11/16/2011 17,11/16/2011 22,0,85937.988,5722.8,0,5722.8
11/16/2011 18,11/16/2011 23,0,90212.79,5656.7,0,5656.7
11/16/2011 19,11/17/2011 00,0,91201.735,4717.4,0,4717.4
11/16/2011 20,11/17/2011 01,0,89675.217,4725.9,0,4725.9
11/16/2011 21,11/17/2011 02,0,87818.041,4782.9,0,4782.9
11/16/2011 22,11/17/2011 03,0,84173.534,4820.4,0,4820.4
11/16/2011 23,11/17/2011 04,0,78674.43,4820.3,0,4820.3
11/16/2011 24,11/17/2011 05,0,72959.076,4520.3,0,4520.3
11/17/2011 01,11/17/2011 06,0,68647.823,4827.2,0,4827.2
11/17/2011 02,11/17/2011 07,0,66418.565,4826.1,0,4826.1
11/17/2011 03,11/17/2011 08,0,65251.139,4826.3,0,4826.3
11/17/2011 04,11/17/2011 09,0,65185.846,4828.2,0,4828.2
11/17/2011 05,11/17/2011 10,0,66678.746,4831.2,0,4831.2
11/17/2011 06,11/17/2011 11,0,71839.263,4916.2,0,4916.2
11/17/2011 07,11/17/2011 12,0,81135.492,6046.6,0,6046.6
11/17/2011 08,11/17/2011 13,0,86401.481,6012.5,0,6012.5
11/17/2011 09,11/17/2011 14,0,87546.221,5998.2,0,5998.2
11/17/2011 10,11/17/2011 15,0,88117.02,6094.1,0,6094.1
11/17/2011 11,11/17/2011 16,0,88890.104,5990,0,5990
11/17/2011 12,11/17/2011 17,0,89029.473,6055.8,0,6055.8
11/17/2011 13,11/17/2011 18,0,88784.381,6124.6,0,6124.6
11/17/2011 14,11/17/2011 19,0,88774.948,6114.6,0,6114.6
11/17/2011 15,11/17/2011 20,0,87995.686,6122.9,0,6122.9
11/17/2011 16,11/17/2011 21,0,87974.085,6126.2,0,6126.2
11/17/2011 17,11/17/2011 22,0,90391.872,6099.2,0,6099.2
11/17/2011 18,11/17/2011 23,0.01,96497.845,5932,59.38,5932
11/17/2011 19,11/18/2011 00,0.01,98298.026,5015.8,50.18,5015.8
11/17/2011 20,11/18/2011 01,0,97443.279,5013.8,0,5013.8
11/17/2011 21,11/18/2011 02,0,96113.982,5072.7,0,5072.7
11/17/2011 22,11/18/2011 03,0,92859.4,5143,0,5143
11/17/2011 23,11/18/2011 04,0,87506.271,4899.3,0,4899.3
11/17/2011 24,11/18/2011 05,0,82100.355,4916,0,4916
11/18/2011 01,11/18/2011 06,0,78088.256,5128.3,0,5128.3
11/18/2011 02,11/18/2011 07,0,75794.373,5136.7,0,5136.7
11/18/2011 03,11/18/2011 08,0,75065.398,5131.9,0,5131.9
11/18/2011 04,11/18/2011 09,0,75149.969,5145.7,0,5145.7
11/18/2011 05,11/18/2011 10,0,77168.289,5147.7,0,5147.7
11/18/2011 06,11/18/2011 11,0,82465.728,5112.3,0,5112.3
11/18/2011 07,11/18/2011 12,0,91453.337,6334.3,0,6334.3
11/18/2011 08,11/18/2011 13,0.01,95436.994,6236.3,62.4,6236.3
11/18/2011 09,11/18/2011 14,0.01,94443.851,6230.6,62.33,6230.6
11/18/2011 10,11/18/2011 15,0,92401.012,6230.2,0,6230.2
11/18/2011 11,11/18/2011 16,0,90774.373,6241.4,0,6241.4
11/18/2011 12,11/18/2011 17,0,88804.588,6306,0,6306
11/18/2011 13,11/18/2011 18,0,86965.776,6027.4,0,6027.4
11/18/2011 14,11/18/2011 19,0,85749.625,6348.8,0,6348.8
11/18/2011 15,11/18/2011 20,0,84611.105,6348.7,0,6348.7
11/18/2011 16,11/18/2011 21,0,83965.512,6329.7,0,6329.7
11/18/2011 17,11/18/2011 22,0,86154.379,5900.9,0,5900.9
11/18/2011 18,11/18/2011 23,0.01,92843.766,5932.4,59.37,5932.4
11/18/2011 19,11/19/2011 00,0.01,94430.449,5008.3,50.12,5008.3
11/18/2011 20,11/19/2011 01,0,93516.176,5037.7,0,5037.7
11/18/2011 21,11/19/2011 02,0,92297.788,5054.1,0,5054.1
11/18/2011 22,11/19/2011 03,0,89806.564,4976.4,0,4976.4
11/18/2011 23,11/19/2011 04,0,85511.665,4840.1,0,4840.1
11/18/2011 24,11/19/2011 05,0,80703.954,4841.7,0,4841.7
11/19/2011 01,11/19/2011 06,0,76640.736,4115.6,0,4115.6
11/19/2011 02,11/19/2011 07,0,74622.401,4060.8,0,4060.8
11/19/2011 03,11/19/2011 08,0,73373.453,4183.6,0,4183.6
11/19/2011 04,11/19/2011 09,0,72912.347,4068.4,0,4068.4
11/19/2011 05,11/19/2011 10,0,73573.526,4063.3,0,4063.3
11/19/2011 06,11/19/2011 11,0,75815.471,4079.6,0,4079.6
11/19/2011 07,11/19/2011 12,0,79045.875,4025.4,0,4025.4
11/19/2011 08,11/19/2011 13,0.01,81882.008,4104.7,41.12,4104.7
11/19/2011 09,11/19/2011 14,0.01,83547.146,4125.7,41.3,4125.7
11/19/2011 10,11/19/2011 15,0.01,83387.172,4126.8,41.31,4126.8
11/19/2011 11,11/19/2011 16,0,82264.618,4015.3,0,4015.3
11/19/2011 12,11/19/2011 17,0,80364.847,3956.7,0,3956.7
11/19/2011 13,11/19/2011 18,0,78350.521,4201.4,0,4201.4
11/19/2011 14,11/19/2011 19,0,76475.052,4166,0,4166
11/19/2011 15,11/19/2011 20,0,75428.461,4233,0,4233
11/19/2011 16,11/19/2011 21,0,75188.853,4201.1,0,4201.1
11/19/2011 17,11/19/2011 22,0,77294.951,4234.2,0,4234.2
11/19/2011 18,11/19/2011 23,0,83092.734,4160.7,0,4160.7
11/19/2011 19,11/20/2011 00,0,84260.147,4146.1,0,4146.1
11/19/2011 20,11/20/2011 01,0,83248.331,4247.2,0,4247.2
11/19/2011 21,11/20/2011 02,0,81765.201,4148.5,0,4148.5
11/19/2011 22,11/20/2011 03,0,78988.506,4497.5,0,4497.5
11/19/2011 23,11/20/2011 04,0,75238.018,4256.7,0,4256.7
11/19/2011 24,11/20/2011 05,0,70771.057,4236.6,0,4236.6
11/20/2011 01,11/20/2011 06,0,66912.602,4230.5,0,4230.5
11/20/2011 02,11/20/2011 07,0,64228.341,4223.4,0,4223.4
11/20/2011 03,11/20/2011 08,0,62416.429,4209.9,0,4209.9
11/20/2011 04,11/20/2011 09,0,61573.035,4168.2,0,4168.2
11/20/2011 05,11/20/2011 10,0,61493.791,4241.4,0,4241.4
11/20/2011 06,11/20/2011 11,0,62701.573,4222.9,0,4222.9
11/20/2011 07,11/20/2011 12,0,64613.469,4239.9,0,4239.9
11/20/2011 08,11/20/2011 13,0,66697.281,4181.7,0,4181.7
11/20/2011 09,11/20/2011 14,0,69186.528,4163.3,0,4163.3
11/20/2011 10,11/20/2011 15,0,70865.077,4159.8,0,4159.8
11/20/2011 11,11/20/2011 16,0,71567.96,4239.9,0,4239.9
11/20/2011 12,11/20/2011 17,0,71757.734,4172.2,0,4172.2
11/20/2011 13,11/20/2011 18,0,71682.899,4167,0,4167
11/20/2011 14,11/20/2011 19,0,71610.957,4054.8,0,4054.8
11/20/2011 15,11/20/2011 20,0,71490.618,4141.4,0,4141.4
11/20/2011 16,11/20/2011 21,0,72159.969,4174.4,0,4174.4
11/20/2011 17,11/20/2011 22,0,75059.842,4036.8,0,4036.8
11/20/2011 18,11/20/2011 23,0.02,80813.797,3993.4,79.89,3993.4
11/20/2011 19,11/21/2011 00,0.01,81783.883,3986.1,39.85,3986.1
11/20/2011 20,11/21/2011 01,0.01,80917.381,4026.7,40.23,4026.7
11/20/2011 21,11/21/2011 02,0,79338.667,4110.9,0,4110.9
11/20/2011 22,11/21/2011 03,0,76163.248,4226.1,0,4226.1
11/20/2011 23,11/21/2011 04,0,71917.656,4139.5,0,4139.5
11/20/2011 24,11/21/2011 05,0,67428.12,4083.7,0,4083.7
11/21/2011 01,11/21/2011 06,0,64140.238,4814.7,0,4814.7
11/21/2011 02,11/21/2011 07,0,61948.627,4814.7,0,4814.7
11/21/2011 03,11/21/2011 08,0,61076.971,4814.7,0,4814.7
11/21/2011 04,11/21/2011 09,0,61072.026,4814.7,0,4814.7
11/21/2011 05,11/21/2011 10,0,62744.341,4814.7,0,4814.7
11/21/2011 06,11/21/2011 11,0,67399.116,4814.7,0,4814.7
11/21/2011 07,11/21/2011 12,0,76155.635,5982.7,0,5982.7
11/21/2011 08,11/21/2011 13,0,81637.83,5827.8,0,5827.8
11/21/2011 09,11/21/2011 14,0,82969.468,5882.9,0,5882.9
11/21/2011 10,11/21/2011 15,0,83977.929,5862.2,0,5862.2
11/21/2011 11,11/21/2011 16,0,84571.341,5926.4,0,5926.4
11/21/2011 12,11/21/2011 17,0,84410.42,5914.2,0,5914.2
11/21/2011 13,11/21/2011 18,0,84124.545,5994.7,0,5994.7
11/21/2011 14,11/21/2011 19,0,83731.364,5994.7,0,5994.7
11/21/2011 15,11/21/2011 20,0,83597.236,5991.7,0,5991.7
11/21/2011 16,11/21/2011 21,0,83720.76,5994.7,0,5994.7
11/21/2011 17,11/21/2011 22,0,86111.858,5994.7,0,5994.7
11/21/2011 18,11/21/2011 23,0,90728.772,5322.4,0,5322.4
11/21/2011 19,11/22/2011 00,0,91501.717,4435.1,0,4435.1
11/21/2011 20,11/22/2011 01,0,89934.964,4551.7,0,4551.7
11/21/2011 21,11/22/2011 02,0,88030.38,4551.7,0,4551.7
11/21/2011 22,11/22/2011 03,0,84056.146,4551.7,0,4551.7
11/21/2011 23,11/22/2011 04,0,78660.747,4251.7,0,4251.7
11/21/2011 24,11/22/2011 05,0,72596.156,4302.7,0,4302.7
11/22/2011 01,11/22/2011 06,0,68119.012,4881.1,0,4881.1
11/22/2011 02,11/22/2011 07,0,65520.119,4881.1,0,4881.1
11/22/2011 03,11/22/2011 08,0,64340.734,4881.1,0,4881.1
11/22/2011 04,11/22/2011 09,0,64147.315,4881.1,0,4881.1
11/22/2011 05,11/22/2011 10,0,65361.202,4881.1,0,4881.1
11/22/2011 06,11/22/2011 11,0,69964.858,4881.1,0,4881.1
11/22/2011 07,11/22/2011 12,0,78415.954,5746.1,0,5746.1
11/22/2011 08,11/22/2011 13,0,84060.559,5747.1,0,5747.1
11/22/2011 09,11/22/2011 14,0,85691.723,6032.2,0,6032.2
11/22/2011 10,11/22/2011 15,0,86427.466,6047.1,0,6047.1
11/22/2011 11,11/22/2011 16,0,87456.007,6047.1,0,6047.1
11/22/2011 12,11/22/2011 17,0,87534.787,6047.1,0,6047.1
11/22/2011 13,11/22/2011 18,0,87216.743,5987.8,0,5987.8
11/22/2011 14,11/22/2011 19,0,87254.932,6047.1,0,6047.1
11/22/2011 15,11/22/2011 20,0,86904.164,6047.1,0,6047.1
11/22/2011 16,11/22/2011 21,0,86833.037,5484.1,0,5484.1
11/22/2011 17,11/22/2011 22,0,89090.07,5484.1,0,5484.1
11/22/2011 18,11/22/2011 23,0,92492.116,5336.1,0,5336.1
11/22/2011 19,11/23/2011 00,0,92340.152,4503,0,4503
11/22/2011 20,11/23/2011 01,0,90763.979,4619.1,0,4619.1
11/22/2011 21,11/23/2011 02,0,88490.351,4619.1,0,4619.1
11/22/2011 22,11/23/2011 03,0,84668.587,4619.1,0,4619.1
11/22/2011 23,11/23/2011 04,0,79266.801,4619.1,0,4619.1
11/22/2011 24,11/23/2011 05,0,73454.267,4318.1,0,4318.1
11/23/2011 01,11/23/2011 06,0,68569.995,4841.3,0,4841.3
11/23/2011 02,11/23/2011 07,0,65746.193,4822.9,0,4822.9
11/23/2011 03,11/23/2011 08,0,64251.381,4724.4,0,4724.4
11/23/2011 04,11/23/2011 09,0,63674.276,4772.5,0,4772.5
11/23/2011 05,11/23/2011 10,0,64809.342,4724.4,0,4724.4
11/23/2011 06,11/23/2011 11,0,68907.524,4724.4,0,4724.4
11/23/2011 07,11/23/2011 12,0,76199.68,5614.4,0,5614.4
11/23/2011 08,11/23/2011 13,0,81686.73,5614.4,0,5614.4
11/23/2011 09,11/23/2011 14,0,83864.141,5864.4,0,5864.4
11/23/2011 10,11/23/2011 15,0,85498.466,5864.4,0,5864.4
11/23/2011 11,11/23/2011 16,0,86357.012,5864.4,0,5864.4
11/23/2011 12,11/23/2011 17,0,86194.991,5864.4,0,5864.4
11/23/2011 13,11/23/2011 18,0,85488.784,5783.4,0,5783.4
11/23/2011 14,11/23/2011 19,0,84540.386,5864.4,0,5864.4
11/23/2011 15,11/23/2011 20,0,83569.275,5889.2,0,5889.2
11/23/2011 16,11/23/2011 21,0,83038.475,5976.9,0,5976.9
11/23/2011 17,11/23/2011 22,0,84782.744,5864.4,0,5864.4
11/23/2011 18,11/23/2011 23,0,89352.117,5160.6,0,5160.6
11/23/2011 19,11/24/2011 00,0,90393.94,4264.8,0,4264.8
11/23/2011 20,11/24/2011 01,0,89139.543,4411.4,0,4411.4
11/23/2011 21,11/24/2011 02,0,87416.187,4469.4,0,4469.4
11/23/2011 22,11/24/2011 03,0,84614.887,4309.8,0,4309.8
11/23/2011 23,11/24/2011 04,0,80098.083,4411.4,0,4411.4
11/23/2011 24,11/24/2011 05,0,74606.469,4161.4,0,4161.4
11/24/2011 01,11/24/2011 06,0,70158.269,4500.3,0,4500.3
11/24/2011 02,11/24/2011 07,0,67382.08,4423.4,0,4423.4
11/24/2011 03,11/24/2011 08,0,65807.554,4341.1,0,4341.1
11/24/2011 04,11/24/2011 09,0,65229.115,4322.9,0,4322.9
11/24/2011 05,11/24/2011 10,0,65719.819,4311.2,0,4311.2
11/24/2011 06,11/24/2011 11,0,67470.449,4412.1,0,4412.1
11/24/2011 07,11/24/2011 12,0,70342.587,4419.6,0,4419.6
11/24/2011 08,11/24/2011 13,0,72906.103,4303.4,0,4303.4
11/24/2011 09,11/24/2011 14,0,75178.467,4297.1,0,4297.1
11/24/2011 10,11/24/2011 15,0,76960.266,4320.3,0,4320.3
11/24/2011 11,11/24/2011 16,0,78078.477,4287.1,0,4287.1
11/24/2011 12,11/24/2011 17,0,77944.986,4267.1,0,4267.1
11/24/2011 13,11/24/2011 18,0,75698.985,4355.4,0,4355.4
11/24/2011 14,11/24/2011 19,0,72408.262,4356.2,0,4356.2
11/24/2011 15,11/24/2011 20,0,69555.772,4328.7,0,4328.7
11/24/2011 16,11/24/2011 21,0,67664.051,4173.3,0,4173.3
11/24/2011 17,11/24/2011 22,0,67433.786,4233.7,0,4233.7
11/24/2011 18,11/24/2011 23,0,71198.743,4417.7,0,4417.7
11/24/2011 19,11/25/2011 00,0,72282.547,4381,0,4381
11/24/2011 20,11/25/2011 01,0,72403.795,4456.9,0,4456.9
11/24/2011 21,11/25/2011 02,0,72646.661,4434.3,0,4434.3
11/24/2011 22,11/25/2011 03,0,71970.379,4360.4,0,4360.4
11/24/2011 23,11/25/2011 04,0,70280.085,4408.3,0,4408.3
11/24/2011 24,11/25/2011 05,0,67782.4,4177.5,0,4177.5
11/25/2011 01,11/25/2011 06,0,65297.867,4214,0,4214
11/25/2011 02,11/25/2011 07,0,63981.783,4214,0,4214
11/25/2011 03,11/25/2011 08,0,63566.162,4151.7,0,4151.7
11/25/2011 04,11/25/2011 09,0,63794.758,4151.7,0,4151.7
11/25/2011 05,11/25/2011 10,0,65289.963,4149,0,4149
11/25/2011 06,11/25/2011 11,0,68141.489,4385.6,0,4385.6
11/25/2011 07,11/25/2011 12,0,72043.021,4357.3,0,4357.3
11/25/2011 08,11/25/2011 13,0,74247.363,4196,0,4196
11/25/2011 09,11/25/2011 14,0,75088.123,4162.1,0,4162.1
11/25/2011 10,11/25/2011 15,0,74790.96,4279.4,0,4279.4
11/25/2011 11,11/25/2011 16,0,74230.171,4147.5,0,4147.5
11/25/2011 12,11/25/2011 17,0,73122.222,4280.2,0,4280.2
11/25/2011 13,11/25/2011 18,0,71865.078,4350.6,0,4350.6
11/25/2011 14,11/25/2011 19,0,70816.523,4389.2,0,4389.2
11/25/2011 15,11/25/2011 20,0,69721.96,4404.8,0,4404.8
11/25/2011 16,11/25/2011 21,0,69689.043,4292.2,0,4292.2
11/25/2011 17,11/25/2011 22,0,71547.201,4353.8,0,4353.8
11/25/2011 18,11/25/2011 23,0.01,78164.107,4188.4,41.87,4188.4
11/25/2011 19,11/26/2011 00,0,79530.751,4084.5,0,4084.5
11/25/2011 20,11/26/2011 01,0,78547.995,4080.8,0,4080.8
11/25/2011 21,11/26/2011 02,0,77356.288,4096.7,0,4096.7
11/25/2011 22,11/26/2011 03,0,75476.096,4025.3,0,4025.3
11/25/2011 23,11/26/2011 04,0,72455.728,4302.7,0,4302.7
11/25/2011 24,11/26/2011 05,0,68565.621,4199.7,0,4199.7
11/26/2011 01,11/26/2011 06,0,65394.295,4075.6,0,4075.6
11/26/2011 02,11/26/2011 07,0,63255.379,3998.4,0,3998.4
11/26/2011 03,11/26/2011 08,0,62227.278,4272.7,0,4272.7
11/26/2011 04,11/26/2011 09,0,61931.587,4160.6,0,4160.6
11/26/2011 05,11/26/2011 10,0,62750.238,4160.6,0,4160.6
11/26/2011 06,11/26/2011 11,0,64579.4,4082.6,0,4082.6
11/26/2011 07,11/26/2011 12,0,67722.054,4085.7,0,4085.7
11/26/2011 08,11/26/2011 13,0,70400.786,4004,0,4004
11/26/2011 09,11/26/2011 14,0,72913.156,4010.6,0,4010.6
11/26/2011 10,11/26/2011 15,0,74158.342,4374.5,0,4374.5
11/26/2011 11,11/26/2011 16,0,74306.687,4388.9,0,4388.9
11/26/2011 12,11/26/2011 17,0,73436.52,4460.6,0,4460.6
11/26/2011 13,11/26/2011 18,0,72160.253,4366.1,0,4366.1
11/26/2011 14,11/26/2011 19,0,70867.816,4455.5,0,4455.5
11/26/2011 15,11/26/2011 20,0,70009.089,4446.2,0,4446.2
11/26/2011 16,11/26/2011 21,0,69802.888,4460.7,0,4460.7
11/26/2011 17,11/26/2011 22,0,72161.732,4460.6,0,4460.6
11/26/2011 18,11/26/2011 23,0,77924.328,4445.7,0,4445.7
11/26/2011 19,11/27/2011 00,0,79111.831,4001.1,0,4001.1
11/26/2011 20,11/27/2011 01,0,78222.447,4059.1,0,4059.1
11/26/2011 21,11/27/2011 02,0,77093.454,4003.2,0,4003.2
11/26/2011 22,11/27/2011 03,0,74913.305,4008.8,0,4008.8
11/26/2011 23,11/27/2011 04,0,71813.495,4132.6,0,4132.6
11/26/2011 24,11/27/2011 05,0,67881.357,4160.6,0,4160.6
11/27/2011 01,11/27/2011 06,0,64197.289,4223.9,0,4223.9
11/27/2011 02,11/27/2011 07,0,61815.643,4223.9,0,4223.9
11/27/2011 03,11/27/2011 08,0,60609.331,4223.9,0,4223.9
11/27/2011 04,11/27/2011 09,0,60008.235,4223.9,0,4223.9
11/27/2011 05,11/27/2011 10,0,60308.829,4223.9,0,4223.9
11/27/2011 06,11/27/2011 11,0,61671.573,4223.9,0,4223.9
11/27/2011 07,11/27/2011 12,0,63934.594,4223.9,0,4223.9
11/27/2011 08,11/27/2011 13,0,66005.568,4223.9,0,4223.9
11/27/2011 09,11/27/2011 14,0,68360.824,4215.7,0,4215.7
11/27/2011 10,11/27/2011 15,0,70095.781,4516.6,0,4516.6
11/27/2011 11,11/27/2011 16,0,70972.466,4499.2,0,4499.2
11/27/2011 12,11/27/2011 17,0,71147.271,4458.9,0,4458.9
11/27/2011 13,11/27/2011 18,0,71540.438,4518.6,0,4518.6
11/27/2011 14,11/27/2011 19,0,71526.872,4516.7,0,4516.7
11/27/2011 15,11/27/2011 20,0,71269.917,4513.2,0,4513.2
11/27/2011 16,11/27/2011 21,0,71614.49,4506.1,0,4506.1
11/27/2011 17,11/27/2011 22,0,74685.52,4536.1,0,4536.1
11/27/2011 18,11/27/2011 23,0.01,81234.721,4261.2,42.61,4261.2
11/27/2011 19,11/28/2011 00,0,82552.803,3967.8,0,3967.8
11/27/2011 20,11/28/2011 01,0,81657.11,4187.8,0,4187.8
11/27/2011 21,11/28/2011 02,0,79992.068,4220.3,0,4220.3
11/27/2011 22,11/28/2011 03,0,76556.366,4135,0,4135
11/27/2011 23,11/28/2011 04,0,72096.913,4145.4,0,4145.4
11/27/2011 24,11/28/2011 05,0,67362.085,4043.9,0,4043.9
11/28/2011 01,11/28/2011 06,0,63419.056,4809.8,0,4809.8
11/28/2011 02,11/28/2011 07,0,61240.999,4809.8,0,4809.8
11/28/2011 03,11/28/2011 08,0,60239.066,4809.8,0,4809.8
11/28/2011 04,11/28/2011 09,0,60276.25,4809.8,0,4809.8
11/28/2011 05,11/28/2011 10,0,61976.003,4809.8,0,4809.8
11/28/2011 06,11/28/2011 11,0,66699.536,4809.8,0,4809.8
11/28/2011 07,11/28/2011 12,0,74623.125,5988.2,0,5988.2
11/28/2011 08,11/28/2011 13,0,80296.685,6004.8,0,6004.8
11/28/2011 09,11/28/2011 14,0,81682.326,6004.8,0,6004.8
11/28/2011 10,11/28/2011 15,0,82471.556,5985.5,0,5985.5
11/28/2011 11,11/28/2011 16,0,83364.483,5929.9,0,5929.9
11/28/2011 12,11/28/2011 17,0,83262.28,5938.7,0,5938.7
11/28/2011 13,11/28/2011 18,0,83274.9,5968.3,0,5968.3
11/28/2011 14,11/28/2011 19,0,83080.463,5828.9,0,5828.9
11/28/2011 15,11/28/2011 20,0,82795.216,6004.8,0,6004.8
11/28/2011 16,11/28/2011 21,0,82703.192,5837.7,0,5837.7
11/28/2011 17,11/28/2011 22,0,84793.248,5688.5,0,5688.5
11/28/2011 18,11/28/2011 23,0.01,90770.548,5773.3,57.75,5773.3
11/28/2011 19,11/29/2011 00,0.01,91903.945,4926.1,49.29,4926.1
11/28/2011 20,11/29/2011 01,0,90340.455,4807.5,0,4807.5
11/28/2011 21,11/29/2011 02,0,88170.88,5044.8,0,5044.8
11/28/2011 22,11/29/2011 03,0,83899.81,5109.8,0,5109.8
11/28/2011 23,11/29/2011 04,0,77960.56,5109.8,0,5109.8
11/28/2011 24,11/29/2011 05,0,71969.871,4809.8,0,4809.8
11/29/2011 01,11/29/2011 06,0,67320.748,5099.5,0,5099.5
11/29/2011 02,11/29/2011 07,0,64703.872,4900.3,0,4900.3
11/29/2011 03,11/29/2011 08,0,63370.685,4936.3,0,4936.3
11/29/2011 04,11/29/2011 09,0,62809.19,4904.3,0,4904.3
11/29/2011 05,11/29/2011 10,0,64047.426,4904.3,0,4904.3
11/29/2011 06,11/29/2011 11,0,68565.954,4904.3,0,4904.3
11/29/2011 07,11/29/2011 12,0,77302.144,6089.3,0,6089.3
11/29/2011 08,11/29/2011 13,0,82701.124,6139.3,0,6139.3
11/29/2011 09,11/29/2011 14,0,84005.358,6089.3,0,6089.3
11/29/2011 10,11/29/2011 15,0,85136.096,6089.3,0,6089.3
11/29/2011 11,11/29/2011 16,0,85998.74,6089.3,0,6089.3
11/29/2011 12,11/29/2011 17,0,86060.256,6089.3,0,6089.3
11/29/2011 13,11/29/2011 18,0,85973.31,6089.3,0,6089.3
11/29/2011 14,11/29/2011 19,0,85905.673,6139.3,0,6139.3
11/29/2011 15,11/29/2011 20,0,85743.005,5918.3,0,5918.3
11/29/2011 16,11/29/2011 21,0,86110.722,6089.3,0,6089.3
11/29/2011 17,11/29/2011 22,0,88950.767,6022.3,0,6022.3
11/29/2011 18,11/29/2011 23,0,94646.487,5436.3,0,5436.3
11/29/2011 19,11/30/2011 00,0,95541.347,4542.7,0,4542.7
11/29/2011 20,11/30/2011 01,0,94197.203,4608.3,0,4608.3
11/29/2011 21,11/30/2011 02,0,92379.829,4641.3,0,4641.3
11/29/2011 22,11/30/2011 03,0,88404.947,4641.3,0,4641.3
11/29/2011 23,11/30/2011 04,0,82569.062,4341.3,0,4341.3
11/29/2011 24,11/30/2011 05,0,76648.664,4341.3,0,4341.3
11/30/2011 01,11/30/2011 06,0,72104.712,5091.1,0,5091.1
11/30/2011 02,11/30/2011 07,0,69717.15,5091.1,0,5091.1
11/30/2011 03,11/30/2011 08,0,68796.91,5091.1,0,5091.1
11/30/2011 04,11/30/2011 09,0,68970.406,5096.7,0,5096.7
11/30/2011 05,11/30/2011 10,0,70748.228,5087.4,0,5087.4
11/30/2011 06,11/30/2011 11,0,76112.169,5091.1,0,5091.1
11/30/2011 07,11/30/2011 12,0,85263.658,6292.6,0,6292.6
11/30/2011 08,11/30/2011 13,0,90492.8,6300.2,0,6300.2
11/30/2011 09,11/30/2011 14,0,90601.679,6292.7,0,6292.7
11/30/2011 10,11/30/2011 15,0,90174.283,6311.1,0,6311.1
11/30/2011 11,11/30/2011 16,0,89920.71,6311.1,0,6311.1
11/30/2011 12,11/30/2011 17,0,89498.549,6311.1,0,6311.1
11/30/2011 13,11/30/2011 18,0,88911.971,6311.1,0,6311.1
11/30/2011 14,11/30/2011 19,0,88484.632,6311.1,0,6311.1
11/30/2011 15,11/30/2011 20,0,87949.112,6311.1,0,6311.1
11/30/2011 16,11/30/2011 21,0,88053.877,6311.1,0,6311.1
11/30/2011 17,11/30/2011 22,0,91158.051,5748.1,0,5748.1
11/30/2011 18,11/30/2011 23,0,97759.013,5644.4,0,5644.4
11/30/2011 19,12/01/2011 00,0.01,99397.638,4734.7,47.39,4734.7
11/30/2011 20,12/01/2011 01,0,98623.969,4694.8,0,4694.8
11/30/2011 21,12/01/2011 02,0,97166.485,4828.1,0,4828.1
11/30/2011 22,12/01/2011 03,0,93921.673,4828.1,0,4828.1
11/30/2011 23,12/01/2011 04,0,87884.381,4528.1,0,4528.1
11/30/2011 24,12/01/2011 05,0,81873.536,4528.1,0,4528.1
End of Report,,,,,,
