Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"October, 2008 ",Report Creation Timestamp (EPT):, 08/03/2010 02:30:01 PM,,,
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
10/14/2008 24,10/15/2008 04,0.1,65947.189,5124.2,512.42,5124.2
10/15/2008 01,10/15/2008 05,0,61078.837,5083.7,0,5083.7
10/15/2008 02,10/15/2008 06,0,58176.43,4922.7,0,4922.7
10/15/2008 03,10/15/2008 07,0,56682.763,4923.2,0,4923.2
10/15/2008 04,10/15/2008 08,0,56032.15,4982.7,0,4982.7
10/15/2008 05,10/15/2008 09,0,56674.315,4981.8,0,4981.8
10/15/2008 06,10/15/2008 10,0,60492.038,4979.5,0,4979.5
10/15/2008 07,10/15/2008 11,0.1,69021.841,4977.8,497.78,4977.8
10/15/2008 08,10/15/2008 12,0.11,74342.179,5020.1,552.21,5020.1
10/15/2008 09,10/15/2008 13,0.11,75661.591,5062.8,556.91,5062.8
10/15/2008 10,10/15/2008 14,0.12,77264.26,5063.1,607.57,5063.1
10/15/2008 11,10/15/2008 15,0.13,79264.381,5045.7,656,5045.7
10/15/2008 12,10/15/2008 16,0.13,80633.693,5035.5,654.67,5035.5
10/15/2008 13,10/15/2008 17,0.13,81974.997,5027.5,653.6,5027.5
10/15/2008 14,10/15/2008 18,0.15,83281.117,5045.4,756.88,5045.4
10/15/2008 15,10/15/2008 19,0.13,83788.648,5045.6,655.95,5045.6
10/15/2008 16,10/15/2008 20,0.15,83834.748,5065.7,759.95,5065.7
10/15/2008 17,10/15/2008 21,0.2,83827.738,5045.6,1009.12,5045.6
10/15/2008 18,10/15/2008 22,0.13,83233.533,5045.5,655.92,5045.5
10/15/2008 19,10/15/2008 23,0.13,83751.214,5042.6,655.56,5042.6
10/15/2008 20,10/16/2008 00,0.2,85611.551,5034.2,1006.84,5034.2
10/15/2008 21,10/16/2008 01,0.13,83931.691,5029.2,653.8,5029.2
10/15/2008 22,10/16/2008 02,0.12,79421.584,5054.3,606.51,5054.3
10/15/2008 23,10/16/2008 03,0.1,73407.985,4887.3,488.73,4887.3
10/15/2008 24,10/16/2008 04,0.1,67125.602,4977.3,497.73,4977.3
10/16/2008 01,10/16/2008 05,0,62029.761,4760.9,0,4760.9
10/16/2008 02,10/16/2008 06,0,58997.326,4738,0,4738
10/16/2008 03,10/16/2008 07,0,57304.864,4741.1,0,4741.1
10/16/2008 04,10/16/2008 08,0,56411.629,4741.1,0,4741.1
10/16/2008 05,10/16/2008 09,0,57027.007,4789.4,0,4789.4
10/16/2008 06,10/16/2008 10,0,60906.466,4772.2,0,4772.2
10/16/2008 07,10/16/2008 11,0.11,69113.58,4788.6,526.77,4788.6
10/16/2008 08,10/16/2008 12,0.12,74869.963,4778.4,573.45,4778.4
10/16/2008 09,10/16/2008 13,0.12,76373.54,4795.2,575.45,4795.2
10/16/2008 10,10/16/2008 14,0.12,77790.269,4664.9,559.81,4664.9
10/16/2008 11,10/16/2008 15,0.12,79765.343,4590.4,550.85,4590.4
10/16/2008 12,10/16/2008 16,0.12,80997.251,4593,551.19,4593
10/16/2008 13,10/16/2008 17,0.13,81622.893,4581.4,595.6,4581.4
10/16/2008 14,10/16/2008 18,0.12,82226.075,4611.6,553.38,4611.6
10/16/2008 15,10/16/2008 19,0.13,82057.332,4581.6,595.65,4581.6
10/16/2008 16,10/16/2008 20,0.12,81376.691,4690.9,562.91,4690.9
10/16/2008 17,10/16/2008 21,0.12,80971.94,4710.4,565.23,4710.4
10/16/2008 18,10/16/2008 22,0.12,80325.982,4739.5,568.74,4739.5
10/16/2008 19,10/16/2008 23,0.12,81394.864,4611.7,553.44,4611.7
10/16/2008 20,10/17/2008 00,0.13,83265.807,4591.8,596.97,4591.8
10/16/2008 21,10/17/2008 01,0.12,81545.768,4723.7,566.84,4723.7
10/16/2008 22,10/17/2008 02,0.12,77252.066,4720,566.39,4720
10/16/2008 23,10/17/2008 03,0.1,71541.549,4771.5,477.15,4771.5
10/16/2008 24,10/17/2008 04,0,65302.168,4766.9,0,4766.9
10/17/2008 01,10/17/2008 05,0,60411.272,4645.4,0,4645.4
10/17/2008 02,10/17/2008 06,0,57558.34,4652,0,4652
10/17/2008 03,10/17/2008 07,0,55926.071,4651.8,0,4651.8
10/17/2008 04,10/17/2008 08,0,55064.899,4652.9,0,4652.9
10/17/2008 05,10/17/2008 09,0,55705.229,4649.9,0,4649.9
10/17/2008 06,10/17/2008 10,0.1,59219.25,4640.3,464.03,4640.3
10/17/2008 07,10/17/2008 11,0.12,66783.423,4710.4,565.24,4710.4
10/17/2008 08,10/17/2008 12,0.12,72230.409,4731.1,567.74,4731.1
10/17/2008 09,10/17/2008 13,0.12,73713.613,4756.6,570.77,4756.6
10/17/2008 10,10/17/2008 14,0.12,74683.977,4756.5,570.81,4756.5
10/17/2008 11,10/17/2008 15,0.13,75631.674,4760.1,618.8,4760.1
10/17/2008 12,10/17/2008 16,0.13,75673.942,4759.9,618.79,4759.9
10/17/2008 13,10/17/2008 17,0.12,75443.358,4760.1,571.22,4760.1
10/17/2008 14,10/17/2008 18,0.12,75190.501,4751.7,570.21,4751.7
10/17/2008 15,10/17/2008 19,0.12,74422.088,4759.9,571.18,4759.9
10/17/2008 16,10/17/2008 20,0.12,73359.578,4753,570.34,4753
10/17/2008 17,10/17/2008 21,0.1,73074.455,4739.7,473.97,4739.7
10/17/2008 18,10/17/2008 22,0.1,72959.008,4691.2,469.12,4691.2
10/17/2008 19,10/17/2008 23,0.12,74561.078,4696.6,563.6,4696.6
10/17/2008 20,10/18/2008 00,0.13,76340.026,4740.9,616.36,4740.9
10/17/2008 21,10/18/2008 01,0.1,74671.121,4635.4,463.54,4635.4
10/17/2008 22,10/18/2008 02,0.1,72188.322,4679.4,467.94,4679.4
10/17/2008 23,10/18/2008 03,0.1,68138.857,4651.5,465.15,4651.5
10/17/2008 24,10/18/2008 04,0.1,63213.188,4561.9,456.19,4561.9
10/18/2008 01,10/18/2008 05,0,58983.193,4218.7,0,4218.7
10/18/2008 02,10/18/2008 06,0,56401.322,4233,0,4233
10/18/2008 03,10/18/2008 07,0,54846.231,4235.3,0,4235.3
10/18/2008 04,10/18/2008 08,0,54251.515,4232.5,0,4232.5
10/18/2008 05,10/18/2008 09,0,54328.919,4231.8,0,4231.8
10/18/2008 06,10/18/2008 10,0,55582.46,4228.9,0,4228.9
10/18/2008 07,10/18/2008 11,0,58405.185,4215.3,0,4215.3
10/18/2008 08,10/18/2008 12,0.1,61961.475,4210.7,421.07,4210.7
10/18/2008 09,10/18/2008 13,0.1,65291.431,4272.8,427.28,4272.8
10/18/2008 10,10/18/2008 14,0.1,67837.914,4288.7,428.87,4288.7
10/18/2008 11,10/18/2008 15,0.1,68718.405,4288.1,428.81,4288.1
10/18/2008 12,10/18/2008 16,0.1,68338.79,4287.8,428.78,4287.8
10/18/2008 13,10/18/2008 17,0.1,67570.477,4288.5,428.85,4288.5
10/18/2008 14,10/18/2008 18,0.1,66334.661,4288.7,428.87,4288.7
10/18/2008 15,10/18/2008 19,0.1,65333.847,4251,425.1,4251
10/18/2008 16,10/18/2008 20,0.1,64609.913,4231.4,423.14,4231.4
10/18/2008 17,10/18/2008 21,0.1,64615.791,4247.3,424.73,4247.3
10/18/2008 18,10/18/2008 22,0.1,65293.052,4260.8,426.08,4260.8
10/18/2008 19,10/18/2008 23,0.1,67957.328,4288.2,428.82,4288.2
10/18/2008 20,10/19/2008 00,0.1,71317.177,4288.6,428.86,4288.6
10/18/2008 21,10/19/2008 01,0.1,70507.857,4287.9,428.79,4287.9
10/18/2008 22,10/19/2008 02,0.1,68875.756,4288.1,428.81,4288.1
10/18/2008 23,10/19/2008 03,0.1,65694.202,4210.6,421.06,4210.6
10/18/2008 24,10/19/2008 04,0.1,61958.616,4210.6,421.06,4210.6
10/19/2008 01,10/19/2008 05,0.1,58496.833,4308,430.8,4308
10/19/2008 02,10/19/2008 06,0,56218.444,4315.6,0,4315.6
10/19/2008 03,10/19/2008 07,0,55000.96,4317.4,0,4317.4
10/19/2008 04,10/19/2008 08,0,54833.77,4318.1,0,4318.1
10/19/2008 05,10/19/2008 09,0,55010.192,4317.3,0,4317.3
10/19/2008 06,10/19/2008 10,0,56178.756,4317.1,0,4317.1
10/19/2008 07,10/19/2008 11,0,58568.233,4310.2,0,4310.2
10/19/2008 08,10/19/2008 12,0.1,61267.164,4307.8,430.78,4307.8
10/19/2008 09,10/19/2008 13,0.1,64211.616,4308.2,430.82,4308.2
10/19/2008 10,10/19/2008 14,0.1,65953.772,4385.8,438.58,4385.8
10/19/2008 11,10/19/2008 15,0.1,66362.411,4382.9,438.29,4382.9
10/19/2008 12,10/19/2008 16,0.1,66101.525,4382.8,438.28,4382.8
10/19/2008 13,10/19/2008 17,0.1,65649.416,4382.8,438.28,4382.8
10/19/2008 14,10/19/2008 18,0.1,64815.365,4330.4,433.04,4330.4
10/19/2008 15,10/19/2008 19,0.1,64083.166,4290.4,429.04,4290.4
10/19/2008 16,10/19/2008 20,0.1,63678.508,4291.1,429.11,4291.1
10/19/2008 17,10/19/2008 21,0.1,64155.462,4290.9,429.09,4290.9
10/19/2008 18,10/19/2008 22,0.1,65535.588,4305.2,430.52,4305.2
10/19/2008 19,10/19/2008 23,0.1,69104.258,4352.6,435.26,4352.6
10/19/2008 20,10/20/2008 00,0.19,73735.51,4382.7,832.75,4382.7
10/19/2008 21,10/20/2008 01,0.1,73582.925,4382.4,438.24,4382.4
10/19/2008 22,10/20/2008 02,0.1,71197.937,4382.6,438.26,4382.6
10/19/2008 23,10/20/2008 03,0.1,67290.532,4278.5,427.85,4278.5
10/19/2008 24,10/20/2008 04,0.1,63454.423,4297.9,429.79,4297.9
10/20/2008 01,10/20/2008 05,0,60371.12,4863.1,0,4863.1
10/20/2008 02,10/20/2008 06,0,58787.995,4869,0,4869
10/20/2008 03,10/20/2008 07,0,58418.387,4842.6,0,4842.6
10/20/2008 04,10/20/2008 08,0,58764.399,4837,0,4837
10/20/2008 05,10/20/2008 09,0,60411.666,4863.7,0,4863.7
10/20/2008 06,10/20/2008 10,0,65837.702,4864.8,0,4864.8
10/20/2008 07,10/20/2008 11,0.1,74907.832,4846.3,484.63,4846.3
10/20/2008 08,10/20/2008 12,0.1,80995.777,4932.4,493.24,4932.4
10/20/2008 09,10/20/2008 13,0.1,81693.385,4947.5,494.75,4947.5
10/20/2008 10,10/20/2008 14,0.1,81015.992,4947.8,494.78,4947.8
10/20/2008 11,10/20/2008 15,0.1,80000.197,4939.4,493.94,4939.4
10/20/2008 12,10/20/2008 16,0.1,79014.598,4940,494,4940
10/20/2008 13,10/20/2008 17,0.1,78024.956,4940,494,4940
10/20/2008 14,10/20/2008 18,0.1,77433.321,4940.3,494.03,4940.3
10/20/2008 15,10/20/2008 19,0.1,76503.269,4928.7,492.87,4928.7
10/20/2008 16,10/20/2008 20,0.1,75701.845,4929,492.9,4929
10/20/2008 17,10/20/2008 21,0.1,75659.28,4928.8,492.88,4928.8
10/20/2008 18,10/20/2008 22,0.1,75921.864,4913.1,491.31,4913.1
10/20/2008 19,10/20/2008 23,0.1,78732.155,4931.1,493.11,4931.1
10/20/2008 20,10/21/2008 00,0.12,81956.036,4838.9,580.66,4838.9
10/20/2008 21,10/21/2008 01,0.1,80912.091,4936.9,493.69,4936.9
10/20/2008 22,10/21/2008 02,0.1,77463.811,4957,495.7,4957
10/20/2008 23,10/21/2008 03,0,71986.049,4840.7,0,4840.7
10/20/2008 24,10/21/2008 04,0,66272.737,4845.7,0,4845.7
10/21/2008 01,10/21/2008 05,0,62412.218,4667.7,0,4667.7
10/21/2008 02,10/21/2008 06,0,60267.695,4680.5,0,4680.5
10/21/2008 03,10/21/2008 07,0,59338.487,4687.5,0,4687.5
10/21/2008 04,10/21/2008 08,0,59152.29,4689.6,0,4689.6
10/21/2008 05,10/21/2008 09,0,60557.953,4677.6,0,4677.6
10/21/2008 06,10/21/2008 10,0,65172.982,4666.8,0,4666.8
10/21/2008 07,10/21/2008 11,0.1,73739.161,4685.4,468.54,4685.4
10/21/2008 08,10/21/2008 12,0.1,79109.966,4705.2,470.52,4705.2
10/21/2008 09,10/21/2008 13,0.1,79129.968,4717.6,471.76,4717.6
10/21/2008 10,10/21/2008 14,0.1,78838.365,4672.9,467.29,4672.9
10/21/2008 11,10/21/2008 15,0.1,78725.924,4676.3,467.63,4676.3
10/21/2008 12,10/21/2008 16,0.1,78229.196,4656.9,465.69,4656.9
10/21/2008 13,10/21/2008 17,0.1,77566.895,4665.3,466.53,4665.3
10/21/2008 14,10/21/2008 18,0.1,77181.713,4656.9,465.69,4656.9
10/21/2008 15,10/21/2008 19,0.1,76372.954,4603.6,460.36,4603.6
10/21/2008 16,10/21/2008 20,0.1,75611.395,4592.3,459.23,4592.3
10/21/2008 17,10/21/2008 21,0.1,75560.624,4591.6,459.16,4591.6
10/21/2008 18,10/21/2008 22,0.1,76276.003,4591.8,459.18,4591.8
10/21/2008 19,10/21/2008 23,0.1,79409.296,4655.1,465.51,4655.1
10/21/2008 20,10/22/2008 00,0.15,82758.073,4539,680.91,4539
10/21/2008 21,10/22/2008 01,0.1,81588.52,4664.9,466.49,4664.9
10/21/2008 22,10/22/2008 02,0.1,78476.785,4580,458,4580
10/21/2008 23,10/22/2008 03,0,73034.578,4487.3,0,4487.3
10/21/2008 24,10/22/2008 04,0,67278.055,4657.3,0,4657.3
10/22/2008 01,10/22/2008 05,0,63296.503,4848.4,0,4848.4
10/22/2008 02,10/22/2008 06,0,61414.391,4842.7,0,4842.7
10/22/2008 03,10/22/2008 07,0,60488.219,4833.5,0,4833.5
10/22/2008 04,10/22/2008 08,0,60476.175,4838.9,0,4838.9
10/22/2008 05,10/22/2008 09,0,61857.952,4741.2,0,4741.2
10/22/2008 06,10/22/2008 10,0,66658.066,4754.3,0,4754.3
10/22/2008 07,10/22/2008 11,0.09,75610.495,4778.9,430.12,4778.9
10/22/2008 08,10/22/2008 12,0.1,81140.742,4845.7,484.57,4845.7
10/22/2008 09,10/22/2008 13,0.09,81294.467,4883.1,439.47,4883.1
10/22/2008 10,10/22/2008 14,0.09,80618.825,4882.9,439.46,4882.9
10/22/2008 11,10/22/2008 15,0.09,80054.648,4886.8,439.81,4886.8
10/22/2008 12,10/22/2008 16,0.1,79098.347,4895.1,489.51,4895.1
10/22/2008 13,10/22/2008 17,0.09,78066.013,4892.1,440.26,4892.1
10/22/2008 14,10/22/2008 18,0.09,77232.925,4888.5,439.98,4888.5
10/22/2008 15,10/22/2008 19,0,76266.717,4823.4,0,4823.4
10/22/2008 16,10/22/2008 20,0,75594.664,4809.4,0,4809.4
10/22/2008 17,10/22/2008 21,0,75582.158,4805.9,0,4805.9
10/22/2008 18,10/22/2008 22,0,76421.286,4851.7,0,4851.7
10/22/2008 19,10/22/2008 23,0.1,79908.221,4885.6,488.56,4885.6
10/22/2008 20,10/23/2008 00,0.19,83226.004,4882.8,927.73,4882.8
10/22/2008 21,10/23/2008 01,0.1,82610.307,4883.7,488.37,4883.7
10/22/2008 22,10/23/2008 02,0.09,79673.047,4867.2,438.06,4867.2
10/22/2008 23,10/23/2008 03,0,74586.024,4777.1,0,4777.1
10/22/2008 24,10/23/2008 04,0,69223.767,4780.3,0,4780.3
10/23/2008 01,10/23/2008 05,0,65459.38,3543.7,0,3543.7
10/23/2008 02,10/23/2008 06,0,63382.246,3658.7,0,3658.7
10/23/2008 03,10/23/2008 07,0,62641.359,3679.1,0,3679.1
10/23/2008 04,10/23/2008 08,0,62704.847,3673.3,0,3673.3
10/23/2008 05,10/23/2008 09,0,64224.615,3629.6,0,3629.6
10/23/2008 06,10/23/2008 10,0,69278.35,3623.2,0,3623.2
10/23/2008 07,10/23/2008 11,0.1,77940.182,3578.4,357.84,3578.4
10/23/2008 08,10/23/2008 12,0.1,83470.68,3578,357.8,3578
10/23/2008 09,10/23/2008 13,0.1,83238.854,3626.6,362.66,3626.6
10/23/2008 10,10/23/2008 14,0.1,82113.36,3626.3,362.63,3626.3
10/23/2008 11,10/23/2008 15,0.1,81033.838,3638.5,363.85,3638.5
10/23/2008 12,10/23/2008 16,0.1,79624.916,3650.1,365.01,3650.1
10/23/2008 13,10/23/2008 17,0.1,78583.917,3640.8,364.08,3640.8
10/23/2008 14,10/23/2008 18,0.1,77632.906,3648.5,364.85,3648.5
10/23/2008 15,10/23/2008 19,0.09,76573.298,3586.5,322.82,3586.5
10/23/2008 16,10/23/2008 20,0,75591.075,3603.5,0,3603.5
10/23/2008 17,10/23/2008 21,0,75451.551,3606.1,0,3606.1
10/23/2008 18,10/23/2008 22,0.09,76166.737,3571,321.41,3571
10/23/2008 19,10/23/2008 23,0.1,79803.254,3624.7,362.47,3624.7
10/23/2008 20,10/24/2008 00,0.19,82774.655,3600.6,684.12,3600.6
10/23/2008 21,10/24/2008 01,0.1,81896.792,3600.5,360.05,3600.5
10/23/2008 22,10/24/2008 02,0.1,78669.877,3538.2,353.82,3538.2
10/23/2008 23,10/24/2008 03,0,73554.322,3592.4,0,3592.4
10/23/2008 24,10/24/2008 04,0,67986.248,3539.4,0,3539.4
10/24/2008 01,10/24/2008 05,0,63915.427,4369.6,0,4369.6
10/24/2008 02,10/24/2008 06,0,61645.941,4382.3,0,4382.3
10/24/2008 03,10/24/2008 07,0,60687.915,4385.4,0,4385.4
10/24/2008 04,10/24/2008 08,0,60640.534,4382.3,0,4382.3
10/24/2008 05,10/24/2008 09,0,61769.946,4370.2,0,4370.2
10/24/2008 06,10/24/2008 10,0,66213.985,4362.8,0,4362.8
10/24/2008 07,10/24/2008 11,0.1,74587.427,4345.1,434.51,4345.1
10/24/2008 08,10/24/2008 12,0.1,80019.189,4380,438,4380
10/24/2008 09,10/24/2008 13,0.1,80687.308,4369.5,436.95,4369.5
10/24/2008 10,10/24/2008 14,0.1,80401.631,4371.8,437.18,4371.8
10/24/2008 11,10/24/2008 15,0.1,80178.411,4380.6,438.06,4380.6
10/24/2008 12,10/24/2008 16,0.09,79552.326,4315.2,388.38,4315.2
10/24/2008 13,10/24/2008 17,0.09,78355.327,4318.7,388.71,4318.7
10/24/2008 14,10/24/2008 18,0.09,77610.897,4313.4,388.23,4313.4
10/24/2008 15,10/24/2008 19,0.09,76775.593,4368.3,393.15,4368.3
10/24/2008 16,10/24/2008 20,0.09,76034.602,4368.3,393.14,4368.3
10/24/2008 17,10/24/2008 21,0.09,76007.394,4368.3,393.16,4368.3
10/24/2008 18,10/24/2008 22,0.09,76687.92,4368.5,393.2,4368.5
10/24/2008 19,10/24/2008 23,0.1,79183.791,4353.3,435.33,4353.3
10/24/2008 20,10/25/2008 00,0.1,79639.194,4418.1,441.81,4418.1
10/24/2008 21,10/25/2008 01,0.1,77675.185,4351.1,435.11,4351.1
10/24/2008 22,10/25/2008 02,0.09,75051.776,4321.4,388.94,4321.4
10/24/2008 23,10/25/2008 03,0.09,70795.198,4336.5,390.31,4336.5
10/24/2008 24,10/25/2008 04,0,65626.296,4344.4,0,4344.4
10/25/2008 01,10/25/2008 05,0.1,61273.865,4253.6,425.36,4253.6
10/25/2008 02,10/25/2008 06,0.09,58660.002,4343.2,390.92,4343.2
10/25/2008 03,10/25/2008 07,0.09,56880.453,4343.3,390.91,4343.3
10/25/2008 04,10/25/2008 08,0.09,56087.413,4343.2,390.89,4343.2
10/25/2008 05,10/25/2008 09,0.09,56110.323,4343.2,390.9,4343.2
10/25/2008 06,10/25/2008 10,0.09,57081.816,4343.3,390.91,4343.3
10/25/2008 07,10/25/2008 11,0.09,59612.019,4343.3,390.93,4343.3
10/25/2008 08,10/25/2008 12,0.1,63148.082,4343.3,434.33,4343.3
10/25/2008 09,10/25/2008 13,0.1,66649.105,4373.3,437.33,4373.3
10/25/2008 10,10/25/2008 14,0.1,69547.553,4384.7,438.47,4384.7
10/25/2008 11,10/25/2008 15,0.1,71201.244,4444.3,444.43,4444.3
10/25/2008 12,10/25/2008 16,0.1,71546.479,4444.4,444.44,4444.4
10/25/2008 13,10/25/2008 17,0.1,70875.471,4444.7,444.47,4444.7
10/25/2008 14,10/25/2008 18,0.1,69849.341,4444.4,444.44,4444.4
10/25/2008 15,10/25/2008 19,0.1,68905.257,4444.6,444.46,4444.6
10/25/2008 16,10/25/2008 20,0.1,68350.945,4444.5,444.45,4444.5
10/25/2008 17,10/25/2008 21,0.1,68491.969,4444.4,444.44,4444.4
10/25/2008 18,10/25/2008 22,0.1,69204.434,4444.2,444.42,4444.2
10/25/2008 19,10/25/2008 23,0.1,71352.726,4444.4,444.44,4444.4
10/25/2008 20,10/26/2008 00,0.1,72985.071,4444.6,444.46,4444.6
10/25/2008 21,10/26/2008 01,0.1,71834.997,4444.4,444.44,4444.4
10/25/2008 22,10/26/2008 02,0.1,69815.202,4444.2,444.42,4444.2
10/25/2008 23,10/26/2008 03,0.1,66471.004,4429.4,442.94,4429.4
10/25/2008 24,10/26/2008 04,0.09,62767.939,4395.2,395.57,4395.2
10/26/2008 01,10/26/2008 05,0.09,59229.036,4393.4,395.45,4393.4
10/26/2008 02,10/26/2008 06,0.09,56872.561,4393.2,395.41,4393.2
10/26/2008 03,10/26/2008 07,0.09,55516.506,4393.2,395.38,4393.2
10/26/2008 04,10/26/2008 08,0.08,54926.488,4393.4,351.48,4393.4
10/26/2008 05,10/26/2008 09,0.09,54847.888,4393.4,395.4,4393.4
10/26/2008 06,10/26/2008 10,0.09,55957.927,4393.4,395.42,4393.4
10/26/2008 07,10/26/2008 11,0.09,58102.629,4384.5,394.64,4384.5
10/26/2008 08,10/26/2008 12,0.09,61091.778,4453.5,400.83,4453.5
10/26/2008 09,10/26/2008 13,0.1,63750.441,4451.4,445.14,4451.4
10/26/2008 10,10/26/2008 14,0.1,65560.047,4468.7,446.87,4468.7
10/26/2008 11,10/26/2008 15,0.1,65902.038,4468.6,446.86,4468.6
10/26/2008 12,10/26/2008 16,0.1,65858.914,4468.4,446.84,4468.4
10/26/2008 13,10/26/2008 17,0.1,65493.967,4468.4,446.84,4468.4
10/26/2008 14,10/26/2008 18,0.09,64781.827,4468.5,402.19,4468.5
10/26/2008 15,10/26/2008 19,0.09,63961.62,4468.5,402.16,4468.5
10/26/2008 16,10/26/2008 20,0.09,63696.275,4468.7,402.2,4468.7
10/26/2008 17,10/26/2008 21,0.09,64197.127,4468.6,402.19,4468.6
10/26/2008 18,10/26/2008 22,0.09,65490.884,4468.2,402.19,4468.2
10/26/2008 19,10/26/2008 23,0.1,69789.314,4468.1,446.81,4468.1
10/26/2008 20,10/27/2008 00,0.1,73329.965,4468.2,446.82,4468.2
10/26/2008 21,10/27/2008 01,0.1,72696.406,4468.5,446.85,4468.5
10/26/2008 22,10/27/2008 02,0.09,70256.875,4468.5,402.21,4468.5
10/26/2008 23,10/27/2008 03,0.1,66385.255,4451.5,445.15,4451.5
10/26/2008 24,10/27/2008 04,0.09,62233.453,4423.7,398.14,4423.7
10/27/2008 01,10/27/2008 05,0.09,58885.382,4825.4,434.29,4825.4
10/27/2008 02,10/27/2008 06,0.09,57118.136,4906.7,441.64,4906.7
10/27/2008 03,10/27/2008 07,0,56550.729,4901.7,0,4901.7
10/27/2008 04,10/27/2008 08,0,56658.271,4937.4,0,4937.4
10/27/2008 05,10/27/2008 09,0.09,58360.056,4933.3,444.04,4933.3
10/27/2008 06,10/27/2008 10,0.09,62949.182,4945.6,445.11,4945.6
10/27/2008 07,10/27/2008 11,0.09,71826.699,4815.7,433.42,4815.7
10/27/2008 08,10/27/2008 12,0.1,78286.576,4900.4,490.04,4900.4
10/27/2008 09,10/27/2008 13,0.1,79267.159,4910.3,491.03,4910.3
10/27/2008 10,10/27/2008 14,0.1,79554.051,4909.7,490.97,4909.7
10/27/2008 11,10/27/2008 15,0.1,80281.049,4918.9,491.89,4918.9
10/27/2008 12,10/27/2008 16,0.1,80220.905,4915.5,491.55,4915.5
10/27/2008 13,10/27/2008 17,0.1,79970.164,4908.1,490.81,4908.1
10/27/2008 14,10/27/2008 18,0.1,79638.19,4908.4,490.84,4908.4
10/27/2008 15,10/27/2008 19,0.1,79242.269,4908.2,490.82,4908.2
10/27/2008 16,10/27/2008 20,0.09,79065.519,4838.5,435.49,4838.5
10/27/2008 17,10/27/2008 21,0.1,80301.284,4889.1,488.91,4889.1
10/27/2008 18,10/27/2008 22,0.1,82627.786,4908.9,490.89,4908.9
10/27/2008 19,10/27/2008 23,0.1,86107.252,4906.1,490.61,4906.1
10/27/2008 20,10/28/2008 00,0.1,87280.668,4876.2,487.62,4876.2
10/27/2008 21,10/28/2008 01,0.1,85409.312,4905.7,490.57,4905.7
10/27/2008 22,10/28/2008 02,0.1,81986.11,4896.2,489.62,4896.2
10/27/2008 23,10/28/2008 03,0.09,76423.618,4766.8,429.03,4766.8
10/27/2008 24,10/28/2008 04,0.09,71033.638,4684.6,421.63,4684.6
10/28/2008 01,10/28/2008 05,0.09,66832.164,4929.5,443.7,4929.5
10/28/2008 02,10/28/2008 06,0.09,64365.252,5079.5,457.19,5079.5
10/28/2008 03,10/28/2008 07,0.09,63170.941,5079,457.14,5079
10/28/2008 04,10/28/2008 08,0.09,62945.054,5079.3,457.17,5079.3
10/28/2008 05,10/28/2008 09,0.09,64499.532,5079.2,457.15,5079.2
10/28/2008 06,10/28/2008 10,0.09,69127.927,5079.6,457.17,5079.6
10/28/2008 07,10/28/2008 11,0.1,77834.559,5037.3,503.73,5037.3
10/28/2008 08,10/28/2008 12,0.1,83986.326,5080.4,508.04,5080.4
10/28/2008 09,10/28/2008 13,0.1,84861.555,5094.9,509.49,5094.9
10/28/2008 10,10/28/2008 14,0.1,84859.179,5094.8,509.48,5094.8
10/28/2008 11,10/28/2008 15,0.1,84881.596,5103,510.3,5103
10/28/2008 12,10/28/2008 16,0.1,84487.443,5058.2,505.82,5058.2
10/28/2008 13,10/28/2008 17,0.1,83786.103,5033.2,503.32,5033.2
10/28/2008 14,10/28/2008 18,0.1,83096.681,4995.6,499.56,4995.6
10/28/2008 15,10/28/2008 19,0.09,82210.702,4969.7,447.31,4969.7
10/28/2008 16,10/28/2008 20,0.09,81973.416,4909.6,441.89,4909.6
10/28/2008 17,10/28/2008 21,0.09,82655.124,4949.6,445.49,4949.6
10/28/2008 18,10/28/2008 22,0.1,84412.621,5024.7,502.47,5024.7
10/28/2008 19,10/28/2008 23,0.1,87604.684,5042.3,504.23,5042.3
10/28/2008 20,10/29/2008 00,0.1,89286.466,5064.2,506.42,5064.2
10/28/2008 21,10/29/2008 01,0.1,87829.794,5063.8,506.38,5063.8
10/28/2008 22,10/29/2008 02,0.09,84344.371,4978.9,448.12,4978.9
10/28/2008 23,10/29/2008 03,0.1,78932.024,4990.3,499.03,4990.3
10/28/2008 24,10/29/2008 04,0.09,73037.146,4989.2,449.03,4989.2
10/29/2008 01,10/29/2008 05,0.1,68692.263,5028.5,502.85,5028.5
10/29/2008 02,10/29/2008 06,0.1,66501.073,5118.2,511.82,5118.2
10/29/2008 03,10/29/2008 07,0.09,65422.139,5083.9,457.58,5083.9
10/29/2008 04,10/29/2008 08,0.09,65077.258,5081.1,457.3,5081.1
10/29/2008 05,10/29/2008 09,0.1,66542.206,5085.9,508.59,5085.9
10/29/2008 06,10/29/2008 10,0.1,71130.401,5107.5,510.75,5107.5
10/29/2008 07,10/29/2008 11,0.1,79745.476,5118.3,511.83,5118.3
10/29/2008 08,10/29/2008 12,0.1,85443.906,5121.4,512.14,5121.4
10/29/2008 09,10/29/2008 13,0.1,85428.355,5136.7,513.67,5136.7
