Preliminary Day-ahead Scheduling Reserve Summary,,,,,,
Month:,"November, 2012 ",Report Creation Timestamp (EPT):, 03/26/2013 11:15:01 AM,,,
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
11/15/2012 09,11/15/2012 14,0.05,96570.875,6326,316.41,6326
11/15/2012 10,11/15/2012 15,0.04,94819.123,6427.6,257.12,6427.6
11/15/2012 11,11/15/2012 16,0.02,93577.415,6373.1,127.46,6373.1
11/15/2012 12,11/15/2012 17,0.02,91621.305,6215.4,124.31,6215.4
11/15/2012 13,11/15/2012 18,0.01,89836.787,6238,62.39,6238
11/15/2012 14,11/15/2012 19,0,88787.308,6233.7,0,6233.7
11/15/2012 15,11/15/2012 20,0,87569.121,6005,0,6005
11/15/2012 16,11/15/2012 21,0,87640.169,5977.8,0,5977.8
11/15/2012 17,11/15/2012 22,0.01,90057.819,6224,62.25,6224
11/15/2012 18,11/15/2012 23,0.25,96347.309,6032.2,1508.14,6032.2
11/15/2012 19,11/16/2012 00,0.25,98292.407,5861.7,1465.52,5861.7
11/15/2012 20,11/16/2012 01,0.05,97737.795,5908.1,295.54,5908.1
11/15/2012 21,11/16/2012 02,0.05,96312.478,5923.6,296.27,5923.6
11/15/2012 22,11/16/2012 03,0.02,92989.757,5942.6,118.84,5942.6
11/15/2012 23,11/16/2012 04,0,87455.463,5640.8,0,5640.8
11/15/2012 24,11/16/2012 05,0,81902.561,5591.6,0,5591.6
11/16/2012 01,11/16/2012 06,0,77949.813,5583.8,0,5583.8
11/16/2012 02,11/16/2012 07,0,76110.792,5465.8,0,5465.8
11/16/2012 03,11/16/2012 08,0,75192.613,5391.7,0,5391.7
11/16/2012 04,11/16/2012 09,0,75298.218,5390.8,0,5390.8
11/16/2012 05,11/16/2012 10,0,77108.107,5561.4,0,5561.4
11/16/2012 06,11/16/2012 11,0,82503.031,5244.1,0,5244.1
11/16/2012 07,11/16/2012 12,0.08,91403.141,5777.9,462.21,5777.9
11/16/2012 08,11/16/2012 13,0.1,95766.044,6380.9,638.09,6380.9
11/16/2012 09,11/16/2012 14,0.05,95227.186,6388,319.56,6388
11/16/2012 10,11/16/2012 15,0.05,93462.748,6362.2,318.29,6362.2
11/16/2012 11,11/16/2012 16,0.02,91629.993,6308.9,126.14,6308.9
11/16/2012 12,11/16/2012 17,0,89746.645,6389.9,0,6389.9
11/16/2012 13,11/16/2012 18,0,87745.196,6360.9,0,6360.9
11/16/2012 14,11/16/2012 19,0,86277.589,6340.7,0,6340.7
11/16/2012 15,11/16/2012 20,0,84889.201,6228.8,0,6228.8
11/16/2012 16,11/16/2012 21,0,84169.982,6142.7,0,6142.7
11/16/2012 17,11/16/2012 22,0,85842.434,6483.6,0,6483.6
11/16/2012 18,11/16/2012 23,0.08,92203.315,5634.4,450.83,5634.4
11/16/2012 19,11/17/2012 00,0.02,93894.584,5668.3,113.34,5668.3
11/16/2012 20,11/17/2012 01,0.02,92894.2,5670.4,113.37,5670.4
11/16/2012 21,11/17/2012 02,0.01,91662.302,5839.5,58.44,5839.5
11/16/2012 22,11/17/2012 03,0,89363.309,5632.4,0,5632.4
11/16/2012 23,11/17/2012 04,0,85433.228,5479.3,0,5479.3
11/16/2012 24,11/17/2012 05,0,80706.878,5464.4,0,5464.4
11/17/2012 01,11/17/2012 06,0.01,77144.816,5301.7,53.05,5301.7
11/17/2012 02,11/17/2012 07,0,75130.818,5407.8,0,5407.8
11/17/2012 03,11/17/2012 08,0,74372.299,5231.9,0,5231.9
11/17/2012 04,11/17/2012 09,0,74094.011,5314.3,0,5314.3
11/17/2012 05,11/17/2012 10,0,74999.92,5311,0,5311
11/17/2012 06,11/17/2012 11,0,77458.54,5490.1,0,5490.1
11/17/2012 07,11/17/2012 12,0.02,81104.37,5277.8,105.58,5277.8
11/17/2012 08,11/17/2012 13,0.02,83925.401,5386.5,107.75,5386.5
11/17/2012 09,11/17/2012 14,0.04,85329.426,5427.8,217.09,5427.8
11/17/2012 10,11/17/2012 15,0.02,84851.621,5424.1,108.49,5424.1
11/17/2012 11,11/17/2012 16,0.02,83355.509,5382.5,107.66,5382.5
11/17/2012 12,11/17/2012 17,0.02,81324.523,5122.9,102.47,5122.9
11/17/2012 13,11/17/2012 18,0,79020.149,5146.2,0,5146.2
11/17/2012 14,11/17/2012 19,0,76983.886,5187.5,0,5187.5
11/17/2012 15,11/17/2012 20,0,75573.428,5128.1,0,5128.1
11/17/2012 16,11/17/2012 21,0,75228.112,4908.3,0,4908.3
11/17/2012 17,11/17/2012 22,0,77538.697,4981.3,0,4981.3
11/17/2012 18,11/17/2012 23,0.05,84146.229,5312.6,265.68,5312.6
11/17/2012 19,11/18/2012 00,0.02,86016.095,5057.2,101.17,5057.2
11/17/2012 20,11/18/2012 01,0.02,85561.898,5192.9,103.87,5192.9
11/17/2012 21,11/18/2012 02,0.02,84576.548,5075.2,101.52,5075.2
11/17/2012 22,11/18/2012 03,0.01,82879.982,4995,50,4995
11/17/2012 23,11/18/2012 04,0,79611.519,4683,0,4683
11/17/2012 24,11/18/2012 05,0,75908.577,4941.3,0,4941.3
11/18/2012 01,11/18/2012 06,0,72663.957,4707.3,0,4707.3
11/18/2012 02,11/18/2012 07,0,70788.597,4627.4,0,4627.4
11/18/2012 03,11/18/2012 08,0,69772.449,4731.4,0,4731.4
11/18/2012 04,11/18/2012 09,0,69587.487,4738.9,0,4738.9
11/18/2012 05,11/18/2012 10,0,70006.348,4738.9,0,4738.9
11/18/2012 06,11/18/2012 11,0,71581.372,4814.1,0,4814.1
11/18/2012 07,11/18/2012 12,0,74373.14,4894.8,0,4894.8
11/18/2012 08,11/18/2012 13,0,76792.404,4611.8,0,4611.8
11/18/2012 09,11/18/2012 14,0.01,78903.739,4685,46.9,4685
11/18/2012 10,11/18/2012 15,0.01,79223.502,4623.5,46.29,4623.5
11/18/2012 11,11/18/2012 16,0,78201.511,4669.4,0,4669.4
11/18/2012 12,11/18/2012 17,0,77012.826,4675.4,0,4675.4
11/18/2012 13,11/18/2012 18,0,76114.143,4691.2,0,4691.2
11/18/2012 14,11/18/2012 19,0,75092.917,4975.7,0,4975.7
11/18/2012 15,11/18/2012 20,0,74506.54,4790.2,0,4790.2
11/18/2012 16,11/18/2012 21,0,74641.025,4892.1,0,4892.1
11/18/2012 17,11/18/2012 22,0,77707.58,4655.2,0,4655.2
11/18/2012 18,11/18/2012 23,0.05,84920.552,4675.7,233.91,4675.7
11/18/2012 19,11/19/2012 00,0.02,87403.1,4571,91.41,4571
11/18/2012 20,11/19/2012 01,0.02,87029.06,4742.7,94.84,4742.7
11/18/2012 21,11/19/2012 02,0.02,85869.527,4723.2,94.46,4723.2
11/18/2012 22,11/19/2012 03,0,82807.084,4731.3,0,4731.3
11/18/2012 23,11/19/2012 04,0,78700.718,4578.2,0,4578.2
11/18/2012 24,11/19/2012 05,0,74666.965,4539.7,0,4539.7
11/19/2012 01,11/19/2012 06,0,71788.828,5752.9,0,5752.9
11/19/2012 02,11/19/2012 07,0,70091.768,5613.7,0,5613.7
11/19/2012 03,11/19/2012 08,0,69550.919,5745.2,0,5745.2
11/19/2012 04,11/19/2012 09,0,69966.036,5662.9,0,5662.9
11/19/2012 05,11/19/2012 10,0,72174.821,5662.9,0,5662.9
11/19/2012 06,11/19/2012 11,0,77684.736,5499.3,0,5499.3
11/19/2012 07,11/19/2012 12,0.02,86920.759,5906.4,118.11,5906.4
11/19/2012 08,11/19/2012 13,0.05,91685.797,5720.5,286.18,5720.5
11/19/2012 09,11/19/2012 14,0.02,91976.204,5936.4,118.7,5936.4
11/19/2012 10,11/19/2012 15,0.02,91273.297,5777.4,115.52,5777.4
11/19/2012 11,11/19/2012 16,0.02,90350.786,5965.4,119.29,5965.4
11/19/2012 12,11/19/2012 17,0,88831.273,6003.3,0,6003.3
11/19/2012 13,11/19/2012 18,0,87506.546,6162,0,6162
11/19/2012 14,11/19/2012 19,0,86498.092,6016.6,0,6016.6
11/19/2012 15,11/19/2012 20,0,85569.763,6257.8,0,6257.8
11/19/2012 16,11/19/2012 21,0,85263.899,6123.9,0,6123.9
11/19/2012 17,11/19/2012 22,0,87549.35,5222,0,5222
11/19/2012 18,11/19/2012 23,0.05,94127.044,5224.3,261.32,5224.3
11/19/2012 19,11/20/2012 00,0.05,95597.162,5226.3,261.43,5226.3
11/19/2012 20,11/20/2012 01,0.02,94548.499,5388.4,107.75,5388.4
11/19/2012 21,11/20/2012 02,0.02,92695.716,5312.4,106.22,5312.4
11/19/2012 22,11/20/2012 03,0,88961.774,5400,0,5400
11/19/2012 23,11/20/2012 04,0,83564.305,5025.8,0,5025.8
11/19/2012 24,11/20/2012 05,0,77963.365,4980.9,0,4980.9
11/20/2012 01,11/20/2012 06,0,73763.431,5298.6,0,5298.6
11/20/2012 02,11/20/2012 07,0,71438.466,5298.6,0,5298.6
11/20/2012 03,11/20/2012 08,0,70436.053,5298.6,0,5298.6
11/20/2012 04,11/20/2012 09,0,70224.855,5246.6,0,5246.6
11/20/2012 05,11/20/2012 10,0,72622.949,5264.6,0,5264.6
11/20/2012 06,11/20/2012 11,0,77480.921,5208.6,0,5208.6
11/20/2012 07,11/20/2012 12,0.01,86118.969,5411.5,54.14,5411.5
11/20/2012 08,11/20/2012 13,0.01,90750.61,5907.2,59.07,5907.2
11/20/2012 09,11/20/2012 14,0.01,90949.804,5895.1,58.93,5895.1
11/20/2012 10,11/20/2012 15,0,89906.848,6002.5,0,6002.5
11/20/2012 11,11/20/2012 16,0,88970.223,6170.4,0,6170.4
11/20/2012 12,11/20/2012 17,0,87450.59,6212.6,0,6212.6
11/20/2012 13,11/20/2012 18,0,86226.922,6201.2,0,6201.2
11/20/2012 14,11/20/2012 19,0,85634.499,6282.6,0,6282.6
11/20/2012 15,11/20/2012 20,0,84890.912,6282.5,0,6282.5
11/20/2012 16,11/20/2012 21,0,84826.208,5909.5,0,5909.5
11/20/2012 17,11/20/2012 22,0,87018.747,5559.6,0,5559.6
11/20/2012 18,11/20/2012 23,0.04,92901.156,5327.7,213.15,5327.7
11/20/2012 19,11/21/2012 00,0.02,94222.392,5455.7,109.12,5455.7
11/20/2012 20,11/21/2012 01,0.01,93234.556,5515.5,55.18,5515.5
11/20/2012 21,11/21/2012 02,0,91504.856,5404.6,0,5404.6
11/20/2012 22,11/21/2012 03,0,88315.799,5554.6,0,5554.6
11/20/2012 23,11/21/2012 04,0,83090.547,5093.6,0,5093.6
11/20/2012 24,11/21/2012 05,0,77660.525,5134.8,0,5134.8
11/21/2012 01,11/21/2012 06,0,73770.459,5490.8,0,5490.8
11/21/2012 02,11/21/2012 07,0,71828.767,5378.7,0,5378.7
11/21/2012 03,11/21/2012 08,0,71045.458,5490.7,0,5490.7
11/21/2012 04,11/21/2012 09,0,71099.397,5490.7,0,5490.7
11/21/2012 05,11/21/2012 10,0,73227.085,5071.8,0,5071.8
11/21/2012 06,11/21/2012 11,0,78234.618,5071.7,0,5071.7
11/21/2012 07,11/21/2012 12,0,86437.312,5377.6,0,5377.6
11/21/2012 08,11/21/2012 13,0.01,91221.158,6004.5,60.07,6004.5
11/21/2012 09,11/21/2012 14,0,91660.25,5940.8,0,5940.8
11/21/2012 10,11/21/2012 15,0,90280.027,5941,0,5941
11/21/2012 11,11/21/2012 16,0,88994.254,6004,0,6004
11/21/2012 12,11/21/2012 17,0,87194.666,6112.1,0,6112.1
11/21/2012 13,11/21/2012 18,0,85476.746,6256.3,0,6256.3
11/21/2012 14,11/21/2012 19,0,84311.982,6256.5,0,6256.5
11/21/2012 15,11/21/2012 20,0,83169.642,6256.9,0,6256.9
11/21/2012 16,11/21/2012 21,0,82222.948,6013.3,0,6013.3
11/21/2012 17,11/21/2012 22,0,83473.657,5586.3,0,5586.3
11/21/2012 18,11/21/2012 23,0.01,89522.64,5354.2,53.52,5354.2
11/21/2012 19,11/22/2012 00,0.01,91115.821,5380.1,53.8,5380.1
11/21/2012 20,11/22/2012 01,0,90013.72,5199.9,0,5199.9
11/21/2012 21,11/22/2012 02,0,88612.534,5258.7,0,5258.7
11/21/2012 22,11/22/2012 03,0,86019.697,5432.2,0,5432.2
11/21/2012 23,11/22/2012 04,0,81606.217,5194.2,0,5194.2
11/21/2012 24,11/22/2012 05,0,76425.465,5100.8,0,5100.8
11/22/2012 01,11/22/2012 06,0,72208.742,4729.5,0,4729.5
11/22/2012 02,11/22/2012 07,0,69803.208,4759.5,0,4759.5
11/22/2012 03,11/22/2012 08,0,68581.316,4927.5,0,4927.5
11/22/2012 04,11/22/2012 09,0,68310.769,4957.5,0,4957.5
11/22/2012 05,11/22/2012 10,0,69049.617,4957.5,0,4957.5
11/22/2012 06,11/22/2012 11,0,71322.69,5044.9,0,5044.9
11/22/2012 07,11/22/2012 12,0,74228.807,4927.6,0,4927.6
11/22/2012 08,11/22/2012 13,0,76526.332,4858.5,0,4858.5
11/22/2012 09,11/22/2012 14,0,78271.437,4729.5,0,4729.5
11/22/2012 10,11/22/2012 15,0,78854.345,4734.6,0,4734.6
11/22/2012 11,11/22/2012 16,0,78875.233,4924.5,0,4924.5
11/22/2012 12,11/22/2012 17,0,77883.339,5011.7,0,5011.7
11/22/2012 13,11/22/2012 18,0,75387.072,5122.6,0,5122.6
11/22/2012 14,11/22/2012 19,0,72123.873,5092.6,0,5092.6
11/22/2012 15,11/22/2012 20,0,69417.859,5122.4,0,5122.4
11/22/2012 16,11/22/2012 21,0,67746.59,5122.5,0,5122.5
11/22/2012 17,11/22/2012 22,0,67718.044,5122.5,0,5122.5
11/22/2012 18,11/22/2012 23,0,71761.301,4957.6,0,4957.6
11/22/2012 19,11/23/2012 00,0,72638.072,4927.5,0,4927.5
11/22/2012 20,11/23/2012 01,0,72679.423,4957.6,0,4957.6
11/22/2012 21,11/23/2012 02,0,73002.177,4927.5,0,4927.5
11/22/2012 22,11/23/2012 03,0,72619.792,4957.5,0,4957.5
11/22/2012 23,11/23/2012 04,0,71096.108,4957.5,0,4957.5
11/22/2012 24,11/23/2012 05,0,68715.913,4832.3,0,4832.3
11/23/2012 01,11/23/2012 06,0,66631.293,4910.7,0,4910.7
11/23/2012 02,11/23/2012 07,0,65424.241,4910.7,0,4910.7
11/23/2012 03,11/23/2012 08,0,65129.575,5190.7,0,5190.7
11/23/2012 04,11/23/2012 09,0,65558.152,4910.7,0,4910.7
11/23/2012 05,11/23/2012 10,0,67042.505,5115.7,0,5115.7
11/23/2012 06,11/23/2012 11,0,70187.183,5190.8,0,5190.8
11/23/2012 07,11/23/2012 12,0,74248.487,5110.7,0,5110.7
11/23/2012 08,11/23/2012 13,0,77096.505,5110.8,0,5110.8
11/23/2012 09,11/23/2012 14,0,78110.26,5110.7,0,5110.7
11/23/2012 10,11/23/2012 15,0,78344.77,5110.7,0,5110.7
11/23/2012 11,11/23/2012 16,0,77848.741,5355.7,0,5355.7
11/23/2012 12,11/23/2012 17,0,77133.941,5270.7,0,5270.7
11/23/2012 13,11/23/2012 18,0,76311.849,5267.7,0,5267.7
11/23/2012 14,11/23/2012 19,0,75593.122,5260.7,0,5260.7
11/23/2012 15,11/23/2012 20,0,75171.888,5260.7,0,5260.7
11/23/2012 16,11/23/2012 21,0,75891.255,5260.7,0,5260.7
11/23/2012 17,11/23/2012 22,0,78939.749,5260.7,0,5260.7
11/23/2012 18,11/23/2012 23,0.01,84657.591,5060.4,50.6,5060.4
11/23/2012 19,11/24/2012 00,0.02,85562.222,5055.3,101.06,5055.3
11/23/2012 20,11/24/2012 01,0.02,84305.124,5060.4,101.16,5060.4
11/23/2012 21,11/24/2012 02,0.01,83000.479,5080.8,50.84,5080.8
11/23/2012 22,11/24/2012 03,0,80702.624,5004.9,0,5004.9
11/23/2012 23,11/24/2012 04,0,77535.597,4993.1,0,4993.1
11/23/2012 24,11/24/2012 05,0,73630.664,4945.8,0,4945.8
11/24/2012 01,11/24/2012 06,0,70162.281,5567.7,0,5567.7
11/24/2012 02,11/24/2012 07,0,68198.101,5466.2,0,5466.2
11/24/2012 03,11/24/2012 08,0,67360.084,5210.4,0,5210.4
11/24/2012 04,11/24/2012 09,0,67329.744,5247.8,0,5247.8
11/24/2012 05,11/24/2012 10,0,68396.76,5387.9,0,5387.9
11/24/2012 06,11/24/2012 11,0,70575.556,5523.9,0,5523.9
11/24/2012 07,11/24/2012 12,0,73945.885,5191.8,0,5191.8
11/24/2012 08,11/24/2012 13,0,77632.284,5216.3,0,5216.3
11/24/2012 09,11/24/2012 14,0,80954.022,5157.8,0,5157.8
11/24/2012 10,11/24/2012 15,0.01,83708.299,5282.3,52.86,5282.3
11/24/2012 11,11/24/2012 16,0.01,85461.542,5448.3,54.51,5448.3
11/24/2012 12,11/24/2012 17,0.01,85601.26,5459.5,54.63,5459.5
11/24/2012 13,11/24/2012 18,0,84751.967,5502.9,0,5502.9
11/24/2012 14,11/24/2012 19,0,83475.627,5444.8,0,5444.8
11/24/2012 15,11/24/2012 20,0,82736.424,5511.1,0,5511.1
11/24/2012 16,11/24/2012 21,0,82938.756,5637.7,0,5637.7
11/24/2012 17,11/24/2012 22,0.01,85700.031,5427.5,54.3,5427.5
11/24/2012 18,11/24/2012 23,0.05,92012.664,5200.5,260.19,5200.5
11/24/2012 19,11/25/2012 00,0.02,93343.367,5327.5,106.53,5327.5
11/24/2012 20,11/25/2012 01,0.02,92588.176,5323.4,106.45,5323.4
11/24/2012 21,11/25/2012 02,0.02,91458.473,5382.9,107.64,5382.9
11/24/2012 22,11/25/2012 03,0.01,89178.536,5179.5,51.85,5179.5
11/24/2012 23,11/25/2012 04,0,85531.009,5052,0,5052
11/24/2012 24,11/25/2012 05,0,81566.593,5107.9,0,5107.9
11/25/2012 01,11/25/2012 06,0,77887.651,5375.8,0,5375.8
11/25/2012 02,11/25/2012 07,0,75354.916,5220.1,0,5220.1
11/25/2012 03,11/25/2012 08,0,74327.711,5374,0,5374
11/25/2012 04,11/25/2012 09,0,73861.565,5367.1,0,5367.1
11/25/2012 05,11/25/2012 10,0,74418.764,5358.9,0,5358.9
11/25/2012 06,11/25/2012 11,0,75830.487,5574.4,0,5574.4
11/25/2012 07,11/25/2012 12,0,78370.413,5427.9,0,5427.9
11/25/2012 08,11/25/2012 13,0,80963.902,5383.8,0,5383.8
11/25/2012 09,11/25/2012 14,0.01,83115.164,5341.7,53.49,5341.7
11/25/2012 10,11/25/2012 15,0.01,84429.6,5349.9,53.59,5349.9
11/25/2012 11,11/25/2012 16,0,84523.456,5618,0,5618
11/25/2012 12,11/25/2012 17,0,83785.663,5749.6,0,5749.6
11/25/2012 13,11/25/2012 18,0,82843.949,5720.8,0,5720.8
11/25/2012 14,11/25/2012 19,0,81385.926,5721.8,0,5721.8
11/25/2012 15,11/25/2012 20,0,80014.299,5646.8,0,5646.8
11/25/2012 16,11/25/2012 21,0,79822.091,5744.3,0,5744.3
11/25/2012 17,11/25/2012 22,0,83160.235,5258.5,0,5258.5
11/25/2012 18,11/25/2012 23,0.05,91621.254,5199.1,260.11,5199.1
11/25/2012 19,11/26/2012 00,0.02,94324.368,5320.1,106.37,5320.1
11/25/2012 20,11/26/2012 01,0.02,94232.368,5319.9,106.35,5319.9
11/25/2012 21,11/26/2012 02,0.01,93216.248,5345.4,53.55,5345.4
11/25/2012 22,11/26/2012 03,0,89955.423,5146,0,5146
11/25/2012 23,11/26/2012 04,0,85435.762,5378.1,0,5378.1
11/25/2012 24,11/26/2012 05,0,80582.143,5585.7,0,5585.7
11/26/2012 01,11/26/2012 06,0,77241.513,5692.9,0,5692.9
11/26/2012 02,11/26/2012 07,0,75483.898,6012,0,6012
11/26/2012 03,11/26/2012 08,0,74869.895,5887.6,0,5887.6
11/26/2012 04,11/26/2012 09,0,75360.944,5876.8,0,5876.8
11/26/2012 05,11/26/2012 10,0,77315.127,5875.8,0,5875.8
11/26/2012 06,11/26/2012 11,0,82871.722,5972,0,5972
11/26/2012 07,11/26/2012 12,0.04,91448.412,5933.5,237.37,5933.5
11/26/2012 08,11/26/2012 13,0.05,96534.668,6234.7,311.85,6234.7
11/26/2012 09,11/26/2012 14,0.05,96183.374,6317.7,316.02,6317.7
11/26/2012 10,11/26/2012 15,0.02,94067.616,6374.6,127.48,6374.6
11/26/2012 11,11/26/2012 16,0.01,92141.2,6432.4,64.32,6432.4
11/26/2012 12,11/26/2012 17,0,90413.321,6555.2,0,6555.2
11/26/2012 13,11/26/2012 18,0,88850.919,6691.7,0,6691.7
11/26/2012 14,11/26/2012 19,0,87590.617,6721.9,0,6721.9
11/26/2012 15,11/26/2012 20,0,86692.601,6691.9,0,6691.9
11/26/2012 16,11/26/2012 21,0,86797.211,6402.8,0,6402.8
11/26/2012 17,11/26/2012 22,0.01,89888.767,6237.601,62.4,6237.601
11/26/2012 18,11/26/2012 23,0.05,97674.811,6507.8,325.5,6507.8
11/26/2012 19,11/27/2012 00,0.1,99753.955,6489.401,648.94,6489.401
11/26/2012 20,11/27/2012 01,0.05,99155.544,6520.5,326.2,6520.5
11/26/2012 21,11/27/2012 02,0.05,97525.793,6534.8,326.88,6534.8
11/26/2012 22,11/27/2012 03,0.01,93757.481,6289.6,62.91,6289.6
11/26/2012 23,11/27/2012 04,0,87800.87,6143,0,6143
11/26/2012 24,11/27/2012 05,0,81870.318,5879.7,0,5879.7
11/27/2012 01,11/27/2012 06,0,77284.309,5661.8,0,5661.8
11/27/2012 02,11/27/2012 07,0,74831.355,5750.1,0,5750.1
11/27/2012 03,11/27/2012 08,0,73714.476,5747.2,0,5747.2
11/27/2012 04,11/27/2012 09,0,73503.191,5745.2,0,5745.2
11/27/2012 05,11/27/2012 10,0,75344.106,5758,0,5758
11/27/2012 06,11/27/2012 11,0,80734.909,5683.5,0,5683.5
11/27/2012 07,11/27/2012 12,0,89654.537,5917.7,0,5917.7
11/27/2012 08,11/27/2012 13,0.01,95344.942,6466.9,64.7,6466.9
11/27/2012 09,11/27/2012 14,0.01,95947.564,6285.2,62.86,6285.2
11/27/2012 10,11/27/2012 15,0.01,96092.597,6341.4,63.45,6341.4
11/27/2012 11,11/27/2012 16,0.01,96444.388,6461.6,64.64,6461.6
11/27/2012 12,11/27/2012 17,0,96246.213,6423,0,6423
11/27/2012 13,11/27/2012 18,0,95974.796,6473.7,0,6473.7
11/27/2012 14,11/27/2012 19,0,95466.2,6461.3,0,6461.3
11/27/2012 15,11/27/2012 20,0,94719.426,6341.7,0,6341.7
11/27/2012 16,11/27/2012 21,0,94785.827,6451,0,6451
11/27/2012 17,11/27/2012 22,0,97518.343,6298.8,0,6298.8
11/27/2012 18,11/27/2012 23,0.05,103769.836,5923,296.34,5923
11/27/2012 19,11/28/2012 00,0.05,104945.384,5814.4,290.92,5814.4
11/27/2012 20,11/28/2012 01,0.04,103921.356,5777.5,231.1,5777.5
11/27/2012 21,11/28/2012 02,0.02,101853.559,6018.6,120.34,6018.6
11/27/2012 22,11/28/2012 03,0,97820.178,6161.8,0,6161.8
11/27/2012 23,11/28/2012 04,0,91724.146,6057.5,0,6057.5
11/27/2012 24,11/28/2012 05,0,85255.72,6257.2,0,6257.2
11/28/2012 01,11/28/2012 06,0,80911.951,6337.5,0,6337.5
11/28/2012 02,11/28/2012 07,0,78507.846,6220.2,0,6220.2
11/28/2012 03,11/28/2012 08,0,77465.037,6195,0,6195
11/28/2012 04,11/28/2012 09,0,77503.587,6182.1,0,6182.1
11/28/2012 05,11/28/2012 10,0,79357.247,6078,0,6078
11/28/2012 06,11/28/2012 11,0,84937.77,5916.9,0,5916.9
11/28/2012 07,11/28/2012 12,0.05,94216.378,6214.6,310.88,6214.6
11/28/2012 08,11/28/2012 13,0.08,99227.1,6097.3,487.82,6097.3
11/28/2012 09,11/28/2012 14,0.05,98461.722,6198.7,310.11,6198.7
11/28/2012 10,11/28/2012 15,0.02,97102.524,6471.8,129.4,6471.8
11/28/2012 11,11/28/2012 16,0.01,95242.896,6518.7,65.23,6518.7
11/28/2012 12,11/28/2012 17,0,93401.469,6263.8,0,6263.8
11/28/2012 13,11/28/2012 18,0,91779.508,6434.1,0,6434.1
11/28/2012 14,11/28/2012 19,0,90888.597,6363.5,0,6363.5
11/28/2012 15,11/28/2012 20,0,89875.159,6281,0,6281
11/28/2012 16,11/28/2012 21,0,89937.991,6371,0,6371
11/28/2012 17,11/28/2012 22,0,93234.882,6212,0,6212
11/28/2012 18,11/28/2012 23,0.05,101476.019,5795.6,289.92,5795.6
11/28/2012 19,11/29/2012 00,0.04,104135.775,5912.3,236.54,5912.3
11/28/2012 20,11/29/2012 01,0.04,103885.783,6025.9,241.08,6025.9
11/28/2012 21,11/29/2012 02,0.04,102638.974,6414,256.54,6414
11/28/2012 22,11/29/2012 03,0,99583.766,6371,0,6371
11/28/2012 23,11/29/2012 04,0,93856.273,6231.2,0,6231.2
11/28/2012 24,11/29/2012 05,0,87918.992,5872.3,0,5872.3
11/29/2012 01,11/29/2012 06,0,83861.823,5868.1,0,5868.1
11/29/2012 02,11/29/2012 07,0,81970.624,6088.1,0,6088.1
11/29/2012 03,11/29/2012 08,0,81294.387,6173.2,0,6173.2
11/29/2012 04,11/29/2012 09,0,81741.131,6173.2,0,6173.2
11/29/2012 05,11/29/2012 10,0,83916.196,6129.2,0,6129.2
11/29/2012 06,11/29/2012 11,0,89431.24,6013.3,0,6013.3
11/29/2012 07,11/29/2012 12,0.04,98634.359,6226.1,249.05,6226.1
11/29/2012 08,11/29/2012 13,0.05,103387.53,6208.9,310.63,6208.9
11/29/2012 09,11/29/2012 14,0.04,102016.047,6310.5,252.42,6310.5
11/29/2012 10,11/29/2012 15,0.01,99105.655,6348.3,63.53,6348.3
11/29/2012 11,11/29/2012 16,0,96244.582,6603.2,0,6603.2
11/29/2012 12,11/29/2012 17,0,93675.199,6603.2,0,6603.2
11/29/2012 13,11/29/2012 18,0,91400.777,6507.1,0,6507.1
11/29/2012 14,11/29/2012 19,0,89865.262,6591.1,0,6591.1
11/29/2012 15,11/29/2012 20,0,88481.973,6435.9,0,6435.9
11/29/2012 16,11/29/2012 21,0,88397.833,6583.1,0,6583.1
11/29/2012 17,11/29/2012 22,0,91461.603,5523.1,0,5523.1
11/29/2012 18,11/29/2012 23,0.05,99873.891,5593.7,279.77,5593.7
11/29/2012 19,11/30/2012 00,0.04,102425.088,5610.1,224.41,5610.1
11/29/2012 20,11/30/2012 01,0.02,102147.127,5579.1,111.56,5579.1
11/29/2012 21,11/30/2012 02,0.01,100790.657,5746.6,57.47,5746.6
11/29/2012 22,11/30/2012 03,0,97603.171,5876,0,5876
11/29/2012 23,11/30/2012 04,0,91827.013,5485,0,5485
11/29/2012 24,11/30/2012 05,0,85634.333,5508.1,0,5508.1
11/30/2012 01,11/30/2012 06,0,81417.412,5658.9,0,5658.9
11/30/2012 02,11/30/2012 07,0,79286.527,5599.7,0,5599.7
11/30/2012 03,11/30/2012 08,0,78369.543,5658.9,0,5658.9
11/30/2012 04,11/30/2012 09,0,78693.002,5468.7,0,5468.7
11/30/2012 05,11/30/2012 10,0,80725.238,5595.1,0,5595.1
11/30/2012 06,11/30/2012 11,0,86217.009,5722.9,0,5722.9
11/30/2012 07,11/30/2012 12,0.01,95265.343,5376.1,53.77,5376.1
11/30/2012 08,11/30/2012 13,0.01,99945.487,5362.4,53.61,5362.4
11/30/2012 09,11/30/2012 14,0.01,98848.905,6047.8,60.46,6047.8
11/30/2012 10,11/30/2012 15,0,96173.525,6119.1,0,6119.1
11/30/2012 11,11/30/2012 16,0,93976.842,6392.9,0,6392.9
11/30/2012 12,11/30/2012 17,0,91601.208,6289.9,0,6289.9
11/30/2012 13,11/30/2012 18,0,89497.192,6384.9,0,6384.9
